Name,Year,Salary
Anquan Boldin,2012,6000000
Anquan Boldin,2013,6000000
Anquan Boldin,2014,6000000
Anquan Boldin,2015,5937500
Anquan Boldin,2016,3750000
Arthur Jones,2010,453580
Arthur Jones,2011,450000
Arthur Jones,2012,540000
Arthur Jones,2013,2023000
Arthur Jones,2014,10000000
Arthur Jones,2015,6000000
Arthur Jones,2016,2711765
Arthur Jones,2017,410294
Asa Jackson,2012,534563
Asa Jackson,2013,254117
Asa Jackson,2014,570000
Asa Jackson,2015,33000
Asa Jackson,2016,178824
Asa Jackson,2017,495059
Bernard Pierce,2012,945944
Bernard Pierce,2013,480000
Bernard Pierce,2014,570000
Bernard Pierce,2015,660000
Bryan McCann,2013,222353
Nick Roach,2007,100588
Nick Roach,2008,370000
Nick Roach,2009,460000
Nick Roach,2010,1684000
Nick Roach,2011,2685000
Nick Roach,2012,1815000
Nick Roach,2013,4025000
Nick Roach,2014,2975000
Christian Thompson,2012,690584
Chykie Brown,2011,519560
Chykie Brown,2012,465000
Chykie Brown,2013,555000
Chykie Brown,2014,303529
Chykie Brown,2016,662353
Corey Graham,2007,434500
Corey Graham,2008,370000
Corey Graham,2009,460000
Corey Graham,2010,1101000
Corey Graham,2011,1500000
Corey Graham,2012,2150000
Corey Graham,2013,2050000
Corey Graham,2014,5700000
Corey Graham,2015,4000000
Corey Graham,2016,4775000
Corey Graham,2017,1600000
Corey Graham,2018,1715000
Courtney Upshaw,2012,2682144
Courtney Upshaw,2013,630759
Courtney Upshaw,2014,871518
Courtney Upshaw,2015,1112277
Courtney Upshaw,2016,1250000
Courtney Upshaw,2017,1150000
DeAngelo Tyson,2012,437592
DeAngelo Tyson,2013,480000
DeAngelo Tyson,2014,570000
Dennis Pitta,2010,691000
Dennis Pitta,2011,450000
Dennis Pitta,2012,540000
Dennis Pitta,2013,2023000
Dennis Pitta,2014,12000000
Dennis Pitta,2015,4000000
Dennis Pitta,2016,1000000
Deonte Thompson,2012,394000
Deonte Thompson,2013,480000
Deonte Thompson,2014,100588
Deonte Thompson,2015,310588
Deonte Thompson,2016,840000
Deonte Thompson,2017,501471
Deonte Thompson,2018,325294
Ed Dickson,2010,982500
Ed Dickson,2011,450000
Ed Dickson,2012,540000
Ed Dickson,2013,1323000
Ed Dickson,2014,795000
Ed Dickson,2015,2850000
Ed Dickson,2016,1900000
Ed Dickson,2017,2050000
Ed Dickson,2018,3600000
Ed Dickson,2019,3550000
Gino Gradkowski,2012,874424
Gino Gradkowski,2013,480000
Gino Gradkowski,2014,570000
Gino Gradkowski,2015,1542000
Gino Gradkowski,2016,1250000
Gino Gradkowski,2018,325294
Haloti Ngata,2006,3140000
Haloti Ngata,2007,6495000
Haloti Ngata,2008,445000
Haloti Ngata,2009,823750
Haloti Ngata,2010,1746250
Haloti Ngata,2011,27100000
Haloti Ngata,2012,12900000
Haloti Ngata,2013,4000000
Haloti Ngata,2014,6500000
Haloti Ngata,2015,8500000
Haloti Ngata,2016,6203125
Haloti Ngata,2017,5578125
Haloti Ngata,2018,2600000
Jacoby Jones,2007,1062111
Jacoby Jones,2008,370000
Jacoby Jones,2009,460000
Jacoby Jones,2010,550000
Jacoby Jones,2011,3500000
Jacoby Jones,2012,2500000
Jacoby Jones,2013,4000000
Jacoby Jones,2014,4500000
Jah Reid,2011,938240
Jah Reid,2012,465000
Jah Reid,2013,555000
Jah Reid,2014,645000
Jah Reid,2015,4656250
Jah Reid,2016,1050000
Jameel McClain,2008,298000
Jameel McClain,2009,385000
Jameel McClain,2010,470000
Jameel McClain,2011,1835000
Jameel McClain,2012,4300000
Jameel McClain,2013,3000000
Jameel McClain,2014,2900000
James Ihedigbo,2012,700000
James Ihedigbo,2013,780000
James Ihedigbo,2014,1525000
James Ihedigbo,2015,1625000
James Ihedigbo,2016,364412
Jimmy Smith,2011,4301692
Jimmy Smith,2012,714168
Jimmy Smith,2013,1053336
Jimmy Smith,2014,1392504
Jimmy Smith,2015,14000000
Jimmy Smith,2016,7000000
Jimmy Smith,2017,8317647
Jimmy Smith,2018,6882353
Jimmy Smith,2019,9500000
Jimmy Smith,2020,4500000
Jimmy Smith,2021,2000000
Joe Flacco,2008,1300000
Joe Flacco,2009,8595000
Joe Flacco,2010,2660000
Joe Flacco,2011,4485000
Joe Flacco,2012,6760000
Joe Flacco,2013,30000000
Joe Flacco,2014,21000000
Joe Flacco,2015,11000000
Joe Flacco,2016,44000000
Joe Flacco,2017,6000000
Joe Flacco,2018,12000000
Joe Flacco,2019,18500000
Joe Flacco,2020,1500000
Joe Flacco,2021,656944
Joe Flacco,2022,3500000
Justin Tucker,2012,390000
Justin Tucker,2013,480000
Justin Tucker,2014,570000
Justin Tucker,2015,2356000
Justin Tucker,2016,8000000
Justin Tucker,2017,2800000
Justin Tucker,2018,2950000
Justin Tucker,2019,9000000
Justin Tucker,2020,3500000
Justin Tucker,2021,3500000
Justin Tucker,2022,6750000
Justin Tucker,2023,7250000
Justin Tucker,2024,3500000
Justin Tucker,2025,4200000
Justin Tucker,2026,4200000
Justin Tucker,2027,5150000
Kelechi Osemele,2012,1263360
Kelechi Osemele,2013,542085
Kelechi Osemele,2014,694170
Kelechi Osemele,2015,846255
Kelechi Osemele,2016,13500000
Kelechi Osemele,2017,13500000
Kelechi Osemele,2018,10200000
Kelechi Osemele,2020,1187500
LaQuan Williams,2011,0
Lardarius Webb,2009,839520
Lardarius Webb,2010,395000
Lardarius Webb,2011,525000
Lardarius Webb,2012,10615000
Lardarius Webb,2013,7385000
Lardarius Webb,2014,7500000
Lardarius Webb,2015,5250000
Lardarius Webb,2016,5500000
Lardarius Webb,2017,2100000
Marshal Yanda,2007,787700
Marshal Yanda,2008,370000
Marshal Yanda,2009,460000
Marshal Yanda,2010,1684000
Marshal Yanda,2011,12000000
Marshal Yanda,2012,4500000
Marshal Yanda,2013,4500000
Marshal Yanda,2014,5500000
Marshal Yanda,2015,11231765
Marshal Yanda,2016,6185882
Marshal Yanda,2017,6000000
Marshal Yanda,2018,7000000
Marshal Yanda,2019,10000000
Michael Oher,2009,1252000
Michael Oher,2010,6963000
Michael Oher,2011,630000
Michael Oher,2012,865000
Michael Oher,2013,3785000
Michael Oher,2014,6000000
Michael Oher,2015,3750000
Michael Oher,2016,7750000
Mike McAdoo,2015,6600
Shane Lechler,2000,264000
Shane Lechler,2001,298000
Shane Lechler,2002,1375000
Shane Lechler,2003,450000
Shane Lechler,2004,550000
Shane Lechler,2005,1500000
Shane Lechler,2006,1500000
Shane Lechler,2007,1500000
Shane Lechler,2008,1500000
Shane Lechler,2009,6400000
Shane Lechler,2010,2600000
Shane Lechler,2011,3200000
Shane Lechler,2012,3800000
Shane Lechler,2013,2000000
Shane Lechler,2014,1750000
Shane Lechler,2015,1750000
Shane Lechler,2016,1800000
Shane Lechler,2017,2000000
Pernell McPhee,2011,519560
Pernell McPhee,2012,465000
Pernell McPhee,2013,555000
Pernell McPhee,2014,645000
Pernell McPhee,2015,8675000
Pernell McPhee,2016,7175000
Pernell McPhee,2017,7325000
Pernell McPhee,2018,1800000
Pernell McPhee,2019,775882
Pernell McPhee,2020,1187500
Pernell McPhee,2021,961666
Ray Rice,2008,1405000
Ray Rice,2009,385000
Ray Rice,2010,814000
Ray Rice,2011,600000
Ray Rice,2012,17000000
Ray Rice,2013,8000000
Sam Koch,2011,4300000
Sam Koch,2012,1600000
Sam Koch,2013,1900000
Sam Koch,2014,2200000
Sam Koch,2015,5000000
Sam Koch,2016,2300000
Sam Koch,2017,2300000
Sam Koch,2018,2750000
Sam Koch,2019,3150000
Sam Koch,2020,4250000
Sam Koch,2021,1850000
Joe Kruger,2013,351732
Joe Kruger,2014,31500
Lavelle Hawkins,2013,546765
Tandon Doss,2011,787561
Tandon Doss,2012,464999
Tandon Doss,2013,522353
Tandon Doss,2014,735000
Terrell Suggs,2003,4150000
Terrell Suggs,2004,4555000
Terrell Suggs,2005,405000
Terrell Suggs,2006,500000
Terrell Suggs,2007,5025000
Terrell Suggs,2008,8475000
Terrell Suggs,2009,15100000
Terrell Suggs,2010,24900000
Terrell Suggs,2011,3400000
Terrell Suggs,2012,4900000
Terrell Suggs,2013,6400000
Terrell Suggs,2014,12000000
Terrell Suggs,2015,4000000
Terrell Suggs,2016,4500000
Terrell Suggs,2017,4000000
Terrell Suggs,2018,4000000
Terrell Suggs,2019,352941
Terrence Cody,2010,1440000
Terrence Cody,2011,450000
Terrence Cody,2012,540000
Terrence Cody,2013,630000
Terrence Cody,2014,554235
Tommy Streeter,2012,367052
Tommy Streeter,2013,12000
Tommy Streeter,2014,123529
Torrey Smith,2011,1339896
Torrey Smith,2012,529056
Torrey Smith,2013,683112
Torrey Smith,2014,837168
Torrey Smith,2015,10000000
Torrey Smith,2016,5875000
Torrey Smith,2017,5000000
Torrey Smith,2018,5000000
Tyrod Taylor,2011,480308
Tyrod Taylor,2012,465000
Tyrod Taylor,2013,555000
Tyrod Taylor,2014,645000
Tyrod Taylor,2015,2150000
Tyrod Taylor,2016,9500000
Tyrod Taylor,2017,14500000
Tyrod Taylor,2018,16000000
Tyrod Taylor,2019,6000000
Tyrod Taylor,2020,5000000
Tyrod Taylor,2021,5000000
Tyrod Taylor,2022,5500000
Tyrod Taylor,2023,5500000
Tyrod Taylor,2024,0
Vonta Leach,2013,2000000
Adam Carriker,2007,3745000
Adam Carriker,2008,5890000
Adam Carriker,2009,720000
Adam Carriker,2010,1070000
Adam Carriker,2011,1420000
Adam Carriker,2012,3781250
Adam Carriker,2013,2050000
Adam Gettis,2012,591972
Adam Gettis,2013,480000
Adam Gettis,2014,67059
Adam Gettis,2015,172059
Adam Gettis,2016,30000
Adam Gettis,2017,91176
Aldrick Robinson,2011,22059
Aldrick Robinson,2012,390000
Aldrick Robinson,2013,480000
Aldrick Robinson,2014,30000
Aldrick Robinson,2016,675000
Aldrick Robinson,2017,1950000
Aldrick Robinson,2018,697059
Alfred Morris,2012,513100
Alfred Morris,2013,480000
Alfred Morris,2014,570000
Alfred Morris,2015,1542000
Alfred Morris,2016,1800000
Alfred Morris,2017,1700000
Alfred Morris,2018,790000
Alfred Morris,2020,494118
Brandon Meriweather,2012,3500000
Brandon Meriweather,2013,1179412
Brandon Meriweather,2014,899412
Brandon Meriweather,2015,102353
Brian Orakpo,2009,4388000
Brian Orakpo,2010,7712000
Brian Orakpo,2011,662000
Brian Orakpo,2012,1339000
Brian Orakpo,2013,3694000
Brian Orakpo,2014,11455000
Brian Orakpo,2015,8500000
Brian Orakpo,2016,7000000
Brian Orakpo,2017,8200000
Brian Orakpo,2018,7656250
Chase Minnifield,2013,119118
Chigbo Anunoby,2014,107100
Chris Chester,2006,1335000
Chris Chester,2007,360000
Chris Chester,2008,695000
Chris Chester,2009,535000
Chris Chester,2010,1176000
Chris Chester,2011,6000000
Chris Chester,2012,3000000
Chris Chester,2013,3500000
Chris Chester,2014,3500000
Chris Chester,2015,2800000
Chris Chester,2016,2350000
Chris Neild,2011,420900
Chris Neild,2012,288000
Chris Neild,2013,555000
Chris Neild,2014,645000
Austin Spitler,2013,481765
DeJon Gomes,2011,566300
DeJon Gomes,2012,465000
DeJon Gomes,2013,555000
Dezmon Briscoe,2010,320000
Dezmon Briscoe,2011,450000
Dezmon Briscoe,2012,540000
Dezmon Briscoe,2013,630000
Dominique Hamilton,2014,49412
Doug Worthington,2012,390000
Doug Worthington,2013,303000
Doug Worthington,2014,12600
Doug Worthington,2015,90000
Eric Kettani,2014,0
Evan Royster,2011,132353
Evan Royster,2012,465000
Evan Royster,2013,555000
Chris Ivory,2010,325000
Chris Ivory,2011,377118
Chris Ivory,2012,619200
Chris Ivory,2013,3000000
Chris Ivory,2014,1000000
Chris Ivory,2015,2000000
Chris Ivory,2016,7500000
Chris Ivory,2017,5000000
Chris Ivory,2018,3156250
Jarvis Jenkins,2011,2353312
Jarvis Jenkins,2012,592395
Jarvis Jenkins,2013,642780
Jarvis Jenkins,2014,1027184
Jarvis Jenkins,2015,825000
Jarvis Jenkins,2016,312941
Jarvis Jenkins,2017,825000
Jordan Bernstine,2012,341702
Josh LeRibeus,2012,1046324
Josh LeRibeus,2013,510000
Josh LeRibeus,2014,600000
Josh LeRibeus,2015,700000
Josh LeRibeus,2017,775000
Josh LeRibeus,2018,594706
Josh Morgan,2008,401000
Josh Morgan,2009,385000
Josh Morgan,2010,470000
Josh Morgan,2011,600000
Josh Morgan,2012,7500000
Josh Morgan,2013,4000000
Josh Morgan,2014,730000
Josh Wilson,2011,6000000
Josh Wilson,2012,3500000
Josh Wilson,2013,2000000
Josh Wilson,2014,920000
Josh Wilson,2015,950000
Kai Forbath,2012,390000
Kai Forbath,2013,480000
Kai Forbath,2014,570000
Kai Forbath,2015,427059
Kai Forbath,2016,312941
Kai Forbath,2017,775000
Kai Forbath,2018,139412
Kai Forbath,2019,164118
Kedric Golston,2012,765000
Kedric Golston,2013,1200000
Kedric Golston,2014,1000000
Kedric Golston,2015,1093750
Kedric Golston,2016,410882
Keenan Robinson,2012,810108
Keenan Robinson,2013,303000
Keenan Robinson,2014,570000
Keenan Robinson,2015,660000
Keenan Robinson,2016,3200000
Keenan Robinson,2017,2925000
Kirk Cousins,2012,862688
Kirk Cousins,2013,480000
Kirk Cousins,2014,570000
Kirk Cousins,2015,660000
Kirk Cousins,2016,19953000
Kirk Cousins,2017,23943600
Kirk Cousins,2018,26000000
Kirk Cousins,2019,28000000
Kirk Cousins,2020,40000000
Kirk Cousins,2021,21000000
Kirk Cousins,2022,40000000
Kirk Cousins,2023,30000000
Kirk Cousins,2024,0
Kirk Cousins,2025,0
Steve McLendon,2009,26000
Steve McLendon,2010,188235
Steve McLendon,2011,450000
Steve McLendon,2012,540000
Steve McLendon,2013,2575000
Steve McLendon,2014,2425000
Steve McLendon,2015,2250000
Steve McLendon,2016,4000000
Steve McLendon,2017,3375000
Steve McLendon,2018,3375000
Steve McLendon,2019,2750000
Steve McLendon,2020,1121324
Steve McLendon,2021,1212500
Tyler Polumbus,2012,700000
Tyler Polumbus,2013,1000000
Tyler Polumbus,2014,1600000
Tyler Polumbus,2015,716471
Leonard Hankerson,2011,981376
Leonard Hankerson,2012,490000
Leonard Hankerson,2013,580000
Leonard Hankerson,2014,670000
Leonard Hankerson,2015,43824
London Fletcher,1998,158000
London Fletcher,1999,265000
London Fletcher,2000,398000
London Fletcher,2001,1115000
London Fletcher,2002,4525000
London Fletcher,2003,1600000
London Fletcher,2004,2600000
London Fletcher,2005,3100000
London Fletcher,2006,4100000
London Fletcher,2007,11410000
London Fletcher,2008,1340000
London Fletcher,2009,2250000
London Fletcher,2010,5000000
London Fletcher,2011,5000000
London Fletcher,2012,5250000
London Fletcher,2013,5500000
Maurice Hurt,2011,242647
Maurice Hurt,2012,465000
Maurice Hurt,2013,555000
Niles Paul,2011,556652
Niles Paul,2012,465000
Niles Paul,2013,555000
Niles Paul,2014,645000
Niles Paul,2015,2250000
Niles Paul,2016,1500000
Niles Paul,2017,2000000
Perry Riley,2010,850000
Perry Riley,2011,450000
Perry Riley,2012,540000
Perry Riley,2013,1323000
Perry Riley,2014,5000000
Perry Riley,2015,3000000
Perry Riley,2016,1000000
Pierre Garcon,2008,366600
Pierre Garcon,2009,385000
Pierre Garcon,2010,470000
Pierre Garcon,2011,1200000
Pierre Garcon,2012,13406250
Pierre Garcon,2013,6000000
Pierre Garcon,2014,7500000
Pierre Garcon,2015,7500000
Pierre Garcon,2016,8000000
Pierre Garcon,2017,15900000
Pierre Garcon,2018,6850000
Reed Doughty,2011,1375000
Reed Doughty,2012,1375000
Reed Doughty,2013,1375000
Richard Crawford,2012,453732
Richard Crawford,2013,303000
Richard Crawford,2014,31500
Richard Crawford,2015,6600
Ricky Elmore,2012,39900
Brad Meester,2009,3000000
Brad Meester,2010,1500000
Brad Meester,2011,2000000
Brad Meester,2012,3000000
Brad Meester,2013,1500000
Robert Griffin III,2012,14189344
Robert Griffin III,2013,1349959
Robert Griffin III,2014,2309918
Robert Griffin III,2015,3269877
Robert Griffin III,2016,7500000
Robert Griffin III,2018,1100000
Robert Griffin III,2019,2000000
Robert Griffin III,2020,2000000
Roy Helu,2011,845252
Roy Helu,2012,465000
Roy Helu,2013,555000
Roy Helu,2014,1431000
Roy Helu,2015,2100000
Ryan Kerrigan,2011,5217032
Ryan Kerrigan,2012,771377
Ryan Kerrigan,2013,1167754
Ryan Kerrigan,2014,1564131
Ryan Kerrigan,2015,19038000
Ryan Kerrigan,2016,5250000
Ryan Kerrigan,2017,8500000
Ryan Kerrigan,2018,9250000
Ryan Kerrigan,2019,10703125
Ryan Kerrigan,2020,11750000
Ryan Kerrigan,2021,2500000
Santana Moss,2001,3982854
Santana Moss,2002,1854666
Santana Moss,2003,614000
Santana Moss,2004,455000
Santana Moss,2005,3540000
Santana Moss,2006,8910000
Santana Moss,2007,2850000
Santana Moss,2008,3250000
Santana Moss,2009,7031500
Santana Moss,2010,968500
Santana Moss,2011,7437500
Santana Moss,2012,3000000
Santana Moss,2013,3000000
Santana Moss,2014,1020000
Stephen Bowen,2006,129412
Stephen Bowen,2007,360000
Stephen Bowen,2008,445000
Stephen Bowen,2009,1545000
Stephen Bowen,2010,1759000
Stephen Bowen,2011,10500000
Stephen Bowen,2012,3000000
Stephen Bowen,2013,4000000
Stephen Bowen,2014,2075000
Stephen Bowen,2015,950000
Tom Compton,2012,91765
Tom Compton,2013,480000
Tom Compton,2014,570000
Tom Compton,2015,660000
Tom Compton,2016,785000
Tom Compton,2017,1850000
Tom Compton,2018,900000
Tom Compton,2019,1600000
Tom Compton,2020,1250000
Tom Compton,2021,1075000
Tom Compton,2022,2250000
Trent Williams,2010,5398000
Trent Williams,2011,13504471
Trent Williams,2012,12000000
Trent Williams,2013,6000000
Trent Williams,2014,9000000
Trent Williams,2015,15468750
Trent Williams,2016,15234559
Trent Williams,2017,11256250
Trent Williams,2018,10053125
Trent Williams,2019,638235
Trent Williams,2020,12718750
Trent Williams,2021,32267647
Trent Williams,2022,8100000
Trent Williams,2023,20250000
Trent Williams,2024,20900000
Trent Williams,2025,23350000
Trent Williams,2026,33060000
Kory Lichtensteiger,2008,780250
Kory Lichtensteiger,2010,470000
Kory Lichtensteiger,2011,600000
Kory Lichtensteiger,2012,1260000
Kory Lichtensteiger,2013,4000000
Kory Lichtensteiger,2014,2750000
Kory Lichtensteiger,2015,3578125
Kory Lichtensteiger,2016,2250000
Vic So'oto,2011,375000
Will Montgomery,2006,308500
Will Montgomery,2007,327647
Will Montgomery,2008,78529
Will Montgomery,2009,535000
Will Montgomery,2010,790625
Will Montgomery,2011,1245000
Will Montgomery,2012,3500000
Will Montgomery,2013,2150000
Will Montgomery,2014,1475000
Will Montgomery,2015,950000
Adrian Davis,2012,32941
Adrian Davis,2013,288000
Adrian Davis,2014,303000
Akiem Hicks,2012,932900
Akiem Hicks,2013,492500
Akiem Hicks,2014,582500
Akiem Hicks,2015,1259588
Akiem Hicks,2016,5000000
Akiem Hicks,2017,15500000
Akiem Hicks,2018,8100000
Akiem Hicks,2019,8600000
Akiem Hicks,2020,10300000
Akiem Hicks,2021,10500000
Akiem Hicks,2022,8000000
Akiem Hicks,2023,0
Akiem Hicks,2024,0
Akiem Hicks,2025,0
Akiem Hicks,2026,0
Andrew Tiller,2012,385000
Andrew Tiller,2013,36000
Andrew Tiller,2014,74118
Andrew Tiller,2015,390000
Andrew Tiller,2016,600000
Andy Tanner,2014,303000
Austin Johnson,2014,364941
Austin Johnson,2015,120000
Austin Johnson,2016,35294
Austin Johnson,2017,14400
Ben Grubbs,2007,2765000
Ben Grubbs,2008,3090000
Ben Grubbs,2009,570000
Ben Grubbs,2010,680000
Ben Grubbs,2011,2995000
Ben Grubbs,2012,10700000
Ben Grubbs,2013,5300000
Ben Grubbs,2014,6100000
Ben Grubbs,2015,6600000
Sam Montgomery,2014,107100
Brian De La Puente,2008,46800
Brian De La Puente,2009,36400
Brian De La Puente,2010,67600
Brian De La Puente,2011,405000
Brian De La Puente,2012,540000
Brian De La Puente,2013,2023000
Brian De La Puente,2014,795001
Brian De La Puente,2015,350588
Brodrick Bunkley,2006,1316000
Brodrick Bunkley,2007,6785000
Brodrick Bunkley,2008,2723000
Brodrick Bunkley,2009,535000
Brodrick Bunkley,2010,625000
Brodrick Bunkley,2011,685000
Brodrick Bunkley,2012,5200000
Brodrick Bunkley,2013,3800000
Brodrick Bunkley,2014,1650000
Bryce Harris,2012,390000
Bryce Harris,2013,480000
Bryce Harris,2014,570000
Bryce Harris,2015,660000
Bryce Harris,2017,0
Cameron Jordan,2011,4497836
Cameron Jordan,2012,726427
Cameron Jordan,2013,1077855
Cameron Jordan,2014,1429282
Cameron Jordan,2015,16969000
Cameron Jordan,2016,9600000
Cameron Jordan,2017,7100000
Cameron Jordan,2018,9550000
Cameron Jordan,2019,17000000
Cameron Jordan,2020,11850000
Cameron Jordan,2021,14400000
Cameron Jordan,2022,14700000
Cameron Jordan,2023,15000000
Cameron Jordan,2024,0
Cameron Jordan,2025,0
Cameron Jordan,2026,0
Charles Brown,2010,1320000
Charles Brown,2011,450000
Charles Brown,2012,540000
Charles Brown,2013,630000
Charles Brown,2015,701176
Ben Watson,2004,3200000
Ben Watson,2005,1660000
Ben Watson,2006,460000
Ben Watson,2007,560000
Ben Watson,2008,785000
Ben Watson,2009,910000
Ben Watson,2010,6500000
Ben Watson,2011,2520000
Ben Watson,2012,2980000
Ben Watson,2013,2150000
Ben Watson,2014,1300000
Ben Watson,2015,1500000
Ben Watson,2016,4000000
Ben Watson,2017,1250000
Ben Watson,2018,2000000
Ben Watson,2019,800000
Chris Givens,2012,392500
Chris Givens,2013,303000
Corey White,2012,566500
Corey White,2013,480000
Corey White,2014,570000
Corey White,2015,194118
Corey White,2016,840000
Curtis Lofton,2008,2970000
Curtis Lofton,2009,445000
Curtis Lofton,2010,508000
Curtis Lofton,2011,602000
Curtis Lofton,2012,5700000
Curtis Lofton,2013,6100000
Curtis Lofton,2014,3200000
Curtis Lofton,2015,6500000
Darren Sproles,2005,622000
Darren Sproles,2006,195000
Darren Sproles,2007,385000
Darren Sproles,2008,1100000
Darren Sproles,2009,6621000
Darren Sproles,2010,7283100
Darren Sproles,2011,4000000
Darren Sproles,2012,3500000
Darren Sproles,2013,3000000
Darren Sproles,2014,4100000
Darren Sproles,2015,3100000
Darren Sproles,2016,4000000
Darren Sproles,2017,4000000
Darren Sproles,2018,1415000
Darren Sproles,2019,1330000
David Hawthorne,2008,298000
David Hawthorne,2009,385000
David Hawthorne,2010,1080000
David Hawthorne,2011,950000
David Hawthorne,2012,4500000
David Hawthorne,2013,4000000
David Hawthorne,2014,2000000
David Hawthorne,2015,3250000
Drew Brees,2001,2165000
Drew Brees,2002,400000
Drew Brees,2003,1980000
Drew Brees,2004,2060000
Drew Brees,2005,8078000
Drew Brees,2006,10000000
Drew Brees,2007,15000000
Drew Brees,2008,5000000
Drew Brees,2009,10001000
Drew Brees,2010,9999000
Drew Brees,2011,10000000
Drew Brees,2012,40000000
Drew Brees,2013,10000000
Drew Brees,2014,11000000
Drew Brees,2015,19000000
Drew Brees,2016,31250000
Drew Brees,2017,13000000
Drew Brees,2018,27000000
Drew Brees,2019,23000000
Drew Brees,2020,25000000
Garrett Hartley,2014,128824
Garrett Gilkey,2013,456392
Garrett Gilkey,2014,495000
Garrett Gilkey,2015,585000
Isa Abdul-Quddus,2011,380000
Isa Abdul-Quddus,2012,465000
Isa Abdul-Quddus,2013,0
Isa Abdul-Quddus,2014,695000
Isa Abdul-Quddus,2015,1500000
Isa Abdul-Quddus,2016,4250000
Jabari Greer,2004,235000
Jabari Greer,2005,305000
Jabari Greer,2006,425000
Jabari Greer,2007,955000
Jabari Greer,2008,960000
Jabari Greer,2009,8200000
Jabari Greer,2010,3700000
Jabari Greer,2011,4600000
Jabari Greer,2012,7850000
Jabari Greer,2013,4100000
Jahri Evans,2006,621300
Jahri Evans,2007,360000
Jahri Evans,2008,445000
Jahri Evans,2009,2792000
Jahri Evans,2010,19200000
Jahri Evans,2011,3200000
Jahri Evans,2012,3200000
Jahri Evans,2013,7400000
Jahri Evans,2014,7500000
Jahri Evans,2015,7100000
Jahri Evans,2016,1500000
Jahri Evans,2017,2250000
Jed Collins,2011,375000
Jed Collins,2012,465000
Jed Collins,2013,555000
Jed Collins,2014,710000
Greg Warren,2013,905000
Greg Warren,2014,920000
Greg Warren,2015,1050000
Greg Warren,2016,1065000
Jimmy Graham,2010,985140
Jimmy Graham,2011,450000
Jimmy Graham,2012,540000
Jimmy Graham,2013,1323000
Jimmy Graham,2014,13000000
Jimmy Graham,2015,8000000
Jimmy Graham,2016,9000000
Jimmy Graham,2017,10000000
Jimmy Graham,2018,13000000
Jimmy Graham,2019,9000000
Jimmy Graham,2020,9000000
Jimmy Graham,2021,7000000
Joe Morgan,2011,379000
Joe Morgan,2012,465000
Joe Morgan,2013,555000
Will Smith,2004,3050000
Will Smith,2005,3655000
Will Smith,2006,500000
Will Smith,2007,695000
Will Smith,2008,12700000
Will Smith,2009,6670000
Will Smith,2010,7630000
Will Smith,2011,5444118
Will Smith,2012,8150000
Will Smith,2013,3250000
Jon Dorenbos,2003,228000
Jon Dorenbos,2004,285442
Jon Dorenbos,2005,223529
Jon Dorenbos,2006,147059
Jon Dorenbos,2007,1245000
Jon Dorenbos,2008,705000
Jon Dorenbos,2009,750000
Jon Dorenbos,2010,795000
Jon Dorenbos,2011,810000
Jon Dorenbos,2012,825000
Jon Dorenbos,2013,1340000
Jon Dorenbos,2014,955000
Jon Dorenbos,2015,970000
Jon Dorenbos,2016,1335000
Lance Moore,2005,14100
Lance Moore,2006,105600
Lance Moore,2007,435000
Lance Moore,2008,520000
Lance Moore,2009,1545000
Lance Moore,2010,1759000
Lance Moore,2011,5000000
Lance Moore,2012,3700000
Lance Moore,2013,3300000
Lance Moore,2014,1500000
Lance Moore,2015,1050000
Malcolm Jenkins,2009,1770000
Malcolm Jenkins,2010,9462000
Malcolm Jenkins,2011,1062000
Malcolm Jenkins,2012,1192000
Malcolm Jenkins,2013,2514000
Malcolm Jenkins,2014,6000000
Malcolm Jenkins,2015,4000000
Malcolm Jenkins,2016,10000000
Malcolm Jenkins,2017,6000000
Malcolm Jenkins,2018,8600000
Malcolm Jenkins,2019,8350000
Malcolm Jenkins,2020,10550000
Malcolm Jenkins,2021,6200000
Marcel Jones,2012,321600
Marcel Jones,2013,102000
Marcel Jones,2014,107100
Marcel Jones,2015,19800
Mark Ingram,2011,4269000
Mark Ingram,2012,712125
Mark Ingram,2013,1049250
Mark Ingram,2014,1386375
Mark Ingram,2015,4700000
Mark Ingram,2016,3100000
Mark Ingram,2017,3700000
Mark Ingram,2018,3558824
Mark Ingram,2019,6000000
Mark Ingram,2020,4000000
Mark Ingram,2021,656944
Mark Ingram,2022,2300000
Marques Colston,2006,299600
Marques Colston,2007,360000
Marques Colston,2008,6925000
Marques Colston,2009,2450000
Marques Colston,2010,3050000
Marques Colston,2011,3375000
Marques Colston,2012,11300000
Marques Colston,2013,4600000
Marques Colston,2014,5600000
Marques Colston,2015,3800000
Martez Wilson,2011,1031323
Martez Wilson,2012,465000
Martez Wilson,2013,163235
Nick Toon,2012,680612
Nick Toon,2013,480000
Nick Toon,2014,570000
Nick Toon,2015,34412
Patrick Robinson,2010,3000000
Patrick Robinson,2011,2780000
Patrick Robinson,2012,1882000
Patrick Robinson,2013,800000
Patrick Robinson,2014,1357500
Patrick Robinson,2015,2200000
Patrick Robinson,2016,5000000
Patrick Robinson,2017,775000
Patrick Robinson,2018,6000000
Patrick Robinson,2019,4100000
Patrick Robinson,2020,2100000
Pierre Thomas,2007,290000
Pierre Thomas,2008,370000
Pierre Thomas,2009,460000
Pierre Thomas,2010,1684000
