,Name,Year,Salary
14070,Rolando McClain,2014,700000
13398,Gerald Rivers,2014,18900
16383,Jeremy Towns,2014,75600
5002,Allen Reisner,2014,21000
13402,Daren Bates,2014,495000
16330,Senorise Perry,2014,420000
16373,Courtney Bridget,2014,303000
1391,Arthur Moats,2014,795000
15603,Kenny Ladler,2014,234529
16363,"Jerry Rice, Jr.",2014,303000
16364,George Winn,2014,321176
6818,Brandon Bair,2014,495000
5027,Blaine Gabbert,2014,2011587
16368,Jeremy Grable,2014,44100
8943,Brad Jones,2014,2925000
13422,Ray-Ray Armstrong,2014,349412
16369,Tony Hills,2014,472353
6816,Tanner Hawkinson,2014,495000
16372,Josh Harris,2014,148235
15115,Caraun Reid,2014,608880
5019,Austin Pasztor,2014,570000
5016,Austen Lane,2014,42941
8950,Aqib Talib,2014,11968750
7706,Brian Orakpo,2014,11455000
15105,Jeremiah George,2014,345882
13500,Alec Lemon,2014,18900
16329,Dom DeCicco,2014,570000
13453,Glenn Foster,2014,390882
13482,Caylin Hauptmann,2014,69300
15083,Aaron Lynch,2014,618000
5135,Oday Aboushi,2014,495000
6146,Tramon Williams,2014,7500000
13473,Benson Mayowa,2014,495000
6853,Denarius Moore,2014,1431000
16280,Al Louis-Jean,2014,296471
15152,A.J. McCarron,2014,505299
5131,Josh Boyce,2014,29118
16282,C.J. Goodwin,2014,107100
6849,David Ausberry,2014,645000
8843,Heath Miller,2014,6020000
6764,Stevan Ridley,2014,777750
5128,Jeremy Mincey,2014,1500000
8847,Hebron Fangupo,2014,50400
15160,Ryan Carrethers,2014,598532
16277,L.J. McCray,2014,426000
13485,Terence Garvin,2014,495000
6857,Jack Crawford,2014,570000
15072,Bene Benwikere,2014,619000
15595,Zach Orr,2014,423000
13491,A.J. Bouye,2014,495000
8813,David Gilreath,2014,318000
16270,Silas Redd,2014,428000
5151,Michael Johnson,2014,9000000
15077,Kevin Pamphile,2014,618500
13469,Alvin Bailey,2014,495000
8816,David Paulson,2014,88200
1627,Tyler Thigpen,2014,42941
8820,Drew Butler,2014,349412
7727,Chris Neild,2014,645000
5145,William Campbell,2014,75600
16272,Robert Thomas,2014,81900
7699,Brandon Meriweather,2014,899412
8826,Emmanuel Sanders,2014,6000000
8818,Derek Moye,2014,63000
1069,Andrew Whitworth,2014,5200000
1630,Zach Brown,2014,740754
15149,Aaron Murray,2014,602424
8874,Josh Victorian,2014,44100
8876,Thomas Gafford,2014,755000
6778,Tavon Wilson,2014,773444
13466,Kenneth Boatright,2014,92118
5088,D'Anthony Smith,2014,570000
16322,Orleans Darkwa,2014,172941
1385,Alex Carrington,2014,1500000
8872,Jonathan Dwyer,2014,795000
8881,Kelvin Beachum,2014,570000
14074,Nate Ness,2014,94500
13458,Luke Willson,2014,495000
5085,Chris Prosinski,2014,303529
6169,Brandon LaFell,2014,4300000
7721,Chris Chester,2014,3500000
15134,Corey Linsley,2014,605000
13455,Kevin Reddick,2014,87353
6835,Christo Bilukidi,2014,383333
16326,Caleb Holley,2014,107100
5091,Drew Nowak,2014,107100
16318,Chris McCain,2014,420000
15611,Carrington Byndom,2014,98824
5119,Jeremy Cain,2014,855000
16291,Michael Palardy,2014,6300
5117,Jason Babin,2014,1600000
16299,James Morris,2014,303000
8859,Ike Taylor,2014,2750000
16302,Malcolm Butler,2014,420000
1400,Chris Hairston,2014,645000
15146,Ed Reynolds,2014,107100
5105,Eugene Monroe,2014,12000000
8865,Jason Worilds,2014,9754000
15090,Avery Williamson,2014,614452
16317,A.J. Edds,2014,116471
8868,Jerricho Cotchery,2014,3500000
6842,Darren McFadden,2014,1750000
5097,Dwight Lowery,2014,760000
14063,Akeem Davis,2014,247059
13575,Chris Pantale,2014,145588
15521,Chandler Catanzaro,2014,421500
8632,Richard Sherman,2014,12431000
14145,Mike Evans,2014,9381092
5470,Konrad Reuland,2014,44100
13637,Sheldon Price,2014,49412
16097,Justin Anderson,2014,6300
5466,Kenrick Ellis,2014,685000
8502,Jaye Howard,2014,570000
15270,Jordan Zumwalt,2014,407852
13635,Jeris Pendleton,2014,318000
5461,Josh Bush,2014,67059
8507,Jeremy Lane,2014,570000
14894,Keith McGill,2014,865200
14034,Josh Lenz,2014,107100
5457,JoJo Dickson,2014,18900
13632,Chris Williams,2014,321176
16098,Thomas Gordon,2014,12600
8492,James Carpenter,2014,1417023
14158,Justin Gilbert,2014,8073456
7037,Tyvon Branch,2014,4000000
6626,Marcus Cannon,2014,3893843
7043,Willie Smith,2014,645000
15672,Ryan Hewitt,2014,430000
15272,Zach Fulton,2014,524220
16086,Xavier Grimble,2014,12600
8479,Heath Farwell,2014,1500000
5485,Gosder Cherilus,2014,1000000
8482,J.R. Sweezy,2014,570000
14885,Aaron Colvin,2014,804328
7790,Kedric Golston,2014,1000000
13644,Jumal Rolle,2014,321176
16091,Kerry Wynn,2014,427500
14032,Ahmad Bradshaw,2014,702529
5476,Kyle Wilson,2014,1290000
14892,Shaq Evans,2014,753900
5454,Joe McKnight,2014,437000
16099,Emmanuel Dieke,2014,12600
14898,Ka'Deem Carey,2014,863380
8513,Jermaine Kearse,2014,570000
7657,Tyrod Taylor,2014,645000
15668,Dan France,2014,107100
5440,Jacquies Smith,2014,395294
8532,Jon Ryan,2014,1400000
14925,Carl Bradford,2014,849300
1581,Ron Brooks,2014,570000
14132,Jake Matthews,2014,10688728
14929,Marqueston Huff,2014,845204
7007,Taiwan Jones,2014,1550000
16117,George Atkinson III,2014,123529
14121,Khalil Mack,2014,12323272
16121,Carlos Fields,2014,111915
8539,K.J. Wright,2014,6431000
16124,Danny Kistler,2014,107100
16125,Jake Murphy,2014,50400
16110,Brent Qvale,2014,107100
7649,Torrey Smith,2014,837168
7782,Kai Forbath,2014,570000
6643,Matt Slater,2014,3600000
13629,Adam Replogle,2014,81900
16100,Jordan Stanton,2014,25200
1471,Eric Wood,2014,4150000
14901,Martavis Bryant,2014,859220
7024,Tony Bergstrom,2014,570000
15260,Pat O'Donnell,2014,525308
15566,Jeremy Butler,2014,307000
13621,Will Compton,2014,420000
14906,Anthony Hitchens,2014,854864
5451,Jeremy Kerley,2014,4431000
16101,Kerry Hyder,2014,107100
8522,Jeron Johnson,2014,1500000
5446,Jaiquawn Jarrett,2014,570000
6080,Nick Perry,2014,1071750
14914,Logan Thomas,2014,852092
13615,Brandon Marshall,2014,495000
7046,Austin Davis,2014,570000
14881,Andre Williams,2014,873600
15677,Trey Hopkins,2014,318000
15294,Zach Moore,2014,522200
16068,Je'Ron Hamm,2014,100800
8438,DeShawn Shead,2014,570000
13689,Kenny Demens,2014,495000
6600,Taylor Boggs,2014,12600
6605,Kamar Aiken,2014,495000
15562,Jerome Smith,2014,24706
13685,Colton Schmidt,2014,420000
14851,Ross Cockrell,2014,887552
7075,Chris Givens,2014,570000
5514,Josh McCown,2014,4750000
7645,Tommy Streeter,2014,123529
15290,Demetri Goodson,2014,523152
8446,Doug Baldwin,2014,6200000
13674,Tress Way,2014,420000
7083,Chris Long,2014,13400000
7801,Kirk Cousins,2014,570000
449,Jared Cook,2014,6000000
15561,Jacques Smith,2014,162315
6586,Jeff Demps,2014,31500
15687,Nikita Whitlock,2014,12600
1117,Brandon Thompson,2014,575000
16059,Brian Dixon,2014,425000
7096,Cortland Finnegan,2014,5525000
6589,Jeff Tarpinian,2014,645000
6591,Jermaine Cunningham,2014,398000
13691,Robert Hughes,2014,495000
15299,Garrett Scott,2014,208772
16062,Kasim Edebali,2014,426000
14024,Peyton Hillis,2014,855000
6597,Jerod Mayo,2014,3687500
16067,Spencer Hadley,2014,49412
8435,Chris Clemons,2014,5475000
14834,Justin Ellis,2014,892688
14843,Cassius Marsh,2014,814546
15251,T.J. Jones,2014,409200
6066,Mike Neal,2014,5000000
13663,Brandon McManus,2014,98824
1414,LP Ladouceur,2014,885000
14870,DaQuan Jones,2014,875400
7058,Brandon Gibson,2014,2735000
16081,Pierre Warren,2014,148235
461,Cassius Vaughn,2014,730000
15563,James Stone,2014,424000
16082,Ty Zimmerman,2014,307500
6618,Logan Mankins,2014,6250000
6202,Captain Munnerlyn,2014,4000000
15279,Keith Wenning,2014,107100
1357,Reggie Bush,2014,3500000
5493,Mark Sanchez,2014,2250000
6622,Marcus Benard,2014,515294
8474,Greg Scruggs,2014,368824
16083,Kelcy Quarles,2014,31500
16079,Lawrence Virgil,2014,123529
14859,Mo Alexander,2014,884260
8465,Golden Tate,2014,9500000
7795,Keenan Robinson,2014,570000
13662,Tevita Stevens,2014,88200
1572,Nigel Bradham,2014,536471
16071,Nic Jacobs,2014,345882
7070,Chase Reynolds,2014,495000
15286,Walt Powell,2014,420000
15685,Colin Lockett,2014,6300
8455,Earl Thomas,2014,14225000
14864,Russell Bodine,2014,876456
13659,Daryl Smith,2014,6100000
16073,Seantavius Jones,2014,74118
7065,Brian Quick,2014,879690
6072,Morgan Burnett,2014,3193750
15282,Brandon Dixon,2014,420000
7062,Brandon Washington,2014,262059
16077,George Uko,2014,49412
5499,Matt Simms,2014,262059
14037,Seyi Ajirotutu,2014,795000
15256,Matt Hazel,2014,49412
6971,Rod Streater,2014,570000
16159,Ethan Hemer,2014,44100
16179,Greg Ducre,2014,49412
14981,Brock Vereen,2014,811500
7678,Adam Gettis,2014,67059
6189,Cam Newton,2014,3378477
16158,Quron Pratt,2014,107100
1586,Sam Young,2014,780000
8578,Marshawn Lynch,2014,6500000
5384,D'Brickashaw Ferguson,2014,7700000
15237,Robert Herron,2014,532000
15571,James Hurst,2014,429000
16182,Javontee Herndon,2014,107100
16160,Howard Jones,2014,107100
6953,Justin Forsett,2014,730000
15219,Alfred Blue,2014,537932
16185,Tenny Palepoi,2014,432500
14973,James White,2014,817088
16157,Henry Josey,2014,33529
5388,Demario Davis,2014,620000
15570,Jace Davis,2014,25200
14965,Dontae Johnson,2014,820544
8600,Michael Morgan,2014,645000
14958,Tre Boston,2014,825468
1362,Vontaze Burfict,2014,7600000
1111,Martellus Bennett,2014,4900000
7774,Josh Morgan,2014,730000
6685,Patrick Chung,2014,1450000
8585,Matt Flynn,2014,1000000
13578,Alex Kupper,2014,107100
14992,Nevin Lawson,2014,617349
16174,Torrence Allen,2014,107100
6962,Philip Wheeler,2014,5000000
15229,David Fales,2014,74118
16176,Chris Davis,2014,428000
5356,Darrelle Revis,2014,12000000
14983,Kevin Pierre-Louis,2014,805652
5363,Darrin Walls,2014,1000000
15584,Tramain Jacobs,2014,170118
13588,Daniel Adongo,2014,318000
5347,Danny Lansanah,2014,570000
8607,Mike Person,2014,645000
15235,Kendall James,2014,18900
16173,D.J. Adams,2014,88200
15224,Antone Exum,2014,535788
6669,Nate Solder,2014,1539612
13590,Xavier Nixon,2014,411706
6968,Richard Gordon,2014,151765
16172,Roy Philon,2014,50400
8592,Max Unger,2014,5000000
13580,Josh Martin,2014,495000
15586,Jamie Meder,2014,24706
5372,David Harris,2014,5000000
16164,Josh Mauro,2014,172941
6679,Jake Bequette,2014,107100
13592,Chance Casey,2014,58235
14039,Charley Hughlett,2014,24706
15657,Christian Jones,2014,427000
15215,Kenneth Acker,2014,423600
5339,Damon Harrison,2014,570000
6088,Randall Cobb,2014,812648
15239,Lache Seastrunk,2014,81900
5333,Marquess Wilson,2014,390882
16190,Jeremiah Sirles,2014,123529
7778,Josh Wilson,2014,920000
6695,Ras-I Dowling,2014,100588
6652,Mike Kafka,2014,56700
8557,Percy Harvin,2014,6470588
1259,James Casey,2014,3985000
15245,E.J. Gaines,2014,527672
16132,Josh Andrews,2014,107100
15205,Zach Mettenberger,2014,545116
6997,Stefen Wisniewski,2014,938919
14949,Khairi Fortt,2014,183882
14943,Walt Aikens,2014,835908
1378,Aaron Williams,2014,8850000
16195,Ricky Tjong-A-Tjoe,2014,305500
14936,De'Anthony Thomas,2014,840108
16126,Scott Simonson,2014,98824
14112,Sammy Watkins,2014,13238620
8550,Lemuel Jeanpierre,2014,227647
5422,Mike Mitchell,2014,6000000
13606,Marcus Cromartie,2014,74118
14933,Kevin Norwood,2014,840108
5328,Tim Barnes,2014,570000
15000,Brent Urban,2014,603584
6701,Rob Gronkowski,2014,3750000
13602,Julian Talley,2014,75600
8627,Red Bryant,2014,5500000
5403,Jordan Poyer,2014,495000
15240,Bennett Jackson,2014,107100
13598,Robert Steeples,2014,37800
16145,Trey Burton,2014,427500
16144,Kadron Boone,2014,63000
15208,Jon Halapio,2014,12600
14052,Marcus Ball,2014,426000
8620,Paul McQuistan,2014,1605000
6658,Nate Ebner,2014,570000
6655,Leon Washington,2014,920000
16141,Karim Barton,2014,107100
6989,Sebastian Janikowski,2014,2700000
15666,James Davidson,2014,98824
15665,Devekeyan Lattimore,2014,296471
8563,Malcolm Smith,2014,645000
14950,Pierre Desir,2014,827612
16189,Alvin Scioneaux,2014,306000
12296,Brian Winters,2015,618000
18852,Ross Travis,2015,46200
18815,Isaiah Battle,2015,179118
14162,Anthony Barr,2015,999254
18832,Antoine Everett,2015,121388
428,Colin Kaepernick,2015,11925000
18860,Derrick Mathews,2015,39600
18851,Dan Light,2015,33000
15599,Sammy Seamster,2015,25588
18818,Jason Myers,2015,435000
14313,Deone Bucannon,2015,770418
14225,Zack Martin,2015,827627
18761,Brandon Wegher,2015,437500
12395,Eric Kush,2015,240882
14320,Kelvin Benjamin,2015,768375
18863,Jamel Johnson,2015,26400
14171,Eric Ebron,2015,976779
18868,J.J. Worton,2015,26400
15522,Chandler Catanzaro,2015,510000
18825,Tyrell Williams,2015,179118
400,Bruce Miller,2015,1300000
18831,Johnny Lowdermilk,2015,33000
14159,Justin Gilbert,2015,1003341
12370,Zac Stacy,2015,585000
15585,Tramain Jacobs,2015,120000
14099,Greg Robinson,2015,1387459
14238,C.J. Mosley,2015,819455
14254,Ja'Wuan James,2015,803109
14105,Blake Bortles,2015,1358855
18864,Cornelius Edison,2015,33000
18833,Kevin Short,2015,46200
14197,Aaron Donald,2015,880750
12331,Zac Dysert,2015,13200
15546,Freddie Martino,2015,112200
18807,Josue Matias,2015,112200
14210,Kyle Fuller,2015,860318
18790,Quinton Spain,2015,441000
14189,Odell Beckham Jr.,2015,893009
15564,James Stone,2015,478765
12318,A.J. Klein,2015,585000
14291,Darqueze Dennard,2015,782677
18788,J.R. Tavai,2015,102353
18809,Derrick Lott,2015,100000
12304,William Gholston,2015,585000
14179,Taylor Lewan,2015,942046
14299,Jason Verrett,2015,778591
18786,Andrew Turzilli,2015,179118
14133,Jake Matthews,2015,1166795
14308,Marcus Smith,2015,774505
18797,Curtis Riley,2015,330000
18840,Ed Williams,2015,112200
12340,Logan Ryan,2015,585000
18841,Trovon Reed,2015,65188
14113,Sammy Watkins,2015,1326164
14078,Alejandro Villanueva,2015,435000
12381,Larry Warford,2015,675000
14122,Khalil Mack,2015,1268955
14281,Johnny Manziel,2015,794936
14076,Jordan Thompson,2015,318000
15544,Tay Glover-Wright,2015,76765
15567,Jeremy Butler,2015,281471
15530,Kelvin Palmer,2015,318000
15592,Deji Olatoye,2015,179118
434,Daniel Kilgore,2015,1512500
14251,Calvin Pryor,2015,809239
18804,Cody Riggs,2015,442000
18812,Yannik Cudjoe-Virgil,2015,126000
12377,Joshua Evans,2015,585000
15542,Corey Washington,2015,46200
12336,Jonathan Meeks,2015,450000
14263,Brandin Cooks,2015,801066
15596,Zach Orr,2015,510000
15552,Roosevelt Nix,2015,435000
14219,Ryan Shazier,2015,852146
18763,Brian Blechen,2015,33000
18810,Deon Long,2015,13200
12390,Chris Jones,2015,585000
12356,Micah Hyde,2015,585000
12403,T.J. Johnson,2015,510000
12328,Brandon McGee,2015,6600
15572,James Hurst,2015,510000
14086,Jadeveon Clowney,2015,1432409
18835,Jude Adjei-Barimah,2015,358235
18850,Michael Bennett,2015,19800
15587,Jamie Meder,2015,435000
12352,Carter Bykowski,2015,333000
18838,Kevin Monangai,2015,6600
423,Chris Culliver,2015,8000000
443,Darius Fleming,2015,206471
14146,Mike Evans,2015,1085068
18784,Tevin Westbrook,2015,25588
15528,Bruce Gaston,2015,360000
18844,Bronson Hill,2015,26400
18847,Kitt O'Brien,2015,6600
18773,Dean Marlowe,2015,450000
15551,Kimario McFadden,2015,25588
407,Cam Johnson,2015,25588
14274,Ha-Ha Clinton-Dix,2015,799023
15538,Anthony Steen,2015,39600
18765,Damiere Byrd,2015,99000
14283,Dee Ford,2015,790850
18839,Brad Bars,2015,51176
18813,Houston Bates,2015,230294
16385,Glenn Winston,2015,437117
14325,Dominique Easley,2015,751980
14937,De'Anthony Thomas,2015,518000
14934,Kevin Norwood,2015,510000
11958,Sam Martin,2015,585000
145,Demaryius Thomas,2015,22000000
15246,E.J. Gaines,2015,333000
15252,T.J. Jones,2015,510000
11968,Giovani Bernard,2015,882576
11952,Justin Hunter,2015,898104
14930,Marqueston Huff,2015,510000
14915,Logan Thomas,2015,215000
158,Drew Stanton,2015,3200000
11978,Manti Te'o,2015,875220
14907,Anthony Hitchens,2015,510000
15257,Matt Hazel,2015,435000
14902,Martavis Bryant,2015,390000
11986,Geno Smith,2015,861328
14926,Carl Bradford,2015,112200
15241,Bennett Jackson,2015,318000
14944,Walt Aikens,2015,510000
14951,Pierre Desir,2015,510000
11922,Stedman Bailey,2015,428743
119,Eric Decker,2015,5000000
11926,Will Davis,2015,522794
15225,Antone Exum,2015,468353
125,Derek Wolfe,2015,841190
14984,Kevin Pierre-Louis,2015,510000
11929,Brandon Williams,2015,585000
15230,David Fales,2015,180000
15236,Kendall James,2015,19800
14982,Brock Vereen,2015,46200
14974,James White,2015,510000
11938,Knile Davis,2015,610000
15238,Robert Herron,2015,79200
14966,Dontae Johnson,2015,510000
14959,Tre Boston,2015,510000
138,Paul Kruger,2015,7000000
11945,Johnathan Cyprien,2015,902192
14899,Ka'Deem Carey,2015,510000
14895,Keith McGill,2015,510000
14893,Shaq Evans,2015,92400
15261,Pat O'Donnell,2015,510000
15291,Demetri Goodson,2015,510000
14844,Cassius Marsh,2015,510000
12043,Johnathan Hankins,2015,771426
14835,Justin Ellis,2015,510000
15295,Zach Moore,2015,90000
14830,Bruce Ellington,2015,510000
12055,David Amerson,2015,622131
14828,Bryan Stork,2015,416294
15301,Laurent Duvernay-Tardif,2015,518000
202,Julius Thomas,2015,15100000
14826,Jalen Saunders,2015,59400
15309,Marion Grice,2015,13200
12061,Margus Hunt,2015,738736
14818,Devonta Freeman,2015,510000
15311,Tavon Rooks,2015,25000
14810,Bashaud Breeland,2015,480000
14803,Jaylen Watkins,2015,180000
12034,Le'Veon Bell,2015,687882
15220,Alfred Blue,2015,510000
189,Joe Mays,2015,511765
14852,Ross Cockrell,2015,510000
11996,Tank Carradine,2015,854789
15271,Jordan Zumwalt,2015,318000
14886,Aaron Colvin,2015,435000
12001,Menelik Watson,2015,840896
170,J.D. Walton,2015,394412
15273,Zach Fulton,2015,518000
12006,Kawann Short,2015,825940
14882,Andre Williams,2015,510000
14871,DaQuan Jones,2015,510000
178,Jacob Tamme,2015,1587500
15280,Keith Wenning,2015,76765
12014,Kevin Minter,2015,804118
12023,Kiko Alonso,2015,795946
15283,Brandon Dixon,2015,59400
14865,Russell Bodine,2015,510000
14860,Mo Alexander,2015,510000
12030,Gavin Escobar,2015,787772
15287,Walt Powell,2015,60000
14993,Nevin Lawson,2015,435000
15216,Kenneth Acker,2015,435000
11915,Kayvon Webster,2015,597000
11762,Travis Frederick,2015,1029548
15084,Aaron Lynch,2015,510000
15147,Ed Reynolds,2015,179118
11769,Matt Elam,2015,960171
15150,Aaron Murray,2015,518000
11776,Paul Fanaika,2015,2550000
15153,A.J. McCarron,2015,510000
15078,Kevin Pamphile,2015,510000
11779,Travis Kelce,2015,678000
42,Ryan Clady,2015,10000000
11792,Dwayne Gratz,2015,675000
15073,Bene Benwikere,2015,478765
15065,Ricardo Allen,2015,435000
15161,Ryan Carrethers,2015,510000
11796,Sio Moore,2015,643000
11800,Bennie Logan,2015,647500
15164,Jonathan Newsome,2015,510000
11754,Alec Ogletree,2015,1044092
11806,Leon McFadden,2015,26400
22,Von Miller,2015,9754000
15135,Corey Linsley,2015,510000
11685,Tyler Eifert,2015,1155546
15114,Shaquille Richardson,2015,46200
15111,Lamin Barrow,2015,510000
11693,Desmond Trufant,2015,1147372
15106,Jeremiah George,2015,333000
11702,Bjoern Werner,2015,1122854
11705,Xavier Rhodes,2015,1114682
15103,Cyril Richardson,2015,112200
15116,Caraun Reid,2015,510000
11715,Datone Jones,2015,1041420
17,Peyton Manning,2015,19000000
15098,Nat Berhe,2015,333000
11721,DeAndre Hopkins,2015,1098336
15124,Chris Smith,2015,510000
15131,Ed Stinson,2015,510000
15091,Avery Williamson,2015,510000
11733,Sylvester Williams,2015,1094250
11741,Cordarrelle Patterson,2015,1061458
14797,Brandon Thomas,2015,510000
15062,Devin Street,2015,510000
11811,Blidi Wreh-Wilson,2015,625335
15185,Wesley Johnson,2015,300000
15190,Devon Kennard,2015,510000
78,Brock Osweiler,2015,869547
11888,Spencer Ware,2015,360000
15018,Dakota Dozier,2015,510000
15015,Larry Webster,2015,112200
15199,John Urschel,2015,510000
15010,Tom Savage,2015,333000
86,Chris Harris Jr.,2015,1000000
15202,Jared Abbrederis,2015,358235
11896,Shawn Williams,2015,600000
15204,Jeoffrey Pagan,2015,510000
11905,Jordan Hill,2015,605000
15001,Brent Urban,2015,359294
11910,Corey Lemonier,2015,595000
15206,Zach Mettenberger,2015,510000
107,Danny Trevathan,2015,1542000
15027,Lorenzo Taliaferro,2015,385059
15058,David Yankey,2015,112200
11877,Dustin Hopkins,2015,480000
11870,J.J. Wilcox,2015,605000
15166,Vinnie Sunseri,2015,333000
11820,T.J. McDonald,2015,624426
15053,Telvin Smith,2015,510000
11826,Marquise Goodwin,2015,615000
62,Aaron Brewer,2015,1400000
15049,Kadeem Edwards,2015,52800
11836,Mike Glennon,2015,687188
15043,Ryan Grant,2015,510000
15170,Ronald Powell,2015,59400
15173,Keith Reaser,2015,435000
11845,John Jenkins,2015,605000
15040,Taylor Hart,2015,510000
11855,Keenan Allen,2015,600000
15031,Cameron Fleming,2015,360000
11867,Dallas Thomas,2015,610000
15178,Jordan Tripp,2015,390000
15182,Jimmy Staten,2015,92400
73,Andre Caldwell,2015,1350000
15520,Glenn Carson,2015,6600
214,Malik Jackson,2015,1542000
12070,Brian Schwenke,2015,585000
15455,Christian Bryant,2015,255882
15458,Corey Nelson,2015,510000
12204,Nate Palmer,2015,585000
14526,Jeremy Hill,2015,590618
12210,Jesse Williams,2015,85000
15463,Kaleb Ramsey,2015,85800
14522,Bishop Sankey,2015,594704
15450,James Wright,2015,333333
14509,Davante Adams,2015,598791
14505,Troy Niklas,2015,602877
14502,Ego Ferguson,2015,464149
12217,Josh Boyd,2015,585000
15467,Charles Leno Jr.,2015,510000
12220,Malliciah Goodman,2015,585000
14493,Jeremiah Attaochu,2015,611050
15478,Jonathan Dowling,2015,13200
12213,Jeff Locke,2015,585000
14531,Cody Latimer,2015,588575
15444,Seantrel Henderson,2015,510000
14537,Carlos Hyde,2015,587349
14581,Jarvis Landry,2015,577950
15416,Ben Gardner,2015,59400
334,Zane Beadles,2015,5000000
15418,Ulrick John,2015,230294
15423,Trevor Reilly,2015,510000
12181,Barrett Jones,2015,172059
14572,Jimmy Garoppolo,2015,578359
14559,Allen Robinson,2015,579585
15426,Terrence Fede,2015,510000
15430,Shelby Harris,2015,210000
12184,B.W. Webb,2015,309706
14554,Kony Ealy,2015,581220
15440,Jeff Janis,2015,510000
14550,Jack Mewhort,2015,582445
14545,Stanley Jean-Baptiste,2015,19800
12190,Landry Jones,2015,585000
12195,Earl Watford,2015,585000
12223,John Simon,2015,585000
14490,Jace Amaro,2015,615136
14484,Timmy Jernigan,2015,619223
350,Ahmad Brooks,2015,4706250
15513,Kevin Greene,2015,52800
14409,Ra'Shede Hageman,2015,662538
12267,Montori Hughes,2015,275294
382,Andy Lee,2015,2050000
14397,Derek Carr,2015,664173
12270,Andre Ellington,2015,585000
15515,Craig Watts,2015,6600
14384,Joel Bitonio,2015,668259
14372,Demarcus Lawrence,2015,670302
12275,Mike Catapano,2015,168353
14364,Xavier Su'a-Filo,2015,672435
12279,Terron Armstead,2015,615000
14355,Teddy Bridgewater,2015,731341
12293,Steve Williams,2015,510000
14342,Bradley Roby,2015,736024
14330,Jimmie Ward,2015,743297
395,Anthony Dixon,2015,1000000
14413,Austin Seferian-Jenkins,2015,658861
14590,Justin Britt,2015,577133
15504,Fitzgerald Toussaint,2015,180000
14418,Marqise Lee,2015,655183
15482,Demetrius Rhaney,2015,435000
14477,Trent Murphy,2015,623309
357,Aldon Smith,2015,2485294
14469,Stephon Tuitt,2015,629520
14463,Paul Richardson,2015,634220
14459,Cyrus Kouandjio,2015,638583
12232,Kyle Juszczyk,2015,585000
15488,Terrance Mitchell,2015,90000
15497,Tyler Starr,2015,90000
14452,Weston Richburg,2015,641697
14443,Jordan Matthews,2015,644967
12246,Devin Taylor,2015,585000
14434,Lamarcus Joyner,2015,648644
15500,Lonnie Ballentine,2015,370768
367,Alex Boone,2015,3400000
12250,Levine Toilolo,2015,585000
14425,Kyle Van Noy,2015,651914
12261,Denard Robinson,2015,585000
15414,Rob Blanchflower,2015,435000
12176,Ryan Nassib,2015,585000
14599,C.J. Fiedorowicz,2015,555000
14727,Chris Watt,2015,527500
12091,Aaron Dobson,2015,716670
14723,Will Clarke,2015,520000
12094,Robert Alford,2015,714218
14716,Phillip Gaines,2015,364235
14713,Josh Huff,2015,525000
264,Orlando Franklin,2015,11000000
15342,IK Enemkpali,2015,379588
12103,Lavar Edwards,2015,172059
15345,Jay Prosch,2015,510000
14710,Khyri Thornton,2015,281471
15349,Marquis Flowers,2015,333000
15354,Garrett Gilbert,2015,112200
12108,Ty Powell,2015,585000
14703,Kareem Martin,2015,528000
14700,Louis Nix,2015,52800
15361,Daniel McCullers,2015,510000
259,Omar Bolden,2015,660000
18759,Arthur Miley,2015,333000
15336,Quincy Enunwa,2015,332647
12088,Montee Ball,2015,19800
223,Eric Herman,2015,19800
15314,Tyler Gaffney,2015,318000
15319,Luke Bowanko,2015,510000
227,Matt Prater,2015,2000000
14784,Richard Rodgers,2015,522500
14773,Jerick McKinnon,2015,520000
12076,Arthur Brown,2015,728112
15325,Matt Paradis,2015,435000
15333,Eric Pinkins,2015,179118
14764,Michael Schofield,2015,522000
246,Mike Adams,2015,2743750
14760,Terrance West,2015,210000
14752,Brandon Linder,2015,522000
14743,Trai Turner,2015,523000
12079,D.J. Swearinger,2015,137647
255,Nate Irving,2015,1750000
14735,John Brown,2015,522000
14729,Donte Moncrief,2015,525000
14793,Crockett Gillmore,2015,510000
12111,Matt Barkley,2015,592500
14687,Gabe Jackson,2015,525000
14647,Scott Crichton,2015,541426
15398,Brandon Watts,2015,300000
300,Steven Johnson,2015,685000
15401,Beau Allen,2015,510000
12154,Jamie Collins,2015,746910
14637,Christian Kirksey,2015,542000
14631,Marcus Martin,2015,545000
12164,Tharold Simon,2015,585000
15408,Jabari Price,2015,345882
310,Virgil Green,2015,3200000
15410,Mitchell Van Dyk,2015,318000
14627,Charles Sims,2015,555000
12167,Star Lotulelei,2015,1278136
14623,Dezmen Southward,2015,52800
14614,Billy Turner,2015,548750
323,Wesley Woodyard,2015,2750000
14603,Morgan Moses,2015,555000
12150,Duke Williams,2015,585000
14697,Will Sutton,2015,525000
294,Sealver Siliga,2015,660000
15393,Randell Johnson,2015,510000
14684,Dexter McDougle,2015,525000
15368,Andre Hal,2015,510000
12121,Nico Johnson,2015,34412
15373,Michael Campanaro,2015,374647
277,Rahim Moore,2015,4718750
12124,Steven Means,2015,120000
14676,Terrence Brooks,2015,525000
14670,Spencer Long,2015,520000
15377,T.J. Carrie,2015,510000
14664,Travis Swanson,2015,545000
12136,Alex Okafor,2015,585000
