playerName,playerId,year,team,salary,signingBonus,rosterBonus,workoutBonus,restructureBonus,optionBonus,incentive,totalCash
Trumaine Johnson,9875,2017,rams2,"$16,742,400",-,-,-,-,-,-,"$16,742,400"
Kaelin Clay,16910,2015,bucs,-,"$130,477",-,-,-,-,-,"$130,477"
Kaelin Clay,16910,2015,bucs,"$6,600",-,-,-,-,-,-,"$6,600"
Kaelin Clay,16910,2015,lions,"$52,800",-,-,-,-,-,-,"$52,800"
Kaelin Clay,16910,2015,ravens,"$179,117",-,-,-,-,-,-,"$179,117"
Kaelin Clay,16910,2016,ravens,"$308,820",-,-,-,-,-,-,"$308,820"
Kaelin Clay,16910,2017,buffalo,"$540,000",-,-,-,-,-,-,"$540,000"
Matt Skura,19300,2016,ravens,-,"$7,500",-,-,-,-,-,"$7,500"
Matt Skura,19300,2016,ravens,"$117,300",-,-,-,-,-,-,"$117,300"
Matt Skura,19300,2017,ravens,"$410,295",-,-,-,-,-,-,"$410,295"
Matt Skura,19300,2017,ravens,"$14,400",-,-,-,-,-,-,"$14,400"
Matt Skura,19300,2018,ravens,"$555,000",-,-,-,-,-,-,"$555,000"
Nick Bellore,8720,2011,jets,"$375,000","$7,000",-,-,-,-,-,"$382,000"
Nick Bellore,8720,2012,jets,"$465,000",-,-,-,-,-,-,"$465,000"
Nick Bellore,8720,2013,jets,"$555,000",-,-,-,-,-,-,"$555,000"
Nick Bellore,8720,2014,jets,"$1,431,000",-,-,-,-,-,-,"$1,431,000"
Nick Bellore,8720,2015,49erslogo,"$750,000","$30,000","$20,000","$80,000",-,-,"$348,362","$1,228,362"
Nick Bellore,8720,2016,49erslogo,"$760,000",-,-,"$50,000",-,-,"$305,000","$1,115,000"
Nick Bellore,8720,2017,lions,-,"$80,000",-,-,-,-,-,"$80,000"
Nick Bellore,8720,2017,lions,"$729,412",-,-,-,-,-,-,"$729,411"
Keith Smith,14852,2014,dallas,"$420,000",-,-,-,-,-,-,"$420,000"
Keith Smith,14852,2014,dallas,"$204,442","$2,000",-,-,-,-,-,"$206,442"
Keith Smith,14852,2015,dallas,"$46,200",-,-,-,-,-,-,"$46,200"
Keith Smith,14852,2015,dallas,"$120,000",-,-,-,-,-,-,"$120,000"
Keith Smith,14852,2015,dallas,"$33,000",-,-,-,-,-,-,"$33,000"
Keith Smith,14852,2016,dallas,"$600,000",-,-,-,-,-,-,"$600,000"
Keith Smith,14852,2017,dallas,"$690,000",-,-,-,-,-,-,"$690,000"
Josh Hawkins,19659,2016,packers,"$450,000","$5,000",-,-,-,-,-,"$455,000"
Josh Hawkins,19659,2017,packers,"$540,000",-,-,-,-,-,-,"$540,000"
Josh Hawkins,19659,2018,packers,"$630,000",-,-,-,-,-,-,"$630,000"
Austin Carr,22292,2017,neworleans,"$465,000",-,-,-,-,-,-,"$465,000"
Austin Carr,22292,2017,patriots,-,"$7,500",-,-,-,-,-,"$7,500"
Austin Carr,22292,2018,neworleans,"$555,000",-,-,-,-,-,-,"$555,000"
Austin Carr,22292,2019,neworleans,"$645,000",-,-,-,-,-,-,"$645,000"
Taquan Mizzell,22476,2017,bears,"$465,000",-,-,-,-,-,-,"$465,000"
Taquan Mizzell,22476,2018,bears,"$555,000",-,-,-,-,-,-,"$555,000"
Taquan Mizzell,22476,2019,bears,"$645,000",-,-,-,-,-,-,"$645,000"
Quintin Demps,3693,2008,eagles1,"$295,000","$455,000",-,-,-,-,-,"$750,000"
Quintin Demps,3693,2009,eagles1,"$385,000",-,-,-,-,-,-,"$385,000"
Quintin Demps,3693,2010,eagles1,"$470,000",-,-,-,-,-,-,"$470,000"
Quintin Demps,3693,2011,texans,"$555,000",-,-,-,-,-,-,"$555,000"
Quintin Demps,3693,2012,texans,"$700,000",-,-,-,-,-,-,"$700,000"
Quintin Demps,3693,2013,kansascity,"$715,000",-,-,-,-,-,-,"$715,000"
Quintin Demps,3693,2014,nygiants,"$730,000","$100,000","$120,000","$50,000",-,-,-,"$1,000,000"
Quintin Demps,3693,2015,texans,"$870,000",-,-,-,-,-,"$203,302","$1,073,302"
Quintin Demps,3693,2016,texans,"$1,000,000",-,"$455,000",-,-,-,-,"$1,455,000"
Quintin Demps,3693,2017,bears,"$2,500,000","$1,000,000","$1,406,250",-,-,-,-,"$4,906,250"
Quintin Demps,3693,2018,bears,"$3,000,000",-,"$1,000,000",-,-,-,-,"$4,000,000"
Quintin Demps,3693,2019,bears,"$4,000,000",-,"$500,000",-,-,-,-,"$4,500,000"
Kyler Fackrell,19042,2016,packers,"$450,000","$694,048",-,-,-,-,-,"$1,144,048"
Kyler Fackrell,19042,2017,packers,"$560,000",-,-,"$15,000",-,-,-,"$575,000"
Kyler Fackrell,19042,2018,packers,"$648,000",-,-,"$15,000",-,-,-,"$663,000"
Kyler Fackrell,19042,2019,packers,"$737,280",-,-,"$15,000",-,-,-,"$752,280"
Phil Dawson,1445,1998,oakland,"$265,000",-,-,-,-,-,-,"$265,000"
Phil Dawson,1445,1999,browns,"$175,000",-,"$40,000",-,-,-,-,"$215,000"
Phil Dawson,1445,2000,browns,"$275,000",-,-,-,-,-,-,"$275,000"
Phil Dawson,1445,2001,browns,"$389,000",-,-,-,-,-,-,"$389,000"
Phil Dawson,1445,2002,browns,"$500,000","$800,000","$25,000",-,-,-,-,"$1,325,000"
Phil Dawson,1445,2003,browns,"$530,000",-,-,-,-,-,-,"$530,000"
Phil Dawson,1445,2004,browns,"$600,000",-,-,-,-,-,-,"$600,000"
Phil Dawson,1445,2005,browns,"$700,000",-,-,-,-,-,-,"$700,000"
Phil Dawson,1445,2006,browns,"$750,000",-,"$200,000",-,-,"$800,000",-,"$1,750,000"
Phil Dawson,1445,2007,browns,"$800,000",-,"$200,000",-,-,-,-,"$1,000,000"
Phil Dawson,1445,2008,browns,"$950,000",-,"$200,000",-,-,-,-,"$1,150,000"
Phil Dawson,1445,2009,browns,"$1,000,000",-,"$150,000",-,-,-,-,"$1,150,000"
Phil Dawson,1445,2010,browns,"$1,000,000",-,"$150,000",-,-,-,-,"$1,150,000"
Phil Dawson,1445,2011,browns,"$3,250,000",-,-,-,-,-,-,"$3,250,000"
Phil Dawson,1445,2012,browns,"$3,810,000",-,-,-,-,-,-,"$3,810,000"
Phil Dawson,1445,2013,49erslogo,"$1,000,000","$1,000,000","$250,000","$100,000",-,-,-,"$2,350,000"
Phil Dawson,1445,2014,49erslogo,"$1,000,000","$2,000,000",-,-,-,-,-,"$3,000,000"
Phil Dawson,1445,2015,49erslogo,"$3,134,000",-,-,-,-,-,"$1,891","$3,135,891"
Phil Dawson,1445,2016,49erslogo,"$3,134,000",-,-,-,-,-,-,"$3,134,000"
Phil Dawson,1445,2017,arizona2,"$2,000,000","$1,000,000",-,-,-,-,-,"$3,000,000"
Phil Dawson,1445,2018,arizona2,"$2,500,000",-,"$500,000",-,-,-,-,"$3,000,000"
Paul Richardson,14454,2014,hawks3,"$420,000","$1,747,516",-,-,-,-,-,"$2,167,516"
Paul Richardson,14454,2015,hawks3,"$634,220",-,-,-,-,-,$844,"$635,064"
Paul Richardson,14454,2016,hawks3,"$848,440",-,-,-,-,-,-,"$848,440"
Paul Richardson,14454,2017,hawks3,"$1,062,659",-,-,-,-,-,-,"$1,062,659"
Jordan Devey,12638,2013,ravens,-,"$10,000",-,-,-,-,-,"$10,000"
Jordan Devey,12638,2014,patriots,"$420,000",-,-,-,-,-,-,"$420,000"
Jordan Devey,12638,2015,49erslogo,"$510,000",-,-,-,-,-,"$119,598","$629,598"
Jordan Devey,12638,2016,kansascity,"$6,900",-,-,-,-,-,-,"$6,900"
Jordan Devey,12638,2016,kansascity,"$247,058",-,-,-,-,-,-,"$247,058"
Jordan Devey,12638,2016,kansascity,"$55,200",-,-,-,-,-,-,"$55,200"
Jordan Devey,12638,2017,kansascity,"$649,408",-,-,-,-,-,-,"$649,408"
Bryce Callahan,17192,2015,bears,"$51,176","$7,500",-,-,-,-,-,"$58,676"
Bryce Callahan,17192,2015,bears,"$281,470",-,-,-,-,-,"$102,431","$383,901"
Bryce Callahan,17192,2015,bears,"$26,400",-,-,-,-,-,-,"$26,400"
Bryce Callahan,17192,2016,bears,"$525,000",-,-,-,-,-,-,"$525,000"
Bryce Callahan,17192,2017,bears,"$615,000",-,-,-,-,-,-,"$615,000"
Julius Peppers,1243,2002,panthers,"$1,000,000","$9,100,000",-,-,-,-,-,"$10,100,000"
Julius Peppers,1243,2003,panthers,"$1,100,000",-,-,"$150,000",-,"$4,050,000",-,"$5,300,000"
Julius Peppers,1243,2004,panthers,"$1,350,000",-,-,"$150,000",-,-,-,"$1,500,000"
Julius Peppers,1243,2005,panthers,"$4,665,000",-,"$1,500,000","$150,000","$4,210,000",-,-,"$10,525,000"
Julius Peppers,1243,2006,panthers,"$5,150,000",-,"$1,700,000","$150,000","$2,800,000",-,"$3,500,000","$13,300,000"
Julius Peppers,1243,2007,panthers,"$5,535,000",-,"$2,000,000","$150,000",-,-,"$1,500,000","$9,185,000"
Julius Peppers,1243,2008,panthers,"$6,500,000",-,"$2,500,000","$235,000",-,-,-,"$9,235,000"
Julius Peppers,1243,2009,panthers,"$16,683,000",-,-,-,-,-,-,"$16,683,000"
Julius Peppers,1243,2010,bears,"$900,000","$6,500,000","$12,500,000","$100,000",-,-,"$200,000","$20,200,000"
Julius Peppers,1243,2011,bears,"$900,000",-,-,"$100,000","$10,500,000",-,"$200,000","$11,700,000"
Julius Peppers,1243,2012,bears,"$8,900,000",-,-,"$100,000",-,-,-,"$9,000,000"
Julius Peppers,1243,2013,bears,"$9,900,000",-,-,"$100,000","$3,000,000",-,"$200,000","$13,200,000"
Julius Peppers,1243,2014,packers,"$1,000,000","$7,500,000",-,-,-,-,"$35,880","$8,535,880"
Julius Peppers,1243,2015,packers,"$8,500,000",-,"$500,000","$500,000",-,-,"$9,906","$9,509,906"
Julius Peppers,1243,2016,packers,"$7,000,000",-,"$500,000","$500,000",-,-,-,"$8,000,000"
Julius Peppers,1243,2017,panthers,"$1,000,000","$1,650,000","$600,000","$250,000",-,-,-,"$3,500,000"
Fred Ross,22116,2017,panthers,"$348,000",-,-,-,-,-,-,"$348,000"
Fred Ross,22116,2018,panthers,"$555,000",-,-,-,-,-,-,"$555,000"
Fred Ross,22116,2019,panthers,"$645,000",-,-,-,-,-,-,"$645,000"
Andrew Norwell,14802,2014,panthers,"$420,000","$12,000",-,-,-,-,-,"$432,000"
Andrew Norwell,14802,2015,panthers,"$510,000",-,-,-,-,-,"$243,619","$753,619"
Andrew Norwell,14802,2016,panthers,"$600,000",-,-,-,-,-,"$76,325","$600,000"
Andrew Norwell,14802,2017,panthers,"$2,746,000",-,-,-,-,-,-,"$2,746,000"
Dawuane Smoot,21810,2017,jaguars,"$465,000","$964,160",-,-,-,-,-,"$1,429,160"
Dawuane Smoot,21810,2018,jaguars,"$640,250",-,-,-,-,-,-,"$640,250"
Dawuane Smoot,21810,2019,jaguars,"$812,500",-,-,-,-,-,-,"$812,500"
Dawuane Smoot,21810,2020,jaguars,"$964,353",-,-,-,-,-,-,"$964,353"
Alex Armah,21934,2017,panthers,-,"$158,532",-,-,-,-,-,"$158,532"
Alex Armah,21934,2017,panthers,"$14,400",-,-,-,-,-,-,"$14,400"
Alex Armah,21934,2017,panthers,"$410,294",-,-,-,-,-,-,"$410,294"
Sammy Watkins,14413,2014,buffalo,"$420,000","$12,818,620",-,-,-,-,-,"$13,238,620"
Sammy Watkins,14413,2015,buffalo,"$1,326,164",-,-,-,-,-,-,"$1,326,164"
Sammy Watkins,14413,2016,buffalo,"$600,000",-,"$1,632,328",-,-,-,-,"$2,232,328"
Sammy Watkins,14413,2017,rams2,"$690,000",-,-,-,-,-,-,"$690,000"
Sammy Watkins,14413,2017,buffalo,-,-,"$2,448,491",-,-,-,-,"$2,448,491"
Rigoberto Sanchez,22201,2017,colts,"$465,000","$12,000",-,-,-,-,-,"$477,000"
Rigoberto Sanchez,22201,2018,colts,"$555,000",-,-,-,-,-,-,"$555,000"
Rigoberto Sanchez,22201,2019,colts,"$645,000",-,-,-,-,-,-,"$645,000"
Damarious Randall,16754,2015,packers,"$435,000","$4,016,897",-,-,-,-,"$90,685","$4,542,582"
Damarious Randall,16754,2016,packers,"$794,806",-,-,-,-,-,-,"$794,806"
Damarious Randall,16754,2017,packers,"$1,154,612",-,-,-,-,-,-,"$1,154,612"
Damarious Randall,16754,2018,packers,"$1,090,381",-,"$424,037",-,-,-,-,"$1,514,418"
Xavier Woodson-Luster,22502,2017,oakland,"$540,000",-,-,-,-,-,-,"$540,000"
Patrick Peterson,7720,2011,arizona2,"$375,000","$11,903,272",-,-,-,-,-,"$12,278,272"
Patrick Peterson,7720,2012,arizona2,"$1,212,705",-,-,-,-,-,-,"$1,212,705"
Patrick Peterson,7720,2013,arizona2,"$2,050,409",-,-,-,-,-,-,"$2,050,409"
Patrick Peterson,7720,2014,arizona2,"$888,114","$15,361,885",-,-,-,-,-,"$16,249,999"
Patrick Peterson,7720,2015,arizona2,"$11,619,114",-,-,"$100,000",-,-,"$12,427","$11,731,541"
Patrick Peterson,7720,2016,arizona2,"$6,577,059",-,-,"$250,000","$3,172,941",-,-,"$10,000,000"
Patrick Peterson,7720,2017,arizona2,"$9,750,000",-,-,"$250,000",-,-,-,"$10,000,000"
Patrick Peterson,7720,2018,arizona2,"$11,000,000",-,-,"$250,000",-,-,-,"$11,250,000"
Patrick Peterson,7720,2019,arizona2,"$11,000,000",-,-,"$250,000",-,-,-,"$11,250,000"
Patrick Peterson,7720,2020,arizona2,"$12,050,000",-,"$250,000","$250,000",-,-,-,"$12,550,000"
Mark Glowinski,16860,2015,hawks3,"$435,000","$345,692",-,-,-,-,"$34,547","$815,239"
Mark Glowinski,16860,2016,hawks3,"$525,000",-,-,-,-,-,"$80,458","$605,458"
Mark Glowinski,16860,2017,hawks3,"$615,000",-,-,-,-,-,-,"$615,000"
Mark Glowinski,16860,2018,hawks3,"$705,000",-,-,-,-,-,-,"$705,000"
Joe Vellano,13184,2013,patriots,"$405,000",-,-,-,-,-,-,"$405,000"
Joe Vellano,13184,2014,patriots,"$495,000",-,-,-,-,-,-,"$495,000"
Joe Vellano,13184,2014,patriots,"$75,600",-,-,-,-,-,-,"$75,600"
Joe Vellano,13184,2014,patriots,"$145,588",-,-,-,-,-,-,"$145,588"
Joe Vellano,13184,2015,patriots,"$6,600",-,-,-,-,-,-,"$6,600"
Joe Vellano,13184,2015,colts,"$13,200",-,-,-,-,-,-,"$13,200"
Joe Vellano,13184,2016,falcons,"$117,300",-,-,-,-,-,-,"$117,300"
Joe Vellano,13184,2017,falcons,"$542,640",-,-,-,-,-,-,"$542,640"
Joe Vellano,13184,2017,falcons,"$14,400",-,-,-,-,-,-,"$14,400"
Mack Hollins,21860,2017,eagles1,"$465,000","$637,132",-,-,-,-,-,"$1,102,132"
Mack Hollins,21860,2018,eagles1,"$555,000",-,-,-,-,-,-,"$555,000"
Mack Hollins,21860,2019,eagles1,"$645,000",-,-,-,-,-,-,"$645,000"
Mack Hollins,21860,2020,eagles1,"$735,000",-,-,-,-,-,-,"$735,000"
Reggie Ragland,18990,2016,buffalo,"$450,000","$2,448,269",-,-,-,-,-,"$2,898,269"
Reggie Ragland,18990,2017,kansascity,"$715,517",-,-,-,-,-,-,"$715,517"
Reggie Ragland,18990,2018,kansascity,"$981,034",-,-,-,-,-,-,"$981,034"
Reggie Ragland,18990,2019,kansascity,"$1,246,550",-,-,-,-,-,-,"$1,246,550"
Hau'oli Kikaha,16768,2015,neworleans,"$435,000","$2,090,044",-,-,-,-,"$86,800","$2,611,844"
Hau'oli Kikaha,16768,2016,neworleans,"$674,378",-,-,-,-,-,-,"$674,378"
Hau'oli Kikaha,16768,2017,neworleans,"$913,755",-,-,-,-,-,-,"$913,755"
Hau'oli Kikaha,16768,2018,neworleans,"$1,153,133",-,-,-,-,-,-,"$1,153,133"
Jihad Ward,18993,2016,oakland,"$450,000","$2,228,945",-,-,-,-,-,"$2,678,945"
Jihad Ward,18993,2018,oakland,"$953,618",-,-,-,-,-,-,"$953,618"
Jihad Ward,18993,2017,oakland,"$701,809",-,-,-,-,-,-,"$701,809"
Jihad Ward,18993,2019,oakland,"$1,205,427",-,-,-,-,-,-,"$1,205,427"
Breno Giacomini,3455,2008,packers,"$295,000","$179,165",-,-,-,-,-,"$474,165"
Breno Giacomini,3455,2009,packers,"$385,000",-,-,-,-,-,-,"$385,000"
Breno Giacomini,3455,2010,hawks3,"$470,000",-,-,-,-,-,-,"$470,000"
Breno Giacomini,3455,2011,hawks3,"$555,000",-,-,-,-,-,-,"$555,000"
Breno Giacomini,3455,2012,hawks3,"$1,500,000","$1,500,000",-,-,-,-,-,"$3,000,000"
Breno Giacomini,3455,2013,hawks3,"$3,500,000",-,-,-,-,-,"$500,000","$4,000,000"
Breno Giacomini,3455,2014,jets,"$1,000,000","$2,500,000","$1,000,000",-,-,-,-,"$4,500,000"
Breno Giacomini,3455,2015,jets,"$4,500,000",-,-,-,-,-,"$43,722","$4,543,722"
Breno Giacomini,3455,2016,jets,"$5,000,000",-,-,-,-,-,-,"$5,000,000"
Breno Giacomini,3455,2017,texans,"$1,000,000","$750,000","$562,500",-,-,-,-,"$2,312,500"
Adoree' Jackson,21759,2017,tennessee,"$465,000","$6,345,661",-,-,-,-,-,"$6,810,661"
Adoree' Jackson,21759,2018,tennessee,"$977,854",-,-,-,-,-,-,"$977,854"
Adoree' Jackson,21759,2019,tennessee,"$1,490,708",-,-,-,-,-,-,"$1,490,708"
Adoree' Jackson,21759,2020,tennessee,"$2,003,561",-,-,-,-,-,-,"$2,003,561"
Jesse Davis,17303,2015,hawks3,-,"$6,000",-,-,-,-,-,"$6,000"
Jesse Davis,17303,2016,jets,"$13,800",-,-,-,-,-,-,"$13,800"
Jesse Davis,17303,2016,dolphins,"$41,400",-,-,-,-,-,-,"$41,400"
Jesse Davis,17303,2017,dolphins,"$465,000",-,-,-,-,-,-,"$465,000"
Jesse Davis,17303,2018,dolphins,"$555,000",-,-,-,-,-,-,"$555,000"
Elvis Dumervil,2495,2006,broncos,"$275,000","$399,000",-,-,-,-,-,"$674,000"
Elvis Dumervil,2495,2007,broncos,"$360,000",-,-,-,-,-,-,"$360,000"
Elvis Dumervil,2495,2008,broncos,"$445,000",-,-,-,-,-,-,"$445,000"
Elvis Dumervil,2495,2009,broncos,"$535,000",-,-,-,-,-,-,"$535,000"
Elvis Dumervil,2495,2010,broncos,"$630,000","$3,000,000",-,-,-,-,-,"$3,630,000"
Elvis Dumervil,2495,2011,broncos,"$14,000,000",-,-,-,-,"$5,615,000",-,"$19,615,000"
Elvis Dumervil,2495,2012,broncos,"$14,000,000",-,-,-,-,-,-,"$14,000,000"
Elvis Dumervil,2495,2013,ravens,"$1,000,000","$7,500,000",-,-,-,-,-,"$8,500,000"
Elvis Dumervil,2495,2014,ravens,"$1,000,000",-,-,-,-,"$3,500,000","$1,000,000","$5,500,000"
Elvis Dumervil,2495,2015,ravens,"$5,000,000",-,-,-,-,-,-,"$5,000,000"
Elvis Dumervil,2495,2016,ravens,"$5,000,000",-,-,-,-,-,-,"$5,000,000"
Elvis Dumervil,2495,2017,49erslogo,"$2,250,000","$1,000,000","$375,000","$250,000",-,-,-,"$3,875,000"
Elvis Dumervil,2495,2018,49erslogo,"$2,750,000",-,"$750,000","$250,000",-,-,-,"$3,750,000"
Damontae Kazee,21891,2017,falcons,"$465,000","$288,922",-,-,-,-,-,"$753,922"
Damontae Kazee,21891,2018,falcons,"$555,000",-,-,-,-,-,-,"$555,000"
Damontae Kazee,21891,2019,falcons,"$645,000",-,-,-,-,-,-,"$645,000"
Damontae Kazee,21891,2020,falcons,"$735,000",-,-,-,-,-,-,"$735,000"
Jarrod Wilson,19257,2016,jaguars,"$450,000","$5,000",-,-,-,-,-,"$455,000"
Jarrod Wilson,19257,2017,jaguars,"$540,000",-,-,-,-,-,-,"$540,000"
Jarrod Wilson,19257,2018,jaguars,"$630,000",-,-,-,-,-,-,"$630,000"
Matt Forte,4058,2008,bears,"$295,000","$1,533,333",-,-,-,-,"$528,167","$2,356,500"
Matt Forte,4058,2009,bears,"$385,000",-,-,-,-,-,-,"$385,000"
Matt Forte,4058,2010,bears,"$470,000",-,-,-,-,-,-,"$470,000"
Matt Forte,4058,2011,bears,"$600,000",-,-,-,-,-,-,"$600,000"
Matt Forte,4058,2012,bears,"$800,000","$4,000,000","$5,000,000",-,-,-,-,"$9,800,000"
Matt Forte,4058,2013,bears,"$1,700,000",-,"$4,568,750",-,-,-,-,"$6,268,750"
Matt Forte,4058,2014,bears,"$5,950,000",-,"$850,000","$100,000",-,-,"$16,031","$6,916,031"
Matt Forte,4058,2015,bears,"$7,050,000",-,"$1,050,000","$100,000",-,-,"$7,521","$8,207,521"
Matt Forte,4058,2016,jets,"$1,000,000","$3,000,000","$1,000,000",-,-,-,-,"$5,000,000"
Matt Forte,4058,2017,jets,"$4,000,000",-,-,-,-,-,-,"$4,000,000"
Matt Forte,4058,2018,jets,"$3,000,000",-,-,-,-,-,-,"$3,000,000"
Brian Schwenke,12388,2013,tennessee,"$405,000","$464,260",-,-,-,-,-,"$869,260"
Brian Schwenke,12388,2014,tennessee,"$495,000",-,-,-,-,-,-,"$495,000"
Brian Schwenke,12388,2015,tennessee,"$431,647",-,-,-,-,-,"$68,557","$500,204"
Brian Schwenke,12388,2016,tennessee,"$1,671,000",-,-,-,-,-,-,"$1,671,000"
Brian Schwenke,12388,2017,colts,-,"$300,000",-,-,-,-,-,"$300,000"
Brian Schwenke,12388,2017,tennessee,"$775,000",-,-,-,-,-,-,"$775,000"
Malcolm Butler,15769,2014,patriots,"$420,000",-,-,-,-,-,-,"$420,000"
Malcolm Butler,15769,2015,patriots,"$510,000",-,-,-,-,-,"$319,282","$829,282"
Malcolm Butler,15769,2016,patriots,"$600,000",-,-,-,-,-,"$368,881","$968,881"
Malcolm Butler,15769,2017,patriots,"$3,910,000",-,-,-,-,-,-,"$3,910,000"
Scooby Wright,19204,2016,browns,"$52,942","$60,703",-,-,-,-,-,"$113,645"
Scooby Wright,19204,2016,browns,"$340,328",-,-,-,-,-,-,"$340,328"
Scooby Wright,19204,2016,arizona2,"$79,410",-,-,-,-,-,-,"$79,410"
Scooby Wright,19204,2017,arizona2,"$412,945",-,-,-,-,-,-,"$412,945"
Scooby Wright,19204,2017,arizona2,"$31,765",-,-,-,-,-,-,"$31,765"
Scooby Wright,19204,2017,arizona2,"$21,600",-,-,-,-,-,-,"$21,600"
Aaron Donald,14422,2014,rams2,"$420,000","$5,692,000",-,-,-,-,-,"$6,112,000"
Aaron Donald,14422,2015,rams2,"$880,750",-,-,-,-,-,"$65,510","$946,260"
Aaron Donald,14422,2016,rams2,"$1,341,500",-,-,-,-,-,-,"$1,341,500"
Aaron Donald,14422,2017,rams2,"$1,802,250",-,-,-,-,-,-,"$1,802,250"
Aaron Donald,14422,2018,rams2,"$6,892,000",-,-,-,-,-,-,"$6,892,000"
ArDarius Stewart,21821,2017,jets,"$465,000","$846,324",-,-,-,-,-,"$1,311,324"
ArDarius Stewart,21821,2018,jets,"$592,500",-,-,-,-,-,-,"$592,500"
ArDarius Stewart,21821,2019,jets,"$688,750",-,-,-,-,-,-,"$688,750"
ArDarius Stewart,21821,2020,jets,"$784,000",-,-,-,-,-,-,"$784,000"
Deiondre' Hall,19081,2016,bears,"$450,000","$510,891",-,-,-,-,-,"$960,891"
Deiondre' Hall,19081,2017,bears,"$363,000",-,-,-,-,-,-,"$363,000"
Deiondre' Hall,19081,2018,bears,"$630,000",-,-,-,-,-,-,"$630,000"
Deiondre' Hall,19081,2019,bears,"$720,000",-,-,-,-,-,-,"$720,000"
Aziz Shittu,19722,2016,eagles1,-,"$5,000",-,-,-,-,-,"$5,000"
Aziz Shittu,19722,2016,eagles1,"$117,300",-,-,-,-,-,-,"$117,300"
Aziz Shittu,19722,2017,eagles1,"$465,000","$7,500",-,-,-,-,-,"$472,500"
Aziz Shittu,19722,2018,eagles1,"$555,000",-,-,-,-,-,-,"$555,000"
Donte Moncrief,14500,2014,colts,"$420,000","$543,520",-,-,-,-,-,"$963,520"
Donte Moncrief,14500,2015,colts,"$525,000",-,-,-,-,-,-,"$525,000"
Donte Moncrief,14500,2016,colts,"$615,000",-,-,-,-,-,-,"$615,000"
Donte Moncrief,14500,2017,colts,"$1,797,000",-,-,-,-,-,-,"$1,797,000"
Brandon Fusco,7891,2011,vikings,"$375,000","$94,224",-,-,-,-,-,"$469,224"
Brandon Fusco,7891,2012,vikings,"$465,000",-,"$9,639",-,-,-,-,"$474,639"
Brandon Fusco,7891,2013,vikings,"$555,000",-,"$10,361",-,-,-,-,"$565,361"
Brandon Fusco,7891,2014,vikings,"$1,431,000","$4,000,000",-,-,-,-,-,"$5,431,000"
Brandon Fusco,7891,2015,vikings,"$2,620,000",-,"$15,000","$50,000",-,-,-,"$2,685,000"
Brandon Fusco,7891,2016,vikings,"$3,120,000",-,"$70,000","$50,000",-,-,"$41,259","$3,281,259"
Brandon Fusco,7891,2017,49erslogo,"$1,000,000",-,"$87,500",-,-,-,"$300,000","$1,387,500"
Doug Baldwin,8526,2011,hawks3,"$375,000","$17,500",-,-,-,-,-,"$392,500"
Doug Baldwin,8526,2012,hawks3,"$465,000",-,-,-,-,-,-,"$465,000"
Doug Baldwin,8526,2013,hawks3,"$555,000",-,-,-,-,-,-,"$555,000"
Doug Baldwin,8526,2014,hawks3,"$1,400,000","$4,800,000",-,-,-,-,-,"$6,200,000"
Doug Baldwin,8526,2015,hawks3,"$2,800,000",-,-,-,-,-,"$750,519","$3,550,519"
Doug Baldwin,8526,2016,hawks3,"$1,000,000",-,"$4,000,000",-,-,-,-,"$5,000,000"
Doug Baldwin,8526,2017,hawks3,"$775,000","$7,000,000","$500,000",-,"$6,975,000",-,-,"$15,250,000"
Doug Baldwin,8526,2018,hawks3,"$8,250,000",-,"$750,000",-,-,-,-,"$9,000,000"
Doug Baldwin,8526,2019,hawks3,"$9,250,000",-,"$750,000",-,-,-,-,"$10,000,000"
Doug Baldwin,8526,2020,hawks3,"$10,250,000",-,-,-,-,-,-,"$10,250,000"
Maurkice Pouncey,6527,2010,Pittsburgh-Steelers-logo-psd22874,"$320,000",-,"$1,124,500",-,-,-,-,"$1,444,500"
Maurkice Pouncey,6527,2011,Pittsburgh-Steelers-logo-psd22874,"$450,000",-,"$3,623,000",-,-,"$5,602,500",-,"$9,675,500"
Maurkice Pouncey,6527,2012,Pittsburgh-Steelers-logo-psd22874,"$666,125",-,"$100,000",-,-,-,-,"$766,125"
Maurkice Pouncey,6527,2013,Pittsburgh-Steelers-logo-psd22874,"$977,250",-,"$150,000",-,-,-,-,"$1,127,250"
Maurkice Pouncey,6527,2014,Pittsburgh-Steelers-logo-psd22874,"$1,000,000","$13,000,000",-,-,-,-,-,"$14,000,000"
Maurkice Pouncey,6527,2015,Pittsburgh-Steelers-logo-psd22874,"$745,000",-,-,-,"$4,755,000",-,-,"$5,500,000"
Maurkice Pouncey,6527,2016,Pittsburgh-Steelers-logo-psd22874,"$3,500,000",-,"$3,500,000",-,-,-,-,"$7,000,000"
Maurkice Pouncey,6527,2017,Pittsburgh-Steelers-logo-psd22874,"$7,500,000",-,-,-,-,-,-,"$7,500,000"
Maurkice Pouncey,6527,2018,Pittsburgh-Steelers-logo-psd22874,"$7,000,000",-,-,-,-,-,-,"$7,000,000"
Maurkice Pouncey,6527,2019,Pittsburgh-Steelers-logo-psd22874,"$7,000,000",-,-,-,-,-,-,"$7,000,000"
Gerald Everett,21785,2017,rams2,"$465,000","$2,535,977",-,-,-,-,-,"$3,000,977"
Gerald Everett,21785,2018,rams2,"$739,749",-,-,-,-,-,-,"$739,749"
