playerName,playerId,year,team,salary,signingBonus,rosterBonus,workoutBonus,restructureBonus,optionBonus,incentive,totalCash
Seth Devalve,19092,2017,browns,"$540,000",-,-,-,-,-,-,"$540,000"
Seth Devalve,19092,2018,browns,"$630,000",-,-,-,-,-,-,"$630,000"
Seth Devalve,19092,2019,browns,"$720,000",-,-,-,-,-,-,"$720,000"
Danny Woodhead,7107,2008,jets,"$200,000","$2,000",-,-,-,-,-,"$202,000"
Danny Woodhead,7107,2009,jets,"$271,764",-,-,-,-,-,-,"$271,764"
Danny Woodhead,7107,2009,jets,"$88,400",-,-,-,-,-,-,"$88,400"
Danny Woodhead,7107,2010,patriots,"$371,764",-,-,-,-,-,-,"$371,764"
Danny Woodhead,7107,2011,patriots,"$550,000","$425,000",-,"$50,000",-,-,"$175,000","$1,200,000"
Danny Woodhead,7107,2012,patriots,"$700,000",-,-,"$50,000",-,-,-,"$750,000"
Danny Woodhead,7107,2013,chargers2,"$750,000","$1,000,000",-,-,-,-,-,"$1,750,000"
Danny Woodhead,7107,2014,chargers2,"$750,000","$3,000,000",-,-,-,-,-,"$3,750,000"
Danny Woodhead,7107,2015,chargers2,"$1,500,000",-,-,-,-,-,"$37,454","$1,537,454"
Danny Woodhead,7107,2016,chargers2,"$2,000,000",-,-,-,-,-,-,"$2,000,000"
Danny Woodhead,7107,2017,ravens,"$1,000,000","$2,250,000",-,-,-,-,-,"$3,250,000"
Danny Woodhead,7107,2018,ravens,"$2,550,000",-,-,-,-,-,-,"$2,550,000"
Danny Woodhead,7107,2019,ravens,"$3,000,000",-,-,-,-,-,-,"$3,000,000"
Nick Dzubnar,17292,2015,chargers2,"$435,000","$5,000",-,-,-,-,"$111,667","$551,667"
Nick Dzubnar,17292,2016,chargers2,"$400,050",-,-,-,-,-,-,"$400,050"
Nick Dzubnar,17292,2017,NFL_Chargers_logo.svg_,"$14,400",-,-,-,-,-,-,"$14,400"
Nick Dzubnar,17292,2017,NFL_Chargers_logo.svg_,"$542,647",-,-,-,-,-,-,"$542,647"
Buster Skrine,7856,2011,browns,"$375,000","$202,000",-,-,-,-,-,"$577,000"
Buster Skrine,7856,2012,browns,"$465,000",-,-,-,-,-,-,"$465,000"
Buster Skrine,7856,2013,browns,"$555,000",-,-,-,-,-,-,"$555,000"
Buster Skrine,7856,2014,browns,"$1,431,000",-,-,-,-,-,-,"$1,431,000"
Buster Skrine,7856,2015,jets,"$1,500,000","$5,000,000",-,-,-,-,"$58,413","$6,558,413"
Buster Skrine,7856,2016,jets,"$2,750,000",-,-,"$4,000","$3,750,000",-,-,"$6,504,000"
Buster Skrine,7856,2017,jets,"$6,000,000",-,-,-,-,-,-,"$6,000,000"
Buster Skrine,7856,2018,jets,"$6,000,000",-,-,-,-,-,-,"$6,000,000"
Ronnie Stanley,18954,2016,ravens,"$450,000","$13,097,695",-,-,-,-,-,"$13,547,695"
Ronnie Stanley,18954,2017,ravens,"$1,381,106",-,-,-,-,-,-,"$1,381,106"
Ronnie Stanley,18954,2018,ravens,"$2,312,212",-,-,-,-,-,-,"$2,312,212"
Ronnie Stanley,18954,2019,ravens,"$3,243,318",-,-,-,-,-,-,"$3,243,318"
Tre Boston,14539,2014,panthers,"$420,000","$405,468",-,-,-,-,-,"$825,468"
Tre Boston,14539,2015,panthers,"$510,000",-,-,-,-,-,-,"$510,000"
Tre Boston,14539,2016,panthers,"$600,000",-,-,-,-,-,-,"$600,000"
Tre Boston,14539,2017,NFL_Chargers_logo.svg_,"$700,000","$100,000","$93,750",-,-,-,-,"$893,750"
C.J. Anderson,12553,2013,broncos,"$405,000","$12,500",-,-,-,-,-,"$417,500"
C.J. Anderson,12553,2014,broncos,"$495,000",-,-,-,"$150,963",-,-,"$645,963"
C.J. Anderson,12553,2015,broncos,"$585,000",-,-,-,-,-,-,"$585,000"
C.J. Anderson,12553,2016,broncos,"$675,000",-,"$5,225,000","$100,000",-,-,-,"$6,000,000"
C.J. Anderson,12553,2017,broncos,"$2,900,000",-,-,"$100,000",-,-,-,"$3,000,000"
C.J. Anderson,12553,2018,broncos,"$4,500,000",-,-,-,-,-,-,"$4,500,000"
C.J. Anderson,12553,2019,broncos,"$4,500,000",-,-,-,-,-,-,"$4,500,000"
Preston Smith,16762,2015,washington,"$435,000","$2,463,167",-,-,-,-,"$81,879","$2,980,046"
Preston Smith,16762,2016,washington,"$697,698",-,-,-,-,-,"$95,527","$793,225"
Preston Smith,16762,2017,washington,"$960,395",-,-,-,-,-,-,"$960,395"
Preston Smith,16762,2018,washington,"$1,223,094",-,-,-,-,-,-,"$1,223,094"
Robert Quinn,7729,2011,rams2,"$375,000","$5,362,585",-,-,-,-,-,"$5,737,585"
Robert Quinn,7729,2012,rams2,"$803,941",-,-,-,-,-,-,"$803,941"
Robert Quinn,7729,2013,rams2,"$1,232,829",-,-,-,-,-,-,"$1,232,829"
Robert Quinn,7729,2014,rams2,"$646,646","$4,776,774",-,"$59,711",-,-,-,"$5,483,131"
Robert Quinn,7729,2015,rams2,"$5,555,555",-,"$10,233,201",-,-,-,"$3,344","$15,792,100"
Robert Quinn,7729,2016,rams2,"$7,777,777",-,"$2,424,242",-,-,-,-,"$10,202,019"
Robert Quinn,7729,2017,rams2,"$6,161,616",-,"$3,633,363",-,-,-,-,"$9,794,979"
Robert Quinn,7729,2018,rams2,"$10,333,301",-,"$1,111,111",-,-,-,-,"$11,444,412"
Robert Quinn,7729,2019,rams2,"$11,811,121",-,"$1,121,211",-,-,-,-,"$12,932,332"
J.T. Thomas,7915,2011,bears,"$375,000","$92,516",-,-,-,-,-,"$467,516"
J.T. Thomas,7915,2012,bears,"$390,000",-,-,-,-,-,-,"$390,000"
J.T. Thomas,7915,2013,jaguars,"$480,000",-,-,-,-,-,-,"$480,000"
J.T. Thomas,7915,2014,jaguars,"$645,000",-,-,-,-,-,-,"$645,000"
J.T. Thomas,7915,2015,nygiants,"$975,000","$3,000,000",-,"$25,000",-,-,"$33,999","$4,033,999"
J.T. Thomas,7915,2016,nygiants,"$1,500,000",-,"$6,260","$25,000",-,-,-,"$1,531,260"
J.T. Thomas,7915,2017,nygiants,"$775,000","$1,000,000","$20,000","$25,000",-,-,-,"$1,820,000"
Ndamukong Suh,6511,2010,lions,"$320,000",-,"$2,780,000",-,-,-,-,"$3,100,000"
Ndamukong Suh,6511,2011,lions,"$1,239,706",-,"$7,195,000",-,-,"$17,350,000",-,"$25,784,706"
Ndamukong Suh,6511,2012,lions,"$540,000",-,-,"$125,000","$9,710,000",-,-,"$10,375,000"
Ndamukong Suh,6511,2013,lions,"$630,000",-,-,"$125,000","$11,520,000",-,-,"$12,275,000"
Ndamukong Suh,6511,2014,lions,"$12,550,000",-,-,"$125,000",-,-,"$5,451","$12,680,451"
Ndamukong Suh,6511,2015,dolphins,"$985,000","$25,500,000",-,"$15,000",-,-,-,"$26,500,000"
Ndamukong Suh,6511,2016,dolphins,"$3,485,000",-,-,"$15,000","$10,000,000",-,-,"$13,500,000"
Ndamukong Suh,6511,2017,dolphins,"$9,985,000",-,-,"$15,000","$10,000,000",-,-,"$20,000,000"
Ndamukong Suh,6511,2018,dolphins,"$16,985,000",-,-,"$15,000",-,-,-,"$17,000,000"
Ndamukong Suh,6511,2019,dolphins,"$18,985,000",-,-,"$15,000",-,-,-,"$19,000,000"
Ndamukong Suh,6511,2020,dolphins,"$18,360,000",-,-,"$15,000",-,-,-,"$18,375,000"
Ben Roethlisberger,3595,2004,Pittsburgh-Steelers-logo-psd22874,"$230,000","$600,000","$1,172,000",-,-,-,"$283,500","$2,285,500"
Ben Roethlisberger,3595,2005,Pittsburgh-Steelers-logo-psd22874,"$305,000",-,-,-,-,"$7,237,500","$2,367,750","$9,910,250"
Ben Roethlisberger,3595,2006,Pittsburgh-Steelers-logo-psd22874,"$655,500",-,-,-,-,-,"$2,342,750","$2,998,250"
Ben Roethlisberger,3595,2007,Pittsburgh-Steelers-logo-psd22874,"$1,006,000",-,-,-,-,-,"$573,500","$1,579,500"
Ben Roethlisberger,3595,2008,Pittsburgh-Steelers-logo-psd22874,"$2,500,000","$25,200,000",-,-,-,-,-,"$27,700,000"
Ben Roethlisberger,3595,2009,Pittsburgh-Steelers-logo-psd22874,"$4,750,000",-,"$3,000,000",-,-,-,-,"$7,750,000"
Ben Roethlisberger,3595,2010,Pittsburgh-Steelers-logo-psd22874,"$6,155,882",-,-,-,-,-,-,"$6,155,882"
Ben Roethlisberger,3595,2011,Pittsburgh-Steelers-logo-psd22874,"$6,000,000",-,-,-,"$5,600,000",-,-,"$11,600,000"
Ben Roethlisberger,3595,2012,Pittsburgh-Steelers-logo-psd22874,"$900,000",-,-,-,"$10,700,000",-,-,"$11,600,000"
Ben Roethlisberger,3595,2013,Pittsburgh-Steelers-logo-psd22874,"$2,600,000",-,-,-,"$9,000,000",-,-,"$11,600,000"
Ben Roethlisberger,3595,2014,Pittsburgh-Steelers-logo-psd22874,"$12,100,000",-,-,-,-,-,-,"$12,100,000"
Ben Roethlisberger,3595,2015,Pittsburgh-Steelers-logo-psd22874,"$1,000,000","$31,000,000","$3,250,000",-,-,-,"$7,482","$35,257,482"
Ben Roethlisberger,3595,2016,Pittsburgh-Steelers-logo-psd22874,"$17,750,000",-,-,-,-,-,-,"$17,750,000"
Ben Roethlisberger,3595,2017,Pittsburgh-Steelers-logo-psd22874,"$12,000,000",-,-,-,-,-,-,"$12,000,000"
Ben Roethlisberger,3595,2018,Pittsburgh-Steelers-logo-psd22874,"$12,000,000",-,"$5,000,000",-,-,-,-,"$17,000,000"
Ben Roethlisberger,3595,2019,Pittsburgh-Steelers-logo-psd22874,"$12,000,000",-,"$5,000,000",-,-,-,-,"$17,000,000"
Chris McCain,15193,2014,dolphins,"$420,000",-,-,-,-,-,-,"$420,000"
Chris McCain,15193,2015,dolphins,"$489,176",-,-,-,-,-,-,"$489,176"
Chris McCain,15193,2016,dallas,"$20,700",-,-,-,-,-,-,"$20,700"
Chris McCain,15193,2016,neworleans,"$6,900",-,-,-,-,-,-,"$6,900"
Chris McCain,15193,2016,neworleans,"$30,882",-,-,-,-,-,-,"$30,882"
Chris McCain,15193,2016,neworleans,"$6,900",-,-,-,-,-,-,"$6,900"
Chris McCain,15193,2016,neworleans,"$35,294",-,-,-,-,-,-,"$35,294"
Chris McCain,15193,2016,chargers2,"$41,400",-,-,-,-,-,-,"$41,400"
Chris McCain,15193,2017,NFL_Chargers_logo.svg_,"$615,000",-,-,-,-,-,-,"$615,000"
Mike Gillislee,12446,2013,dolphins,"$405,000","$162,800",-,-,-,-,-,"$567,800"
Mike Gillislee,12446,2014,dolphins,"$318,000",-,-,-,-,-,-,"$318,000"
Mike Gillislee,12446,2015,arizona2,"$26,400",-,-,-,-,-,-,"$26,400"
Mike Gillislee,12446,2015,buffalo,"$26,400",-,-,-,-,-,-,"$26,400"
Mike Gillislee,12446,2015,buffalo,"$172,058",-,-,-,-,-,-,"$172,058"
Mike Gillislee,12446,2016,buffalo,"$600,000",-,-,-,-,-,-,"$600,000"
Mike Gillislee,12446,2017,patriots,"$1,500,000",-,"$2,468,750",-,-,-,-,"$3,968,750"
Mike Gillislee,12446,2018,patriots,"$1,900,000",-,"$500,000",-,-,-,-,"$2,400,000"
Daniel McCullers,14626,2014,Pittsburgh-Steelers-logo-psd22874,"$420,000","$78,680",-,-,-,-,-,"$498,680"
Daniel McCullers,14626,2015,Pittsburgh-Steelers-logo-psd22874,"$510,000",-,-,-,-,-,"$35,115","$545,115"
Daniel McCullers,14626,2016,Pittsburgh-Steelers-logo-psd22874,"$600,000",-,-,-,-,-,-,"$600,000"
Daniel McCullers,14626,2017,Pittsburgh-Steelers-logo-psd22874,"$690,000",-,-,-,-,-,-,"$690,000"
Johnny Holton,default-person,2016,oakland,"$450,000","$5,000",-,-,-,-,-,"$455,000"
Johnny Holton,default-person,2017,oakland,"$540,000",-,-,-,-,-,-,"$540,000"
Johnny Holton,default-person,2018,oakland,"$630,000",-,-,-,-,-,-,"$630,000"
Reid Ferguson,19383,2016,buffalo,"$62,100",-,-,-,-,-,-,"$62,100"
Reid Ferguson,19383,2017,buffalo,"$465,000",-,-,-,-,-,-,"$465,000"
Reid Ferguson,19383,2018,buffalo,"$555,000",-,-,-,-,-,-,"$555,000"
James Bradberry,19011,2016,panthers,"$450,000","$1,080,608",-,-,-,-,-,"$1,530,608"
James Bradberry,19011,2017,panthers,"$630,038",-,-,-,-,-,-,"$630,038"
James Bradberry,19011,2018,panthers,"$810,076",-,-,-,-,-,-,"$810,076"
James Bradberry,19011,2019,panthers,"$990,114",-,-,-,-,-,-,"$990,114"
Chris Milton,19467,2016,colts,"$69,000",-,-,-,-,-,-,"$69,000"
Chris Milton,19467,2016,colts,"$185,290",-,-,-,-,-,-,"$185,290"
Chris Milton,19467,2017,colts,"$540,000",-,-,-,-,-,-,"$540,000"
Krishawn Hogan,22024,2017,colts,"$21,600",-,-,-,-,-,-,"$21,600"
Krishawn Hogan,22024,2017,colts,"$300,346",-,-,-,-,-,-,"$300,346"
Ezekiel Elliott,18952,2016,dallas,"$450,000","$13,945,645",-,-,-,-,-,"$14,395,644"
Ezekiel Elliott,18952,2017,dallas,"$1,025,186",-,-,-,-,-,-,"$1,025,186"
Ezekiel Elliott,18952,2018,dallas,"$2,718,758",-,-,-,-,-,-,"$2,718,758"
Ezekiel Elliott,18952,2019,dallas,"$3,853,137",-,-,-,-,-,-,"$3,853,137"
Paul Posluszny,1180,2007,buffalo,"$285,000","$1,468,000","$115,000",-,-,-,-,"$1,868,000"
Paul Posluszny,1180,2008,buffalo,"$500,000",-,-,"$50,000",-,-,-,"$550,000"
Paul Posluszny,1180,2009,buffalo,"$600,000",-,-,"$50,000",-,-,-,"$650,000"
Paul Posluszny,1180,2010,buffalo,"$665,000",-,-,"$50,000",-,-,-,"$715,000"
Paul Posluszny,1180,2011,jaguars,"$1,000,000","$10,000,000",-,-,-,-,-,"$11,000,000"
Paul Posluszny,1180,2012,jaguars,"$2,950,000",-,"$2,000,000","$50,000",-,-,-,"$5,000,000"
Paul Posluszny,1180,2013,jaguars,"$6,450,000",-,-,"$50,000",-,-,-,"$6,500,000"
Paul Posluszny,1180,2014,jaguars,"$7,450,000",-,-,"$50,000",-,-,-,"$7,500,000"
Paul Posluszny,1180,2015,jaguars,"$3,950,000",-,"$937,500","$50,000",-,-,-,"$4,937,500"
Paul Posluszny,1180,2016,jaguars,"$3,950,000",-,"$437,500","$50,000",-,-,"$500,000","$4,937,500"
Paul Posluszny,1180,2017,jaguars,"$3,950,000",-,"$1,000,000","$50,000",-,-,"$1,000,000","$6,000,000"
Trey Edmunds,22584,2017,neworleans,"$465,000",-,-,-,-,-,-,"$465,000"
Trey Edmunds,22584,2018,neworleans,"$555,000",-,-,-,-,-,-,"$555,000"
Trey Edmunds,22584,2019,neworleans,"$645,000",-,-,-,-,-,-,"$645,000"
Benny Cunningham,12974,2013,rams2,"$405,000","$10,000",-,-,-,-,-,"$415,000"
Benny Cunningham,12974,2014,rams2,"$495,000",-,-,-,-,-,-,"$495,000"
Benny Cunningham,12974,2015,rams2,"$585,000",-,-,-,-,-,"$156,646","$741,646"
Benny Cunningham,12974,2016,rams2,"$1,671,000",-,-,-,-,-,-,"$1,671,000"
Benny Cunningham,12974,2017,bears,"$775,000","$80,000",-,-,-,-,-,"$855,000"
Jourdan Lewis,21834,2017,dallas,"$465,000","$753,428",-,-,-,-,-,"$1,218,428"
Jourdan Lewis,21834,2018,dallas,"$580,000",-,-,-,-,-,-,"$580,000"
Jourdan Lewis,21834,2019,dallas,"$675,000",-,-,-,-,-,-,"$675,000"
Jourdan Lewis,21834,2020,dallas,"$775,000",-,-,-,-,-,-,"$775,000"
Nicholas Morrow,22340,2017,oakland,"$465,000",-,-,-,-,-,-,"$465,000"
Nicholas Morrow,22340,2018,oakland,"$555,000",-,-,-,-,-,-,"$555,000"
Nicholas Morrow,22340,2019,oakland,"$645,000",-,-,-,-,-,-,"$645,000"
Eli Ankou,22022,2017,jaguars,"$465,000",-,-,-,-,-,-,"$465,000"
Eli Ankou,22022,2017,texans,"$16,500","$3,500",-,-,-,-,-,"$20,000"
Eli Ankou,22022,2018,jaguars,"$555,000",-,-,-,-,-,-,"$555,000"
Eli Ankou,22022,2019,jaguars,"$645,000",-,-,-,-,-,-,"$645,000"
Alex Collins,19125,2016,hawks3,"$450,000","$184,385",-,-,-,-,-,"$634,385"
Alex Collins,19125,2017,ravens,"$7,200",-,-,-,-,-,-,"$7,200"
Alex Collins,19125,2017,ravens,"$508,235",-,-,-,-,-,-,"$508,235"
Spencer Pulley,19563,2016,chargers2,"$450,000","$2,000",-,-,-,-,-,"$452,000"
Spencer Pulley,19563,2017,NFL_Chargers_logo.svg_,"$540,000",-,-,-,-,-,-,"$540,000"
Spencer Pulley,19563,2018,NFL_Chargers_logo.svg_,"$630,000",-,-,-,-,-,-,"$630,000"
Cordarrelle Patterson,12309,2013,vikings,"$405,000","$3,631,672",-,-,-,-,-,"$4,036,672"
Cordarrelle Patterson,12309,2014,vikings,"$733,230",-,-,-,-,-,-,"$733,230"
Cordarrelle Patterson,12309,2015,vikings,"$1,061,459",-,-,-,-,-,-,"$1,061,459"
Cordarrelle Patterson,12309,2016,vikings,"$1,009,689",-,"$280,000","$100,000",-,-,"$53,633","$1,443,322"
Cordarrelle Patterson,12309,2017,oakland,"$2,500,000",-,"$2,500,000","$250,000",-,-,"$350,000","$5,600,000"
Cordarrelle Patterson,12309,2018,oakland,"$3,000,000",-,-,"$250,000",-,-,-,"$3,250,000"
Larry Fitzgerald,966,2004,arizona2,"$1,050,000","$7,500,000",-,-,-,-,-,"$8,550,000"
Larry Fitzgerald,966,2005,arizona2,"$305,000",-,-,-,-,"$5,030,000",-,"$5,335,000"
Larry Fitzgerald,966,2006,arizona2,"$3,317,500",-,-,-,-,-,-,"$3,317,500"
Larry Fitzgerald,966,2007,arizona2,"$3,580,000",-,-,-,-,-,-,"$3,580,000"
Larry Fitzgerald,966,2008,arizona2,"$2,100,000","$15,000,000",-,-,-,-,-,"$17,100,000"
Larry Fitzgerald,966,2009,arizona2,"$1,600,000",-,"$3,150,000",-,-,"$5,000,000",-,"$9,750,000"
Larry Fitzgerald,966,2010,arizona2,"$6,150,000",-,-,-,-,-,-,"$6,150,000"
Larry Fitzgerald,966,2011,arizona2,"$2,000,000","$10,000,000","$8,000,000",-,-,-,-,"$20,000,000"
Larry Fitzgerald,966,2012,arizona2,"$5,000,000",-,"$6,000,000","$250,000",-,"$15,000,000",-,"$26,250,000"
Larry Fitzgerald,966,2013,arizona2,"$5,000,000",-,-,"$250,000",-,-,-,"$5,250,000"
Larry Fitzgerald,966,2014,arizona2,"$1,000,000",-,-,"$250,000","$11,750,000",-,-,"$13,000,000"
Larry Fitzgerald,966,2015,arizona2,"$1,000,000","$10,000,000",-,-,-,-,"$13,887","$11,013,887"
Larry Fitzgerald,966,2016,arizona2,"$11,000,000",-,-,-,-,-,-,"$11,000,000"
Larry Fitzgerald,966,2017,arizona2,"$11,000,000",-,-,-,-,-,-,"$11,000,000"
T.J. Clemmings,16836,2015,vikings,"$435,000","$524,955",-,-,-,-,"$359,396","$1,319,351"
T.J. Clemmings,16836,2016,vikings,"$525,000",-,-,-,-,-,"$264,959","$789,959"
T.J. Clemmings,16836,2017,washington,"$615,000",-,-,-,-,-,-,"$615,000"
T.J. Clemmings,16836,2018,washington,"$705,000",-,-,-,-,-,-,"$705,000"
Morgan Burnett,6579,2010,packers,"$320,000","$875,100",-,-,-,-,-,"$1,195,100"
Morgan Burnett,6579,2011,packers,"$450,000",-,-,-,-,-,-,"$450,000"
Morgan Burnett,6579,2012,packers,"$540,000",-,-,-,-,-,-,"$540,000"
Morgan Burnett,6579,2013,packers,"$1,323,000","$8,250,000",-,-,-,-,-,"$9,573,000"
Morgan Burnett,6579,2014,packers,"$1,150,000",-,"$1,743,750","$300,000",-,-,"$31,011","$3,224,761"
Morgan Burnett,6579,2015,packers,"$2,900,000",-,"$206,250","$300,000",-,-,"$21,823","$3,428,073"
Morgan Burnett,6579,2016,packers,"$3,800,000",-,"$281,250","$300,000",-,-,-,"$4,381,250"
Morgan Burnett,6579,2017,packers,"$4,750,000",-,"$281,250","$300,000",-,-,-,"$5,331,250"
Antony Auclair,22381,2017,bucs,"$465,000",-,-,-,-,-,-,"$465,000"
Antony Auclair,22381,2018,bucs,"$555,000",-,-,-,-,-,-,"$555,000"
Antony Auclair,22381,2019,bucs,"$645,000",-,-,-,-,-,-,"$645,000"
Justin Hamilton,17075,2015,buffalo,-,"$2,000",-,-,-,-,-,"$2,000"
Justin Hamilton,17075,2015,packers,"$13,200",-,-,-,-,-,-,"$13,200"
Justin Hamilton,17075,2015,hawks3,"$6,600",-,-,-,-,-,-,"$6,600"
Justin Hamilton,17075,2015,hawks3,"$13,200",-,-,-,-,-,-,"$13,200"
Justin Hamilton,17075,2015,hawks3,"$6,600",-,-,-,-,-,-,"$6,600"
Justin Hamilton,17075,2015,hawks3,"$6,600",-,-,-,-,-,-,"$6,600"
Justin Hamilton,17075,2016,hawks3,"$6,900",-,-,-,-,-,-,"$6,900"
Justin Hamilton,17075,2016,hawks3,"$75,900",-,-,-,-,-,-,"$75,900"
Justin Hamilton,17075,2017,eagles1,"$382,941",-,-,-,-,-,-,"$382,941"
Justin Hamilton,17075,2017,eagles1,"$14,400",-,-,-,-,-,-,"$14,400"
Justin Hamilton,17075,2018,eagles1,"$555,000",-,-,-,-,-,-,"$555,000"
James White,14541,2014,patriots,"$420,000","$397,088",-,-,-,-,-,"$817,088"
James White,14541,2015,patriots,"$510,000",-,-,-,-,-,-,"$510,000"
James White,14541,2016,patriots,"$600,000",-,-,-,-,-,"$102,011","$702,011"
James White,14541,2017,patriots,"$690,000","$4,000,000",-,-,-,-,-,"$4,690,000"
James White,14541,2018,patriots,"$1,000,000",-,"$500,000",-,-,-,-,"$1,500,000"
James White,14541,2019,patriots,"$2,500,000",-,"$500,000",-,-,-,-,"$3,000,000"
James White,14541,2020,patriots,"$3,000,000",-,"$500,000",-,-,-,-,"$3,500,000"
Zay Jones,21778,2017,buffalo,"$465,000","$3,070,786",-,-,-,-,-,"$3,535,786"
Zay Jones,21778,2018,buffalo,"$773,174",-,-,-,-,-,-,"$773,174"
Zay Jones,21778,2019,buffalo,"$1,081,348",-,-,-,-,-,-,"$1,081,348"
Zay Jones,21778,2020,buffalo,"$1,389,522",-,-,-,-,-,-,"$1,389,522"
Jerry Hughes,6540,2010,colts,"$320,000","$1,400,000","$625,000",-,-,-,-,"$2,345,000"
Jerry Hughes,6540,2011,colts,"$450,000",-,-,-,-,"$3,105,000",-,"$3,555,000"
Jerry Hughes,6540,2012,colts,"$635,000",-,-,-,-,-,-,"$635,000"
Jerry Hughes,6540,2013,buffalo,"$870,000",-,-,-,-,-,-,"$870,000"
Jerry Hughes,6540,2013,colts,"$1,552,500",-,-,-,-,-,-,"$1,552,500"
Jerry Hughes,6540,2014,buffalo,"$3,995,000",-,-,-,-,-,-,"$3,995,000"
Jerry Hughes,6540,2015,buffalo,"$4,625,000","$7,000,000",-,"$150,000",-,-,-,"$11,775,000"
Jerry Hughes,6540,2016,buffalo,"$4,525,000",-,-,"$150,000",-,"$6,000,000",-,"$10,675,000"
Jerry Hughes,6540,2017,buffalo,"$5,400,000",-,"$2,000,000","$150,000",-,-,-,"$7,550,000"
Jerry Hughes,6540,2018,buffalo,"$6,350,000",-,"$1,000,000","$150,000",-,-,-,"$7,500,000"
Jerry Hughes,6540,2019,buffalo,"$6,350,000",-,"$1,000,000","$150,000",-,-,-,"$7,500,000"
Jamie Meder,14717,2014,browns,"$24,705",-,-,-,-,-,-,"$24,705"
Jamie Meder,14717,2014,ravens,-,"$3,500",-,-,-,-,-,"$3,500"
Jamie Meder,14717,2014,ravens,"$63,000",-,-,-,-,-,-,"$63,000"
Jamie Meder,14717,2015,browns,"$435,000",-,-,-,-,-,-,"$435,000"
Jamie Meder,14717,2016,browns,"$525,000",-,-,-,-,-,-,"$525,000"
Jamie Meder,14717,2017,browns,"$615,000",-,-,-,-,-,-,"$615,000"
Desmond Trufant,12302,2013,falcons,"$405,000","$4,318,980",-,-,-,-,-,"$4,723,980"
Desmond Trufant,12302,2014,falcons,"$776,125",-,-,-,-,-,-,"$776,125"
Desmond Trufant,12302,2015,falcons,"$1,147,372",-,-,-,-,-,"$73,169","$1,220,541"
Desmond Trufant,12302,2016,falcons,"$918,558",-,"$600,000",-,-,-,-,"$1,518,558"
Desmond Trufant,12302,2017,falcons,"$1,526,000","$15,000,000",-,-,-,-,-,"$16,526,000"
Desmond Trufant,12302,2018,falcons,"$8,500,000",-,-,-,-,"$7,000,000",-,"$15,500,000"
Desmond Trufant,12302,2019,falcons,"$9,500,000",-,-,-,-,-,-,"$9,500,000"
Desmond Trufant,12302,2020,falcons,"$10,750,000",-,-,-,-,-,-,"$10,750,000"
Desmond Trufant,12302,2021,falcons,"$11,750,000",-,-,-,-,-,-,"$11,750,000"
Desmond Trufant,12302,2022,falcons,"$12,750,000",-,-,-,-,-,-,"$12,750,000"
Cam Newton,7716,2011,panthers,"$375,000","$14,518,544",-,-,-,-,-,"$14,893,544"
Cam Newton,7716,2012,panthers,"$1,376,159",-,-,-,-,-,-,"$1,376,159"
Cam Newton,7716,2013,panthers,"$2,377,318",-,-,-,-,-,-,"$2,377,318"
Cam Newton,7716,2014,panthers,"$3,378,477",-,-,-,-,-,-,"$3,378,477"
Cam Newton,7716,2015,panthers,"$1,000,000","$15,500,000","$7,500,000",-,-,-,-,"$24,000,000"
Cam Newton,7716,2016,panthers,"$13,000,000","$7,000,000",-,-,-,-,-,"$20,000,000"
Cam Newton,7716,2017,panthers,"$13,166,666",-,-,"$500,000",-,"$10,000,000",-,"$23,666,666"
Cam Newton,7716,2018,panthers,"$14,500,000",-,-,"$500,000",-,-,-,"$15,000,000"
Cam Newton,7716,2019,panthers,"$16,200,000",-,-,"$500,000",-,-,-,"$16,700,000"
Cam Newton,7716,2020,panthers,"$18,600,000",-,-,"$500,000",-,-,-,"$19,100,000"
Dan Bailey,8856,2011,dallas,"$375,000","$2,500",-,-,-,-,-,"$377,500"
Dan Bailey,8856,2012,dallas,"$465,000",-,-,-,-,-,-,"$465,000"
Dan Bailey,8856,2013,dallas,"$555,000",-,-,-,-,-,-,"$555,000"
Dan Bailey,8856,2014,dallas,"$900,000","$4,000,000",-,-,-,-,-,"$4,900,000"
Dan Bailey,8856,2015,dallas,"$1,700,000",-,-,-,-,-,-,"$1,700,000"
Dan Bailey,8856,2016,dallas,"$2,500,000",-,-,-,-,-,-,"$2,500,000"
Dan Bailey,8856,2017,dallas,"$3,200,000",-,-,-,-,-,-,"$3,200,000"
Dan Bailey,8856,2018,dallas,"$3,400,000",-,-,-,-,-,-,"$3,400,000"
Dan Bailey,8856,2019,dallas,"$3,400,000",-,-,-,-,-,-,"$3,400,000"
Dan Bailey,8856,2020,dallas,"$3,400,000",-,-,-,-,-,-,"$3,400,000"
Deon King,19423,2016,dallas,-,"$6,000",-,-,-,-,-,"$6,000"
Deon King,19423,2016,dallas,"$6,900",-,-,-,-,-,-,"$6,900"
Deon King,19423,2016,chargers2,"$27,600",-,-,-,-,-,-,"$27,600"
Deon King,19423,2016,colts,"$185,290",-,-,-,-,-,-,"$185,290"
Deon King,19423,2016,chargers2,"$52,940",-,-,-,-,-,-,"$52,940"
Deon King,19423,2017,browns,"$412,945",-,-,-,-,-,-,"$412,945"
Deon King,19423,2017,browns,"$28,800",-,-,-,-,-,-,"$28,800"
Bobby Wagner,9857,2012,hawks3,"$390,000","$1,572,944",-,-,-,-,-,"$1,962,944"
