,Year,Name,Age,Team,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Pos
3505,2009,Martin Gerber,34,TOR,12,12.0,6.0,5.0,0.0,38,402.0,364.0,0.905,3.23,0,2.3,706,7.0,0.583,4.0,103.0,-1.21,0,0.0,0.0,10.0,G
3506,2009,Jean-Sebastien Giguere,31,ANA,46,44.0,19.0,18.0,6.0,127,1274.0,1147.0,0.9,3.1,2,6.4,2458,20.0,0.455,10.0,109.0,-10.42,0,0.0,0.0,4.0,G
3507,2009,Jaroslav Halak,23,MTL,34,33.0,18.0,14.0,1.0,92,1077.0,985.0,0.915,2.86,1,7.2,1931,18.0,0.545,2.0,93.0,6.56,0,0.0,0.0,0.0,G
3508,2009,Josh Harding,24,MIN,19,11.0,3.0,9.0,1.0,32,453.0,421.0,0.929,2.21,0,3.8,870,5.0,0.455,0.0,77.0,9.45,0,0.0,0.0,2.0,G
3509,2009,Johan Hedberg,35,ATL,33,26.0,13.0,12.0,3.0,100,875.0,775.0,0.886,3.49,0,3.0,1717,9.0,0.346,6.0,125.0,-19.93,0,0.0,0.0,2.0,G
3510,2009,Riku Helenius,20,TBL,1,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,0.0,0,0.0,7,0.0,,0.0,,,0,0.0,0.0,0.0,G
3511,2009,Jonas Hiller,26,ANA,46,38.0,23.0,15.0,1.0,99,1217.0,1118.0,0.919,2.39,4,8.6,2486,23.0,0.605,6.0,89.0,12.37,0,0.0,0.0,0.0,G
3512,2009,Chris Holt,23,STL,1,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,0.0,0,0.0,19,0.0,,0.0,,,0,0.0,0.0,0.0,G
3513,2009,Jimmy Howard,24,DET,1,1.0,0.0,1.0,0.0,4,28.0,24.0,0.857,4.1,0,0.0,59,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G
3514,2009,Cristobal Huet,33,CHI,41,40.0,20.0,15.0,4.0,99,1087.0,988.0,0.909,2.53,3,6.5,2351,25.0,0.625,8.0,100.0,0.47,0,0.0,0.0,2.0,G
3515,2009,Brent Johnson,31,WSH,21,19.0,12.0,6.0,2.0,53,579.0,526.0,0.908,2.81,0,3.5,1131,11.0,0.579,2.0,100.0,-0.02,0,1.0,1.0,4.0,G
3516,2009,Curtis Joseph,41,TOR,21,11.0,5.0,9.0,1.0,50,383.0,333.0,0.869,3.57,0,0.6,841,2.0,0.182,5.0,143.0,-14.95,0,0.0,0.0,0.0,G
3517,2009,Nikolai Khabibulin,36,CHI,42,39.0,25.0,8.0,7.0,96,1192.0,1096.0,0.919,2.33,3,8.6,2467,24.0,0.615,3.0,88.0,13.08,0,2.0,2.0,8.0,G
3518,2009,Miikka Kiprusoff,32,CGY,76,76.0,45.0,24.0,5.0,209,2155.0,1946.0,0.903,2.84,4,11.5,4418,38.0,0.5,11.0,106.0,-11.8,0,3.0,3.0,2.0,G
3519,2009,Olaf Kolzig,38,TBL,8,8.0,2.0,4.0,1.0,25,245.0,220.0,0.898,3.66,0,1.2,410,3.0,0.375,2.0,,,0,0.0,0.0,0.0,G
3520,2009,Brent Krahn,26,DAL,1,0.0,0.0,0.0,0.0,3,9.0,6.0,0.667,9.0,0,-0.2,20,0.0,,0.0,,,0,0.0,0.0,0.0,G
3521,2009,Jason LaBarbera,29,LAK,19,16.0,5.0,8.0,4.0,47,439.0,392.0,0.893,2.83,2,1.9,995,7.0,0.438,5.0,117.0,-6.83,0,0.0,0.0,2.0,G
3522,2009,Jason LaBarbera,29,VAN,9,8.0,3.0,2.0,2.0,20,235.0,215.0,0.915,2.66,0,1.6,451,6.0,0.75,2.0,,,0,0.0,0.0,0.0,G
3523,2009,Dan LaCosta,22,CBJ,3,2.0,2.0,0.0,0.0,4,80.0,76.0,0.95,1.54,1,0.8,156,2.0,1.0,0.0,,,0,0.0,0.0,0.0,G
3524,2009,Patrick Lalime,34,BUF,24,21.0,5.0,13.0,3.0,67,669.0,602.0,0.9,3.1,0,3.3,1297,11.0,0.524,6.0,109.0,-5.78,0,0.0,0.0,0.0,G
3525,2009,Pascal Leclaire,26,CBJ,12,12.0,4.0,6.0,1.0,43,324.0,281.0,0.867,3.83,0,0.4,674,3.0,0.25,3.0,,,0,1.0,1.0,0.0,G
3526,2009,Manny Legace,35,STL,29,28.0,13.0,9.0,2.0,77,669.0,592.0,0.885,3.18,0,2.2,1452,11.0,0.393,8.0,126.0,-15.78,0,0.0,0.0,0.0,G
3527,2009,Kari Lehtonen,25,ATL,46,45.0,19.0,22.0,3.0,134,1498.0,1364.0,0.911,3.06,3,9.3,2624,27.0,0.6,7.0,98.0,3.08,0,1.0,1.0,6.0,G
3528,2009,Michael Leighton,27,CAR,19,14.0,6.0,7.0,2.0,50,507.0,457.0,0.901,2.92,0,2.6,1029,7.0,0.5,1.0,108.0,-3.6,0,0.0,0.0,4.0,G
3529,2009,Henrik Lundqvist,26,NYR,70,70.0,38.0,25.0,7.0,168,2007.0,1839.0,0.916,2.43,3,13.7,4153,46.0,0.657,9.0,91.0,15.66,0,2.0,2.0,0.0,G
3530,2009,Roberto Luongo,29,VAN,54,53.0,33.0,13.0,7.0,124,1542.0,1418.0,0.92,2.34,9,11.1,3181,32.0,0.604,7.0,88.0,17.11,0,1.0,1.0,4.0,G
3531,2009,Joey MacDonald,28,NYI,49,46.0,14.0,26.0,6.0,157,1584.0,1427.0,0.901,3.37,1,8.1,2792,21.0,0.457,6.0,108.0,-12.05,0,1.0,1.0,6.0,G
3532,2009,Peter Mannino,24,NYI,3,2.0,1.0,1.0,0.0,10,87.0,77.0,0.885,4.52,0,0.3,133,1.0,0.5,0.0,,,0,0.0,0.0,0.0,G
3533,2009,Chris Mason,32,STL,57,51.0,27.0,21.0,7.0,129,1544.0,1415.0,0.916,2.41,6,10.6,3215,31.0,0.608,8.0,91.0,12.29,0,1.0,1.0,0.0,G
3534,2009,Steve Mason,20,CBJ,61,61.0,33.0,20.0,7.0,140,1658.0,1518.0,0.916,2.29,10,11.2,3664,34.0,0.557,10.0,92.0,11.72,0,0.0,0.0,2.0,G
3535,2009,Curtis McElhinney,25,CGY,14,5.0,1.0,6.0,1.0,31,280.0,249.0,0.889,3.59,0,1.1,518,2.0,0.4,2.0,,,0,0.0,0.0,2.0,G
3536,2009,Mike McKenna,25,TBL,15,14.0,4.0,8.0,1.0,46,406.0,360.0,0.887,3.56,1,1.4,776,4.0,0.286,6.0,124.0,-8.85,0,1.0,1.0,0.0,G
3537,2009,Ryan Miller,28,BUF,59,58.0,34.0,18.0,6.0,145,1773.0,1628.0,0.918,2.53,5,12.5,3443,38.0,0.655,7.0,89.0,17.25,0,0.0,0.0,4.0,G
3538,2009,Al Montoya,23,PHX,5,4.0,3.0,1.0,0.0,9,120.0,111.0,0.925,2.08,1,0.9,259,3.0,0.75,1.0,,,0,0.0,0.0,0.0,G
3539,2009,Evgeni Nabokov,33,SJS,62,62.0,41.0,12.0,8.0,150,1663.0,1513.0,0.91,2.44,7,10.2,3686,38.0,0.613,12.0,99.0,2.18,0,1.0,1.0,12.0,G
3540,2009,Michal Neuvirth,20,WSH,5,3.0,2.0,1.0,0.0,11,102.0,91.0,0.892,3.0,0,0.4,220,1.0,0.333,1.0,,,0,0.0,0.0,0.0,G
3541,2009,Antti Niemi,25,CHI,3,2.0,1.0,1.0,1.0,8,59.0,51.0,0.864,3.4,0,0.1,141,1.0,0.5,1.0,,,0,0.0,0.0,0.0,G
3542,2009,Antero Niittymaki,28,PHI,32,29.0,15.0,8.0,6.0,83,947.0,864.0,0.912,2.76,1,6.1,1805,14.0,0.483,6.0,96.0,3.66,0,1.0,1.0,2.0,G
3543,2009,Fredrik Norrena,35,CBJ,8,5.0,1.0,3.0,2.0,17,133.0,116.0,0.872,3.16,0,0.3,323,1.0,0.2,1.0,,,0,0.0,0.0,0.0,G
3544,2009,Chris Osgood,36,DET,46,44.0,26.0,9.0,8.0,137,1208.0,1071.0,0.887,3.09,2,4.3,2663,19.0,0.432,10.0,124.0,-26.46,0,2.0,2.0,8.0,G
