SEASON,PLAYER_ID,PLAYER_NAME,AGE,TM,LG,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
1999,dafoeby01,Byron Dafoe,27,BOS,NHL,68,,32,23,11,133,1800,1667,0.926,2,10,14.1,4001,,,,80,32.98,0,2,2,25
1999,denisma01,Marc Denis,21,COL,NHL,4,,1,1,1,9,110,101,0.918,2.49,0,0.8,217,,,,,,0,0,0,0
1999,dunhami01,Mike Dunham,26,NSH,NHL,44,,16,23,3,127,1387,1260,0.908,3.08,1,8.2,2472,,,,99,0.9,0,0,0,4
1999,eschero01,Robert Esche,21,PHX,NHL,3,,0,1,0,7,50,43,0.86,3.24,0,0,130,,,,,,0,0,0,0
1999,essenbo01,Bob Essensa,34,EDM,NHL,39,,12,14,6,96,974,878,0.901,2.76,0,5,2091,,,,107,-6.19,0,1,1,0
1999,fernama01,Manny Fernandez,24,DAL,NHL,1,,0,1,0,2,29,27,0.931,2.01,0,0.2,60,,,,,,0,0,0,0
1999,fichaer01,Eric Fichaud,23,NSH,NHL,9,,0,6,0,24,229,205,0.895,3.22,0,1,447,,,,,,0,0,0,0
1999,fisetst01,Stephane Fiset,28,LAK,NHL,42,,18,21,1,104,1217,1113,0.915,2.6,3,8,2403,,,,93,8.22,0,0,0,2
1999,fitzpma01,Mark Fitzpatrick,30,CHI,NHL,27,,6,8,6,64,682,618,0.906,2.78,0,3.9,1403,,,,102,-1.11,0,1,1,8
1999,flahewa01,Wade Flaherty,31,NYI,NHL,20,,5,11,2,53,491,438,0.892,3.03,0,2,1048,,,,117,-7.72,0,0,0,4
1999,fuhrgr01,Grant Fuhr,36,STL,NHL,39,,16,11,8,89,827,738,0.892,2.43,2,3.4,2193,,,,117,-12.74,0,0,0,12
1999,garnety01,Tyrone Garner,20,CGY,NHL,3,,0,2,0,12,74,62,0.838,5.18,0,-0.1,139,,,,,,0,0,0,0
1999,gauthse01,Sean Gauthier,27,SJS,NHL,1,,0,0,0,0,2,2,1,0,0,0,3,,,,,,0,0,0,0
1999,gigueje01,Jean-Sebastien Giguere,21,CGY,NHL,15,,6,7,1,46,447,401,0.897,3.21,0,2.1,860,,,,112,-4.78,0,1,1,4
1999,hackeje01,Jeff Hackett,30,MTL,NHL,53,,24,20,9,117,1360,1243,0.914,2.27,5,8.8,3091,,,,93,8.41,0,1,1,6
1999,hackeje01,Jeff Hackett,30,CHI,NHL,10,,2,6,1,33,256,223,0.871,4.12,0,0.5,524,,,,,,0,0,0,6
1999,hasekdo01,Dominik Hasek,34,BUF,NHL,64,,30,18,14,119,1877,1758,0.937,1.87,9,16.8,3817,,,,69,54.08,0,0,0,14
1999,healygl01,Glenn Healy,36,TOR,NHL,9,,6,3,0,27,257,230,0.895,2.97,0,1.1,546,,,,,,0,0,0,0
1999,hebergu01,Guy Hebert,32,MDA,NHL,69,,31,29,9,165,2114,1949,0.922,2.46,6,15.6,4083,,,,85,29.93,0,1,1,0
1999,hextaro01,Ron Hextall,34,PHI,NHL,23,,10,7,4,52,464,412,0.888,2.52,0,1.7,1235,,,,122,-9.21,0,2,2,2
1999,hirscco01,Corey Hirsch,26,VAN,NHL,20,,3,8,3,48,435,387,0.89,3.13,1,1.7,919,,,,120,-7.89,0,0,0,0
1999,hodsoke01,Kevin Hodson,26,TBL,NHL,5,,2,1,1,11,118,107,0.907,2.78,0,0.7,238,,,,,,0,0,0,0
1999,hodsoke01,Kevin Hodson,26,DET,NHL,4,,0,2,0,9,79,70,0.886,3.08,0,0.3,175,,,,,,0,0,0,0
1999,irbear01,Arturs Irbe,31,CAR,NHL,62,,27,20,12,135,1753,1618,0.923,2.22,6,13.1,3643,,,,84,26.64,0,0,0,10
1999,johnsbr02,Brent Johnson,21,STL,NHL,6,,3,2,0,10,127,117,0.921,2.1,0,0.9,286,,,,,,0,0,0,0
1999,josepcu01,Curtis Joseph,31,TOR,NHL,67,,35,24,7,171,1903,1732,0.91,2.56,3,11.6,4001,,,,97,4.48,0,5,5,6
1999,khabini01,Nikolai Khabibulin,26,PHX,NHL,63,,32,23,7,130,1681,1551,0.923,2.13,8,12.5,3657,,,,84,25.01,0,0,0,8
1999,kiddtr01,Trevor Kidd,26,CAR,NHL,25,,7,10,6,61,640,579,0.905,2.69,2,3.5,1358,,,,103,-1.99,0,0,0,0
1999,kolziol01,Olaf Kolzig,28,WSH,NHL,64,,26,31,3,154,1538,1384,0.9,2.58,4,7.7,3586,,,,109,-12.18,0,2,2,19
1999,langksc01,Scott Langkow,23,PHX,NHL,1,,0,0,0,3,17,14,0.824,5.08,0,-0.1,35,,,,,,0,0,0,0
1999,legacma01,Manny Legace,25,LAK,NHL,17,,2,9,2,39,439,400,0.911,2.79,0,2.7,899,,,,96,1.48,0,1,1,0
1999,maracno01,Norm Maracle,24,DET,NHL,16,,6,5,2,31,379,348,0.918,2.27,0,2.6,821,,,,89,3.95,0,0,0,0
1999,masonch02,Chris Mason,22,NSH,NHL,3,,0,0,0,6,44,38,0.864,5.21,0,0,69,,,,,,0,0,0,0
1999,mcleaki01,Kirk McLean,32,FLA,NHL,30,,9,10,4,73,727,654,0.9,2.75,2,3.6,1597,,,,109,-5.96,0,0,0,2
1999,mclenja01,Jamie McLennan,27,STL,NHL,33,,13,14,4,70,640,570,0.891,2.36,3,2.5,1763,,,,119,-10.99,0,0,0,0
1999,mossty01,Tyler Moss,23,CGY,NHL,11,,3,7,0,23,295,272,0.922,2.51,0,2.2,550,,,,,,0,1,1,0
1999,osgooch01,Chris Osgood,26,DET,NHL,63,,34,25,4,149,1654,1505,0.91,2.42,3,10,3691,,,,98,3.52,0,3,3,8
1999,parenri01,Rich Parent,26,STL,NHL,10,,4,3,1,22,193,171,0.886,2.54,1,0.7,519,,,,,,0,0,0,2
1999,passmst01,Steve Passmore,26,EDM,NHL,6,,1,4,1,17,183,166,0.907,2.82,0,1.1,362,,,,,,0,1,1,2
1999,pelleje01,Jean-Marc Pelletier,20,PHI,NHL,1,,0,1,0,5,29,24,0.828,5,0,-0.1,60,,,,,,0,0,0,0
1999,potvife01,Felix Potvin,27,NYI,NHL,11,,2,7,1,37,345,308,0.893,3.66,0,1.5,606,,,,116,-5.19,0,0,0,0
1999,potvife01,Felix Potvin,27,TOR,NHL,5,,3,2,0,19,142,123,0.866,3.82,0,0.2,299,,,,,,0,0,0,0
1999,puppada01,Daren Puppa,33,TBL,NHL,13,,5,6,1,33,350,317,0.906,3.14,2,2,691,,,,102,-0.73,0,1,1,0
1999,ranfobi01,Bill Ranford,32,TBL,NHL,32,,3,18,3,102,858,756,0.881,3.9,1,2.5,1568,,,,129,-22.88,0,0,0,2
1999,ranfobi01,Bill Ranford,32,DET,NHL,4,,3,0,1,8,98,90,0.918,1.96,0,0.7,244,,,,,,0,0,0,0
1999,reeseje01,Jeff Reese,32,TOR,NHL,2,,1,1,0,8,51,43,0.843,4.51,0,-0.1,106,,,,,,0,0,0,0
1999,rhodeda01,Damian Rhodes,29,OTT,NHL,45,,22,13,7,101,1060,959,0.905,2.44,3,5.8,2480,,,,103,-3.26,1,1,2,4
1999,richtmi01,Mike Richter,32,NYR,NHL,68,,27,30,8,170,1898,1728,0.91,2.63,4,11.6,3878,,,,97,5.02,0,0,0,0
1999,rolosdw01,Dwayne Roloson,29,BUF,NHL,18,,6,8,2,42,460,418,0.909,2.77,1,2.7,911,,,,99,0.42,0,0,0,4
1999,rosatmi01,Mike Rosati,31,WSH,NHL,1,,1,0,0,0,12,12,1,0,0,0.2,28,,,,,,0,0,0,0
1999,roussdo01,Dominic Roussel,28,MDA,NHL,18,,4,5,4,37,478,441,0.923,2.51,1,3.6,884,,,,84,7.08,0,0,0,0
1999,roypa01,Patrick Roy,33,COL,NHL,61,,32,19,8,139,1673,1534,0.917,2.29,5,11.4,3648,,,,90,15.27,0,2,2,28
1999,saloto01,Tommy Salo,27,NYI,NHL,51,,17,26,7,132,1368,1236,0.904,2.62,5,7.3,3018,,,,105,-5.86,0,0,0,12
1999,saloto01,Tommy Salo,27,EDM,NHL,13,,8,2,2,27,279,252,0.903,2.32,0,1.5,700,,,,,,0,0,0,0
1999,schwaco01,Corey Schwab,28,TBL,NHL,40,,8,25,3,126,1153,1027,0.891,3.52,0,4.6,2146,,,,119,-19.68,0,4,4,4
1999,shielst01,Steve Shields,26,SJS,NHL,37,,15,11,8,80,1011,931,0.921,2.22,4,7.3,2162,,,,86,13.22,0,1,1,6
1999,shtalmi01,Mikhail Shtalenkov,33,EDM,NHL,34,,12,17,3,81,782,701,0.896,2.67,3,3.6,1819,,,,112,-8.89,0,0,0,2
1999,shtalmi01,Mikhail Shtalenkov,33,PHX,NHL,4,,1,2,1,9,104,95,0.913,2.22,0,0.7,243,,,,,,0,0,0,0
1999,skudrpe01,Peter Skudra,25,PIT,NHL,37,,15,11,5,89,822,733,0.892,2.89,3,3.4,1914,,,,117,-13.2,0,0,0,2
1999,snowga01,Garth Snow,29,VAN,NHL,65,,20,31,8,171,1715,1544,0.9,2.99,6,8.6,3501,,,,108,-12.86,0,1,1,34
1999,storrja01,Jamie Storr,23,LAK,NHL,28,,12,12,2,61,724,663,0.916,2.4,4,4.9,1525,,,,91,5.76,0,1,1,6
1999,tabarri01,Rick Tabaracci,30,WSH,NHL,23,,4,12,3,50,530,480,0.906,2.66,2,3,1193,,,,102,-1.13,0,0,0,2
1999,tallaro01,Robbie Tallas,25,BOS,NHL,17,,7,7,2,43,421,378,0.898,2.61,1,2,987,,,,111,-4.18,0,0,0,0
1999,terrech01,Chris Terreri,34,NJD,NHL,12,,8,3,1,30,294,264,0.898,2.48,1,1.4,726,,,,,,0,1,1,0
1999,theodjo01,Jose Theodore,22,MTL,NHL,18,,4,12,0,50,406,356,0.877,3.29,1,1,913,,,,134,-12.56,0,0,0,0
1999,thibajo01,Jocelyn Thibault,24,CHI,NHL,52,,21,26,5,136,1435,1299,0.905,2.71,4,8,3014,,,,103,-3.68,0,1,1,2
1999,thibajo01,Jocelyn Thibault,24,MTL,NHL,10,,3,4,2,23,250,227,0.908,2.61,1,1.5,529,,,,,,0,0,0,0
1999,trefian01,Andrei Trefilov,29,CGY,NHL,4,,0,3,0,11,84,73,0.869,4.01,0,0.1,162,,,,,,0,0,0,0
1999,trefian01,Andrei Trefilov,29,CHI,NHL,1,,0,1,0,4,20,16,0.8,9.7,0,-0.1,25,,,,,,0,0,0,0
1999,tugnuro01,Ron Tugnutt,31,OTT,NHL,43,,22,10,8,75,1005,930,0.925,1.79,3,7.8,2508,,,,81,17.67,0,0,0,0
1999,turekro01,Roman Turek,28,DAL,NHL,26,,16,3,3,48,562,514,0.915,2.29,1,3.7,1382,,,,93,3.82,0,0,0,0
1999,vanbijo01,John Vanbiesbrouck,35,PHI,NHL,62,,27,18,15,135,1380,1245,0.902,2.19,6,7.2,3712,,,,106,-7.75,0,1,1,12
1999,vernomi01,Mike Vernon,35,SJS,NHL,49,,16,22,10,107,1200,1093,0.911,2.43,4,7.4,2831,,,,97,3.65,0,0,0,8
1999,vokouto01,Tomas Vokoun,22,NSH,NHL,37,,12,18,4,96,1041,945,0.908,2.95,1,6.1,1954,,,,100,-0.01,0,1,1,6
1999,waiteji01,Jimmy Waite,29,PHX,NHL,16,,6,5,4,41,390,349,0.895,2.74,1,1.7,898,,,,114,-5.04,0,0,0,2
1999,weekeke01,Kevin Weekes,23,VAN,NHL,11,,0,8,1,34,257,223,0.868,3.83,0,0.4,532,,,,,,0,0,0,0
1999,wilkide01,Derek Wilkinson,24,TBL,NHL,5,,1,3,1,13,128,115,0.898,3.08,0,0.6,253,,,,,,0,0,0,0
1999,wreggke01,Ken Wregget,34,CGY,NHL,27,,10,12,4,67,712,645,0.906,2.87,1,4,1590,,,,102,-1.35,0,1,1,8
2000,aubinje01,Jean-Sebastien Aubin,22,PIT,NHL,51,,23,21,3,120,1392,1272,0.914,2.58,2,9.9,2789,,,,90,13.09,0,1,1,2
2000,barrato01,Tom Barrasso,34,PIT,NHL,18,,5,7,2,46,386,340,0.881,3.17,1,1.4,870,,,,125,-9.1,0,0,0,6
2000,barrato01,Tom Barrasso,34,OTT,NHL,7,,3,4,0,22,182,160,0.879,3.16,0,0.6,418,,,,,,0,0,0,0
2000,belfoed01,Ed Belfour,34,DAL,NHL,62,,32,21,7,127,1571,1444,0.919,2.1,4,12.1,3620,,,,85,23.2,0,3,3,10
2000,bierkza01,Zac Bierk,23,TBL,NHL,12,,4,4,1,31,308,277,0.899,3.66,0,1.7,509,,,,,,0,1,1,0
2000,billicr01,Craig Billington,33,WSH,NHL,13,,3,6,1,28,310,282,0.91,2.75,2,2.1,611,,,,,,0,0,0,0
2000,bironma01,Martin Biron,22,BUF,NHL,41,,19,18,2,90,988,898,0.909,2.42,5,6.5,2229,,,,95,4.46,0,0,0,6
2000,bouchbr01,Brian Boucher,23,PHI,NHL,35,,20,10,3,65,790,725,0.918,1.91,4,6,2038,,,,86,10.53,0,1,1,4
2000,brathfr01,Fred Brathwaite,27,CGY,NHL,61,,25,25,7,158,1664,1506,0.905,2.75,5,10.3,3448,,,,99,1.09,0,0,0,4
2000,brodema01,Martin Brodeur,27,NJD,NHL,72,,43,20,8,161,1797,1636,0.91,2.24,6,12.1,4312,,,,94,10.81,1,4,5,16
2000,burkese01,Sean Burke,33,PHX,NHL,35,,17,14,3,88,1022,934,0.914,2.55,3,7.3,2074,,,,90,9.71,0,0,0,10
2000,burkese01,Sean Burke,33,FLA,NHL,7,,2,5,0,18,208,190,0.913,2.58,0,1.5,418,,,,,,0,0,0,2
2000,cloutda01,Dan Cloutier,23,TBL,NHL,52,,9,30,3,145,1258,1113,0.885,3.44,0,5,2492,,,,121,-24.72,0,0,0,29
2000,cousima01,Marcel Cousineau,26,LAK,NHL,5,,1,1,0,6,64,58,0.906,2.11,0,0.4,171,,,,,,0,0,0,0
2000,dafoeby01,Byron Dafoe,28,BOS,NHL,41,,13,16,10,114,1030,916,0.889,2.97,3,4.6,2307,,,,116,-15.52,0,0,0,0
2000,denisma01,Marc Denis,22,COL,NHL,23,,9,8,3,51,618,567,0.917,2.54,3,4.6,1203,,,,86,8.09,0,2,2,6
2000,dunhami01,Mike Dunham,27,NSH,NHL,52,,19,27,6,146,1584,1438,0.908,2.85,0,10.2,3077,,,,96,5.44,0,0,0,6
2000,eschero01,Robert Esche,22,PHX,NHL,8,,2,5,0,23,215,192,0.893,3.38,0,1,408,,,,,,0,0,0,4
2000,essenbo01,Bob Essensa,35,PHX,NHL,30,,13,10,3,73,719,646,0.898,2.78,1,3.9,1573,,,,106,-4.26,0,0,0,0
2000,fankhsc01,Scott Fankhouser,24,ATL,NHL,16,,2,11,2,49,451,402,0.891,3.2,0,2.1,920,,,,114,-5.88,0,0,0,4
2000,fernama01,Manny Fernandez,25,DAL,NHL,24,,11,8,3,48,603,555,0.92,2.13,1,4.7,1353,,,,83,9.65,0,2,2,2
2000,fichaer01,Eric Fichaud,24,CAR,NHL,9,,3,5,1,24,206,182,0.883,2.94,1,0.8,490,,,,,,0,0,0,2
2000,fisetst01,Stephane Fiset,29,LAK,NHL,47,,20,15,7,119,1208,1089,0.901,2.73,1,7,2592,,,,103,-3.51,0,2,2,4
2000,fitzpma01,Mark Fitzpatrick,31,CAR,NHL,3,,0,2,0,8,68,60,0.882,4.48,0,0.3,107,,,,,,0,0,0,0
2000,flahewa01,Wade Flaherty,32,NYI,NHL,4,,0,1,1,7,81,74,0.914,2.31,0,0.6,182,,,,,,0,0,0,0
2000,fountmi01,Mike Fountain,28,OTT,NHL,1,,0,0,0,1,6,5,0.833,3.87,0,0,16,,,,,,0,0,0,0
2000,fuhrgr01,Grant Fuhr,37,CGY,NHL,23,,5,13,2,77,536,459,0.856,3.83,0,0.5,1205,,,,150,-25.75,0,0,0,2
2000,gigueje01,Jean-Sebastien Giguere,22,CGY,NHL,7,,1,3,1,15,175,160,0.914,2.72,0,1.3,330,,,,,,0,0,0,2
2000,grahajo01,John Grahame,24,BOS,NHL,24,,7,10,5,55,609,554,0.91,2.46,2,4.1,1344,,,,94,3.23,0,1,1,8
2000,hackeje01,Jeff Hackett,31,MTL,NHL,56,,23,25,7,132,1543,1411,0.914,2.4,3,11.1,3301,,,,89,15.52,0,0,0,4
2000,hasekdo01,Dominik Hasek,35,BUF,NHL,35,,15,11,6,76,937,861,0.919,2.21,3,7.2,2066,,,,85,13.58,0,1,1,12
2000,healygl01,Glenn Healy,37,TOR,NHL,20,,9,10,0,59,527,468,0.888,3.04,2,2.3,1164,,,,117,-8.61,0,1,1,2
2000,hebergu01,Guy Hebert,33,MDA,NHL,68,,28,31,9,166,1805,1639,0.908,2.51,4,11.7,3976,,,,96,6.57,0,2,2,2
2000,hnilimi01,Milan Hnilicka,26,NYR,NHL,2,,0,1,0,5,44,39,0.886,3.48,0,0.2,86,,,,,,0,0,0,0
2000,hodsoke01,Kevin Hodson,27,TBL,NHL,24,,2,7,4,47,327,280,0.856,3.67,0,0.3,769,,,,,,0,0,0,2
2000,hurmeja01,Jani Hurme,25,OTT,NHL,1,,1,0,0,2,19,17,0.895,2,0,0.1,60,,,,,,0,0,0,0
2000,irbear01,Arturs Irbe,32,CAR,NHL,75,,34,28,9,175,1858,1683,0.906,2.42,5,11.6,4345,,,,99,2.64,0,1,1,14
2000,josepcu01,Curtis Joseph,32,TOR,NHL,63,,36,20,7,158,1854,1696,0.915,2.49,4,13.4,3801,,,,89,19.26,0,1,1,14
2000,kiddtr01,Trevor Kidd,27,FLA,NHL,28,,14,11,2,69,809,740,0.915,2.63,1,5.8,1574,,,,89,8.35,0,0,0,0
2000,kochadi01,Dieter Kochan,25,TBL,NHL,5,,1,4,0,17,111,94,0.847,4.28,0,0,238,,,,,,0,0,0,0
2000,kolziol01,Olaf Kolzig,29,WSH,NHL,73,,41,20,11,163,1957,1794,0.917,2.24,5,14.6,4371,,,,87,24.11,0,2,2,6
2000,labbeje01,Jean-Francois Labbe,27,NYR,NHL,1,,0,1,0,3,22,19,0.864,3,0,0,60,,,,,,0,0,0,0
2000,lalimpa01,Patrick Lalime,25,OTT,NHL,38,,19,14,3,79,834,755,0.905,2.33,3,5.2,2038,,,,99,0.74,0,0,0,4
2000,lamotma01,Marc Lamothe,25,CHI,NHL,2,,1,1,0,10,50,40,0.8,5.16,0,-0.3,116,,,,,,0,0,0,0
2000,langksc01,Scott Langkow,24,ATL,NHL,15,,3,11,0,55,395,340,0.861,4.31,0,0.5,765,,,,146,-17.23,0,0,0,0
2000,legacma01,Manny Legace,26,DET,NHL,4,,4,0,0,11,117,106,0.906,2.75,0,0.7,240,,,,,,0,0,0,0
2000,luongro01,Roberto Luongo,20,NYI,NHL,24,,7,14,1,70,730,660,0.904,3.25,1,4.4,1292,,,,100,-0.21,0,0,0,0
2000,maracno01,Norm Maracle,25,ATL,NHL,32,,4,19,2,94,852,758,0.89,3.49,1,3.8,1618,,,,115,-12.54,0,0,0,0
2000,mcleaki01,Kirk McLean,33,NYR,NHL,22,,7,8,4,58,558,500,0.896,2.94,0,2.9,1206,,,,109,-4.65,0,1,1,2
2000,mclenja01,Jamie McLennan,28,STL,NHL,19,,9,5,2,33,341,308,0.903,1.96,2,2,1009,,,,101,-0.4,0,0,0,2
2000,michaal01,Alfie Michaud,23,VAN,NHL,2,,0,1,0,5,27,22,0.815,4.32,0,-0.1,69,,,,,,0,0,0,0
2000,minarmi01,Mike Minard,23,EDM,NHL,1,,1,0,0,3,36,33,0.917,3,0,0.3,60,,,,,,0,0,0,0
2000,nabokev01,Evgeni Nabokov,24,SJS,NHL,11,,2,2,1,15,166,151,0.91,2.17,1,1.1,414,,,,,,0,0,0,0
2000,osgooch01,Chris Osgood,27,DET,NHL,53,,30,14,8,126,1349,1223,0.907,2.4,6,8.5,3148,,,,98,2.98,0,1,1,18
2000,parenri01,Rich Parent,27,TBL,NHL,14,,2,7,1,43,353,310,0.878,3.7,0,1.1,698,,,,127,-9.25,0,0,0,2
2000,passmst01,Steve Passmore,27,CHI,NHL,24,,7,12,3,63,654,591,0.904,2.72,1,3.9,1388,,,,101,-0.47,0,0,0,9
2000,potvife01,Felix Potvin,28,VAN,NHL,34,,12,13,7,85,906,821,0.906,2.51,0,5.7,1966,,,,98,1.62,0,2,2,2
2000,potvife01,Felix Potvin,28,NYI,NHL,22,,5,14,3,68,632,564,0.892,3.21,1,3,1273,,,,113,-7.58,0,0,0,2
2000,puppada01,Daren Puppa,34,TBL,NHL,5,,1,2,0,19,129,110,0.853,4.58,0,0.1,249,,,,,,0,0,0,2
2000,ranfobi01,Bill Ranford,33,EDM,NHL,16,,4,6,3,47,407,360,0.885,3.59,0,1.6,785,,,,121,-8.09,0,0,0,2
2000,rhodeda01,Damian Rhodes,30,ATL,NHL,28,,5,19,3,101,803,702,0.874,3.88,1,2.2,1561,,,,132,-24.23,0,0,0,2
2000,richtmi01,Mike Richter,33,NYR,NHL,61,,22,31,8,173,1815,1642,0.905,2.87,0,11.1,3622,,,,100,0.53,0,0,0,4
2000,rolosdw01,Dwayne Roloson,30,BUF,NHL,14,,1,7,3,32,277,245,0.884,2.84,0,1.1,677,,,,,,0,0,0,0
2000,roussdo01,Dominic Roussel,29,MDA,NHL,20,,6,5,3,52,445,393,0.883,3.16,1,1.7,988,,,,122,-9.45,0,0,0,6
2000,roypa01,Patrick Roy,34,COL,NHL,63,,32,21,8,141,1640,1499,0.914,2.28,2,11.7,3704,,,,90,15.8,0,3,3,10
2000,saloto01,Tommy Salo,28,EDM,NHL,70,,27,28,13,162,1875,1713,0.914,2.33,2,13.3,4164,,,,90,17.27,0,1,1,8
2000,schwaco01,Corey Schwab,29,VAN,NHL,6,,2,1,1,16,115,99,0.861,3.57,0,0.2,269,,,,,,0,0,0,2
2000,shielst01,Steve Shields,27,SJS,NHL,67,,27,30,8,162,1826,1664,0.911,2.56,4,12.5,3797,,,,93,12.58,0,1,1,29
2000,shtalmi01,Mikhail Shtalenkov,34,PHX,NHL,15,,7,6,2,36,370,334,0.903,2.39,2,2.2,904,,,,102,-0.62,0,3,3,2
2000,shtalmi01,Mikhail Shtalenkov,34,FLA,NHL,15,,8,4,2,34,369,335,0.908,2.31,0,2.4,882,,,,96,1.28,0,0,0,2
2000,shulmri01,Richard Shulmistra,28,FLA,NHL,1,,1,0,0,1,21,20,0.952,1,0,0.2,60,,,,,,0,0,0,0
2000,skudrpe01,Peter Skudra,26,PIT,NHL,20,,5,7,3,48,374,326,0.872,3.19,1,0.9,922,,,,134,-12.24,0,0,0,0
2000,snowga01,Garth Snow,30,VAN,NHL,32,,10,15,3,76,775,699,0.902,2.68,0,4.5,1712,,,,103,-1.9,0,2,2,8
2000,storrja01,Jamie Storr,24,LAK,NHL,42,,18,15,5,93,1008,915,0.908,2.55,1,6.5,2206,,,,96,3.37,0,1,1,4
2000,tabarri01,Rick Tabaracci,31,COL,NHL,2,,1,0,0,2,18,16,0.889,1.99,0,0.1,60,,,,,,0,0,0,0
2000,tabarri01,Rick Tabaracci,31,ATL,NHL,1,,0,1,0,4,32,28,0.875,4.07,0,0.1,59,,,,,,0,0,0,0
2000,tallaro01,Robbie Tallas,26,BOS,NHL,27,,4,13,4,72,628,556,0.885,3.17,0,2.5,1363,,,,120,-11.96,0,0,0,6
2000,terrech01,Chris Terreri,35,NJD,NHL,12,,2,9,0,37,299,262,0.876,3.42,0,0.9,649,,,,,,0,0,0,2
2000,theodjo01,Jose Theodore,23,MTL,NHL,30,,12,13,2,58,717,659,0.919,2.1,5,5.5,1655,,,,85,10.55,0,0,0,0
2000,thibajo01,Jocelyn Thibault,25,CHI,NHL,60,,25,26,7,158,1679,1521,0.906,2.76,3,10.5,3438,,,,98,2.53,0,0,0,2
2000,tugnuro01,Ron Tugnutt,32,OTT,NHL,44,,18,12,8,103,1020,917,0.899,2.54,4,5.6,2435,,,,106,-5.48,0,0,0,0
2000,tugnuro01,Ron Tugnutt,32,PIT,NHL,7,,4,2,0,15,197,182,0.924,2.4,0,1.6,374,,,,,,0,0,0,0
2000,turekro01,Roman Turek,29,STL,NHL,67,,42,15,9,129,1470,1341,0.912,1.95,7,10.2,3960,,,,92,11.54,0,1,1,4
2000,valiqst01,Steve Valiquette,22,NYI,NHL,6,,2,0,0,6,117,111,0.949,1.87,0,1.3,193,,,,,,0,0,0,0
2000,vanbijo01,John Vanbiesbrouck,36,PHI,NHL,50,,25,15,9,108,1143,1035,0.906,2.2,3,7.1,2950,,,,99,1.28,0,1,1,6
2000,vernomi01,Mike Vernon,36,FLA,NHL,34,,18,13,2,83,1020,937,0.919,2.54,1,7.8,2019,,,,85,14.52,0,3,3,2
2000,vernomi01,Mike Vernon,36,SJS,NHL,15,,6,5,1,32,360,328,0.911,2.49,0,2.5,772,,,,93,2.42,0,0,0,0
2000,vokouto01,Tomas Vokoun,23,NSH,NHL,33,,9,20,1,87,908,821,0.904,2.78,1,5.5,1879,,,,100,-0.19,0,1,1,8
2000,weekeke01,Kevin Weekes,24,NYI,NHL,36,,10,20,4,115,1173,1058,0.902,3.51,1,6.8,2026,,,,103,-2.85,0,1,1,0
2000,weekeke01,Kevin Weekes,24,VAN,NHL,20,,6,7,4,47,461,414,0.898,2.85,1,2.5,987,,,,107,-2.92,0,0,0,0
2000,wreggke01,Ken Wregget,35,DET,NHL,29,,14,10,2,70,700,630,0.9,2.66,0,3.9,1579,,,,105,-3.07,0,1,1,0
2001,aebisda01,David Aebischer,22,COL,NHL,26,,12,7,3,52,538,486,0.903,2.24,3,3.3,1393,,,,100,0.04,0,1,1,0
2001,aubinje01,Jean-Sebastien Aubin,23,PIT,NHL,36,,20,14,1,107,973,866,0.89,3.33,0,4.6,2050,,,,114,-12.87,0,1,1,4
2001,belfoed01,Ed Belfour,35,DAL,NHL,63,,35,20,7,144,1508,1364,0.905,2.34,8,9.5,3687,,,,99,1.88,0,1,1,4
2001,bierkza01,Zac Bierk,24,MIN,NHL,1,,0,1,0,6,27,21,0.778,6,0,-0.2,60,,,,,,0,0,0,2
2001,billicr01,Craig Billington,34,WSH,NHL,12,,3,5,2,27,317,290,0.915,2.45,0,2.3,660,,,,,,0,1,1,0
2001,bironma01,Martin Biron,23,BUF,NHL,18,,7,7,1,39,427,388,0.909,2.55,2,2.9,918,,,,94,2.31,0,0,0,0
2001,bouchbr01,Brian Boucher,24,PHI,NHL,27,,8,12,5,80,644,564,0.876,3.27,1,2,1470,,,,128,-17.7,0,0,0,2
2001,brathfr01,Fred Brathwaite,28,CGY,NHL,49,,15,17,10,106,1181,1075,0.91,2.32,5,8.1,2742,,,,93,8.25,0,1,1,2
2001,brodema01,Martin Brodeur,28,NJD,NHL,72,,42,17,11,166,1762,1596,0.906,2.32,9,11.3,4297,,,,97,4.45,0,1,1,14
2001,burkese01,Sean Burke,34,PHX,NHL,62,,25,22,13,138,1767,1629,0.922,2.27,4,14.4,3644,,,,81,32.84,0,1,1,16
2001,cechmro01,Roman Cechmanek,29,PHI,NHL,59,,35,15,6,115,1464,1349,0.921,2.01,10,11.9,3431,,,,81,26.62,0,1,1,4
2001,cloutda01,Dan Cloutier,24,TBL,NHL,24,,3,13,3,59,541,482,0.891,3.52,1,2.6,1005,,,,113,-6.66,0,0,0,4
2001,cloutda01,Dan Cloutier,24,VAN,NHL,16,,4,6,5,37,348,311,0.894,2.43,0,1.8,914,,,,110,-3.34,0,0,0,0
2001,dafoeby01,Byron Dafoe,29,BOS,NHL,45,,22,14,7,101,1076,975,0.906,2.39,2,6.9,2536,,,,97,3.09,0,2,2,6
2001,denisma01,Marc Denis,23,CBJ,NHL,32,,6,20,4,99,940,841,0.895,3.25,0,4.9,1830,,,,109,-8.07,0,0,0,2
