SEASON,PLAYER_ID,PLAYER_NAME,AGE,TM,LG,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
2001,dipieri01,Rick DiPietro,19,NYI,NHL,20,,3,15,1,63,515,452,0.878,3.49,0,1.7,1083,,,,126,-13.18,0,2,2,6
2001,dunhami01,Mike Dunham,28,NSH,NHL,48,,21,21,4,107,1381,1274,0.923,2.33,4,11.4,2810,,,,80,26.59,0,0,0,2
2001,eschero01,Robert Esche,23,PHX,NHL,25,,10,8,4,68,657,589,0.896,3.02,2,3.5,1350,,,,107,-4.44,0,3,3,2
2001,essenbo01,Bob Essensa,36,VAN,NHL,39,,18,12,3,92,854,762,0.892,2.68,1,4.2,2059,,,,111,-9.39,0,0,0,4
2001,fankhsc01,Scott Fankhouser,25,ATL,NHL,7,,2,1,0,16,160,144,0.9,3.44,0,0.9,260,,,,,,0,0,0,2
2001,fernama01,Manny Fernandez,26,MIN,NHL,42,,19,17,4,92,1147,1055,0.92,2.24,4,9.1,2461,,,,83,18.96,0,0,0,6
2001,fichaer01,Eric Fichaud,25,MTL,NHL,2,,0,2,0,4,32,28,0.875,3.89,0,0.1,62,,,,,,0,0,0,0
2001,fisetst01,Stephane Fiset,30,LAK,NHL,7,,3,0,1,19,129,110,0.853,3.58,0,0.1,318,,,,,,0,0,0,2
2001,flahewa01,Wade Flaherty,33,NYI,NHL,20,,6,10,0,56,470,414,0.881,3.3,1,1.7,1017,,,,123,-10.53,0,0,0,2
2001,flahewa01,Wade Flaherty,33,TBL,NHL,2,,0,2,0,8,55,47,0.855,4.07,0,0,118,,,,,,0,0,0,0
2001,fountmi01,Mike Fountain,29,OTT,NHL,1,,0,1,0,3,25,22,0.88,3.07,0,0.1,59,,,,,,0,0,0,0
2001,gagejo02,Joaquin Gage,27,EDM,NHL,5,,2,2,0,15,125,110,0.88,3.46,0,0.5,260,,,,,,0,0,0,0
2001,garonma01,Mathieu Garon,23,MTL,NHL,11,,4,5,1,24,233,209,0.897,2.44,2,1.3,589,,,,,,0,0,0,0
2001,gigueje01,Jean-Sebastien Giguere,23,MDA,NHL,34,,11,17,5,87,976,889,0.911,2.57,4,6.8,2031,,,,92,7.42,0,2,2,8
2001,grahajo01,John Grahame,25,BOS,NHL,10,,3,4,0,28,211,183,0.867,3.57,0,0.5,471,,,,,,0,0,0,2
2001,gustade01,Derek Gustafson,21,MIN,NHL,4,,1,3,0,10,97,87,0.897,2.51,0,0.5,239,,,,,,0,0,0,0
2001,hackeje01,Jeff Hackett,32,MTL,NHL,19,,4,10,2,54,477,423,0.887,3.25,0,2.1,998,,,,117,-7.86,0,1,1,0
2001,hasekdo01,Dominik Hasek,36,BUF,NHL,67,,37,24,4,137,1726,1589,0.921,2.11,11,13.9,3904,,,,82,29.97,0,3,3,22
2001,healygl01,Glenn Healy,38,TOR,NHL,15,,4,7,3,38,331,293,0.885,2.62,0,1.4,871,,,,119,-5.98,0,0,0,0
2001,hebergu01,Guy Hebert,34,MDA,NHL,41,,12,23,4,115,1112,997,0.897,3.11,2,6,2215,,,,107,-7.43,0,0,0,0
2001,hebergu01,Guy Hebert,34,NYR,NHL,13,,5,7,1,42,409,367,0.897,3.43,0,2.2,735,,,,106,-2.43,0,0,0,0
2001,hedbejo01,Johan Hedberg,27,PIT,NHL,9,,7,1,1,24,253,229,0.905,2.64,0,1.6,545,,,,,,0,0,0,0
2001,hirscco01,Corey Hirsch,28,WSH,NHL,1,,1,0,0,0,8,8,1,0,0,0.1,20,,,,,,0,0,0,0
2001,hnilimi01,Milan Hnilicka,27,ATL,NHL,36,,12,19,2,105,951,846,0.89,3.41,2,4.4,1879,,,,114,-13,0,0,0,4
2001,holmqjo01,Johan Holmqvist,22,NYR,NHL,2,,0,2,0,10,71,61,0.859,5.05,0,0.1,119,,,,,,0,0,0,2
2001,hurmeja01,Jani Hurme,26,OTT,NHL,22,,12,5,4,54,563,509,0.904,2.5,2,3.5,1296,,,,99,0.46,0,0,0,0
2001,irbear01,Arturs Irbe,33,CAR,NHL,77,,37,29,9,180,1947,1767,0.908,2.45,6,12.9,4406,,,,96,8.35,0,2,2,6
2001,johnsbr02,Brent Johnson,23,STL,NHL,31,,19,9,2,63,676,613,0.907,2.17,4,4.4,1744,,,,96,2.39,0,0,0,2
2001,josepcu01,Curtis Joseph,33,TOR,NHL,68,,33,27,8,163,1907,1744,0.915,2.39,6,14,4100,,,,88,21.48,0,1,1,8
2001,khabini01,Nikolai Khabibulin,28,TBL,NHL,2,,1,1,0,6,69,63,0.913,2.92,0,0.5,123,,,,,,0,0,0,0
2001,kiddtr01,Trevor Kidd,28,FLA,NHL,42,,10,23,6,130,1217,1087,0.893,3.31,1,6.1,2354,,,,110,-12.27,0,1,1,6
2001,kiprumi01,Miikka Kiprusoff,24,SJS,NHL,5,,2,1,0,5,51,46,0.902,1.94,0,0.3,154,,,,,,0,0,0,0
2001,kochadi01,Dieter Kochan,26,TBL,NHL,10,,0,3,0,18,138,120,0.87,3.44,0,0.3,314,,,,,,0,0,0,0
2001,kolziol01,Olaf Kolzig,30,WSH,NHL,72,,37,26,8,177,1941,1764,0.909,2.48,5,13.1,4279,,,,94,10.77,0,2,2,14
2001,konstev01,Evgeny Konstantinov,19,TBL,NHL,1,,0,0,0,0,0,0,,0,0,0,1,,,,,,0,0,0,0
2001,labarja01,Jason LaBarbera,21,NYR,NHL,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0
2001,lalimpa01,Patrick Lalime,26,OTT,NHL,60,,36,19,5,141,1640,1499,0.914,2.35,7,12,3607,,,,89,17.65,0,1,1,2
2001,larocmi01,Michel Larocque,24,CHI,NHL,3,,0,2,0,9,59,50,0.847,3.55,0,0,152,,,,,,0,0,0,0
2001,legacma01,Manny Legace,27,DET,NHL,39,,24,5,5,73,909,836,0.92,2.05,2,7.2,2136,,,,83,14.93,0,2,2,4
2001,luongro01,Roberto Luongo,21,FLA,NHL,47,,12,24,7,107,1333,1226,0.92,2.44,5,10.6,2628,,,,83,21.95,0,0,0,2
2001,maracno01,Norm Maracle,26,ATL,NHL,13,,2,8,3,43,406,363,0.894,3.43,0,2.1,753,,,,109,-3.72,0,0,0,0
2001,masonch02,Chris Mason,24,NSH,NHL,1,,0,1,0,2,20,18,0.9,2.05,0,0.1,59,,,,,,0,0,0,0
2001,mcleaki01,Kirk McLean,34,NYR,NHL,23,,8,10,1,71,639,568,0.889,3.49,0,2.9,1220,,,,115,-9.18,0,0,0,0
2001,mclenja01,Jamie McLennan,29,MIN,NHL,38,,5,23,9,98,1032,934,0.905,2.64,2,6.5,2230,,,,98,1.83,0,1,1,4
2001,mossty01,Tyler Moss,25,CAR,NHL,12,,1,6,0,37,251,214,0.853,3.99,0,0.2,557,,,,,,0,0,0,0
2001,nabokev01,Evgeni Nabokov,25,SJS,NHL,66,,32,21,7,135,1582,1447,0.915,2.19,6,11.7,3700,,,,88,18.04,0,2,2,8
2001,naumegr01,Gregg Naumenko,23,MDA,NHL,2,,0,1,0,7,29,22,0.759,5.99,0,-0.3,70,,,,,,0,0,0,2
2001,noronmi01,Mika Noronen,21,BUF,NHL,2,,2,0,0,5,39,34,0.872,2.77,0,0.1,108,,,,,,0,0,0,0
2001,osgooch01,Chris Osgood,28,DET,NHL,52,,25,19,4,127,1310,1183,0.903,2.69,1,8,2834,,,,100,-0.27,0,0,0,8
2001,ouellma01,Maxime Ouellet,19,PHI,NHL,2,,0,1,0,3,27,24,0.889,2.38,0,0.1,76,,,,,,0,0,0,0
2001,parenri01,Rich Parent,28,PIT,NHL,7,,1,1,3,17,150,133,0.887,3.08,0,0.6,332,,,,,,0,0,0,0
2001,passmst01,Steve Passmore,28,LAK,NHL,14,,3,8,1,37,310,273,0.881,3.09,1,1.1,718,,,,,,0,0,0,0
2001,passmst01,Steve Passmore,28,CHI,NHL,6,,0,4,1,14,147,133,0.905,2.47,0,0.9,340,,,,,,0,0,0,4
2001,potvife01,Felix Potvin,29,VAN,NHL,35,,14,17,3,103,914,811,0.887,3.08,1,4,2006,,,,116,-14.58,0,2,2,2
2001,potvife01,Felix Potvin,29,LAK,NHL,23,,13,5,5,46,571,525,0.919,1.96,5,4.5,1410,,,,83,9.24,0,3,3,2
2001,raycran01,Andrew Raycroft,20,BOS,NHL,15,,4,6,0,32,291,259,0.89,2.96,0,1.4,649,,,,,,0,0,0,0
2001,rhodeda01,Damian Rhodes,31,ATL,NHL,38,,7,19,7,116,1129,1013,0.897,3.4,0,6.2,2072,,,,106,-6.78,0,0,0,16
2001,richtmi01,Mike Richter,34,NYR,NHL,45,,20,21,3,144,1343,1199,0.893,3.28,0,6.7,2635,,,,111,-14.08,0,0,0,0
2001,roussdo01,Dominic Roussel,30,MDA,NHL,13,,2,5,2,31,295,264,0.895,2.85,0,1.5,653,,,,,,0,0,0,0
2001,roussdo01,Dominic Roussel,30,EDM,NHL,8,,1,4,0,21,151,130,0.861,3.62,0,0.2,348,,,,,,0,0,0,2
2001,roypa01,Patrick Roy,35,COL,NHL,62,,40,13,7,132,1513,1381,0.913,2.22,4,10.8,3585,,,,90,14.36,0,5,5,10
2001,saloto01,Tommy Salo,29,EDM,NHL,73,,36,25,12,179,1856,1677,0.904,2.46,8,11.5,4364,,,,100,0.55,0,1,1,4
2001,scotttr01,Travis Scott,25,LAK,NHL,1,,0,0,0,3,10,7,0.7,7.28,0,-0.2,25,,,,,,0,0,0,0
2001,shielst01,Steve Shields,28,SJS,NHL,21,,6,8,5,47,531,484,0.911,2.48,2,3.7,1135,,,,91,4.37,0,0,0,2
2001,skudrpe01,Peter Skudra,27,BOS,NHL,25,,6,12,1,62,511,449,0.879,3.33,0,1.8,1116,,,,125,-12.57,0,0,0,0
2001,skudrpe01,Peter Skudra,27,BUF,NHL,1,,0,0,0,0,0,0,,0,0,0,1,,,,,,0,0,0,0
2001,snowga01,Garth Snow,31,PIT,NHL,35,,14,15,4,101,1014,913,0.9,2.98,3,5.9,2032,,,,103,-2.91,0,0,0,8
2001,storrja01,Jamie Storr,25,LAK,NHL,45,,19,18,6,114,1131,1017,0.899,2.74,4,6.4,2498,,,,104,-4.59,0,0,0,4
2001,tallaro01,Robbie Tallas,27,CHI,NHL,12,,2,7,0,35,265,230,0.868,3.35,0,0.6,627,,,,,,0,0,0,0
2001,terrech01,Chris Terreri,36,NJD,NHL,10,,2,5,1,21,167,146,0.874,2.78,0,0.5,453,,,,,,0,0,0,0
2001,terrech01,Chris Terreri,36,NYI,NHL,8,,2,4,1,18,205,187,0.912,2.56,0,1.5,443,,,,,,0,0,0,2
2001,theodjo01,Jose Theodore,24,MTL,NHL,59,,20,29,5,141,1546,1405,0.909,2.57,2,10.4,3298,,,,94,8.56,1,0,1,6
2001,thibajo01,Jocelyn Thibault,26,CHI,NHL,66,,27,32,7,180,1711,1531,0.895,2.81,6,8.9,3844,,,,109,-14.48,0,3,3,2
2001,tugnuro01,Ron Tugnutt,33,CBJ,NHL,53,,22,25,5,127,1528,1401,0.917,2.44,4,11.6,3129,,,,86,20.82,0,1,1,2
2001,turcoma01,Marty Turco,25,DAL,NHL,26,,13,6,1,40,532,492,0.925,1.9,3,4.5,1266,,,,78,11.46,0,0,0,12
2001,turekro01,Roman Turek,30,STL,NHL,54,,24,18,10,123,1248,1125,0.901,2.27,6,7.4,3232,,,,102,-2.27,0,1,1,6
2001,vanbijo01,John Vanbiesbrouck,37,NYI,NHL,44,,10,25,5,120,1177,1057,0.898,3.04,1,6.6,2390,,,,105,-6.14,0,0,0,8
2001,vanbijo01,John Vanbiesbrouck,37,NJD,NHL,4,,4,0,0,6,93,87,0.935,1.5,1,0.9,240,,,,,,0,0,0,0
2001,vernomi01,Mike Vernon,37,CGY,NHL,41,,12,23,5,121,1034,913,0.883,3.23,3,4.1,2246,,,,121,-20.97,0,1,1,16
2001,vokouto01,Tomas Vokoun,24,NSH,NHL,37,,13,17,5,85,940,855,0.91,2.51,2,6.4,2088,,,,93,5.93,0,0,0,2
2001,weekeke01,Kevin Weekes,25,TBL,NHL,61,,20,33,3,177,1742,1565,0.898,3.15,4,9.8,3378,,,,105,-8.48,0,1,1,4
2001,whitmka01,Kay Whitmore,33,BOS,NHL,5,,1,2,0,18,94,76,0.809,5.33,0,-0.4,203,,,,,,0,0,0,0
2001,yeremvi01,Vitali Yeremeyev,25,NYR,NHL,4,,0,4,0,16,104,88,0.846,4.52,0,0,212,,,,,,0,0,0,0
2002,aebisda01,David Aebischer,23,COL,NHL,21,,13,6,0,37,538,501,0.931,1.88,2,4.8,1184,,,,75,12.63,0,0,0,4
2002,aubinje01,Jean-Sebastien Aubin,24,PIT,NHL,21,,3,12,1,65,537,472,0.879,3.56,0,1.5,1094,,,,131,-15.46,0,0,0,0
2002,auldal01,Alex Auld,21,VAN,NHL,1,,1,0,0,2,22,20,0.909,2,0,0.1,60,,,,,,0,1,1,0
2002,barrato01,Tom Barrasso,36,CAR,NHL,34,,13,12,5,83,886,803,0.906,2.61,2,5.3,1908,,,,102,-1.27,0,0,0,4
2002,barrato01,Tom Barrasso,36,TOR,NHL,4,,2,2,0,10,110,100,0.909,2.74,0,0.7,219,,,,,,0,0,0,0
2002,belfoed01,Ed Belfour,36,DAL,NHL,60,,21,27,11,153,1458,1305,0.895,2.65,1,6.9,3467,,,,114,-18.5,0,5,5,12
2002,billicr01,Craig Billington,35,WSH,NHL,17,,4,5,3,36,295,259,0.878,3.04,0,0.8,710,,,,,,0,0,0,0
2002,bironma01,Martin Biron,24,BUF,NHL,72,,31,28,10,151,1781,1630,0.915,2.22,4,12.5,4085,,,,92,13.3,0,1,1,8
2002,blackda01,Dan Blackburn,18,NYR,NHL,31,,12,16,0,95,935,840,0.898,3.32,0,4.8,1737,,,,110,-8.75,0,0,0,10
2002,bouchbr01,Brian Boucher,25,PHI,NHL,41,,18,16,4,92,972,880,0.905,2.41,2,5.7,2295,,,,103,-2.33,0,0,0,4
2002,brathfr01,Fred Brathwaite,29,STL,NHL,25,,9,11,4,54,543,489,0.901,2.24,2,2.9,1446,,,,108,-3.91,0,0,0,0
2002,brochma01,Martin Brochu,28,VAN,NHL,6,,0,3,0,15,104,89,0.856,4.16,0,0,216,,,,,,0,0,0,0
2002,brodema01,Martin Brodeur,29,NJD,NHL,73,,38,26,9,156,1655,1499,0.906,2.15,4,9.8,4347,,,,102,-3.33,0,4,4,8
2002,bryzgil01,Ilya Bryzgalov,21,MDA,NHL,1,,0,0,0,1,12,11,0.917,1.87,0,0.1,32,,,,,,0,0,0,0
2002,burkese01,Sean Burke,35,PHX,NHL,60,,33,21,6,137,1711,1574,0.92,2.29,5,12.9,3587,,,,87,20.84,0,1,1,14
2002,cassifr01,Frederic Cassivi,26,ATL,NHL,6,,2,3,0,17,207,190,0.918,3.32,0,1.5,307,,,,,,0,0,0,0
2002,cechmro01,Roman Cechmanek,30,PHI,NHL,46,,24,13,6,89,1131,1042,0.921,2.05,4,8.7,2603,,,,85,15.33,0,0,0,10
2002,centose01,Sebastien Centomo,20,TOR,NHL,1,,0,0,0,3,12,9,0.75,4.5,0,-0.1,40,,,,,,0,0,0,0
2002,charpse01,Sebastien Charpentier,24,WSH,NHL,2,,1,1,0,5,78,73,0.936,2.46,0,0.7,122,,,,,,0,0,0,0
2002,clemmsc01,Scott Clemmensen,24,NJD,NHL,2,,0,0,0,1,5,4,0.8,2.95,0,0,20,,,,,,0,0,0,0
2002,cloutda01,Dan Cloutier,25,VAN,NHL,62,,31,22,5,142,1440,1298,0.901,2.43,7,7.8,3502,,,,107,-9.16,0,0,0,20
2002,conklty01,Ty Conklin,25,EDM,NHL,4,,2,0,0,4,66,62,0.939,1.63,0,0.6,148,,,,,,0,0,0,0
2002,dafoeby01,Byron Dafoe,30,BOS,NHL,64,,35,26,3,141,1520,1379,0.907,2.21,4,9.3,3827,,,,101,-0.78,0,1,1,27
2002,damphje01,Jean-Francois Damphousse,22,NJD,NHL,6,,1,3,0,12,115,103,0.896,2.45,0,0.5,294,,,,,,0,0,0,0
2002,denisma01,Marc Denis,24,CBJ,NHL,42,,9,24,5,121,1197,1076,0.899,3.11,1,6.2,2335,,,,110,-10.58,0,1,1,2
2002,desropa01,Patrick DesRochers,22,PHX,NHL,5,,1,2,1,15,99,84,0.848,3.71,0,-0.1,243,,,,,,0,0,0,2
2002,divisre01,Reinhard Divis,26,STL,NHL,1,,0,0,0,0,4,4,1,0,0,0.1,25,,,,,,0,0,0,0
2002,dunhami01,Mike Dunham,29,NSH,NHL,58,,23,24,9,144,1525,1381,0.906,2.62,3,9,3316,,,,102,-3.32,0,2,2,2
2002,eschero01,Robert Esche,24,PHX,NHL,22,,6,10,2,52,533,481,0.902,2.73,1,3,1145,,,,106,-2.83,0,0,0,16
2002,essenbo01,Bob Essensa,37,BUF,NHL,9,,0,5,0,17,113,96,0.85,2.91,0,-0.1,350,,,,,,0,0,0,0
2002,fernama01,Manny Fernandez,27,MIN,NHL,44,,12,24,5,125,1157,1032,0.892,3.05,1,5,2463,,,,117,-18.27,0,0,0,4
2002,fisetst01,Stephane Fiset,31,MTL,NHL,2,,0,1,0,7,60,53,0.883,3.85,0,0.2,109,,,,,,0,0,0,0
2002,flahewa01,Wade Flaherty,34,FLA,NHL,4,,2,1,1,12,148,136,0.919,2.94,0,1.1,245,,,,,,0,0,0,0
2002,garonma01,Mathieu Garon,24,MTL,NHL,5,,1,4,0,19,147,128,0.871,4.37,0,0.3,261,,,,,,0,0,0,0
2002,gigueje01,Jean-Sebastien Giguere,24,MDA,NHL,53,,20,25,6,111,1384,1273,0.92,2.13,4,10.4,3127,,,,87,16.67,0,0,0,28
2002,grahajo01,John Grahame,26,BOS,NHL,19,,8,7,2,52,503,451,0.897,2.95,1,2.5,1079,,,,112,-5.6,0,1,1,6
2002,gustade01,Derek Gustafson,22,MIN,NHL,1,,0,0,0,0,7,7,1,0,0,0.1,26,,,,,,0,0,0,0
2002,hackeje01,Jeff Hackett,33,MTL,NHL,15,,5,5,2,38,395,357,0.904,3.18,0,2.3,717,,,,104,-1.56,0,0,0,2
2002,hasekdo01,Dominik Hasek,37,DET,NHL,65,,41,15,8,140,1654,1514,0.915,2.17,5,11.6,3872,,,,92,12.58,0,1,1,8
2002,hedbejo01,Johan Hedberg,28,PIT,NHL,66,,25,34,7,178,1851,1673,0.904,2.76,6,10.6,3877,,,,104,-7.25,0,1,1,22
2002,hnilimi01,Milan Hnilicka,28,ATL,NHL,60,,13,33,10,179,1956,1777,0.908,3.17,3,12.2,3367,,,,99,1.44,0,2,2,8
2002,holmqjo01,Johan Holmqvist,23,NYR,NHL,1,,0,0,0,0,2,2,1,0,0,0,9,,,,,,0,0,0,0
2002,hurmeja01,Jani Hurme,27,OTT,NHL,25,,12,9,1,54,578,524,0.907,2.48,3,3.5,1309,,,,101,-0.68,0,0,0,17
2002,irbear01,Arturs Irbe,34,CAR,NHL,51,,20,19,11,126,1282,1156,0.902,2.54,3,7,2974,,,,107,-7.74,0,1,1,10
2002,johnsbr02,Brent Johnson,24,STL,NHL,58,,34,20,4,127,1293,1166,0.902,2.18,5,7.1,3491,,,,106,-7.72,0,4,4,2
2002,josepcu01,Curtis Joseph,34,TOR,NHL,51,,29,17,5,114,1210,1096,0.906,2.23,4,7.2,3065,,,,102,-2.38,0,1,1,10
2002,khabini01,Nikolai Khabibulin,29,TBL,NHL,70,,24,32,10,153,1914,1761,0.92,2.36,7,14.5,3896,,,,87,23.56,0,2,2,6
2002,kiddtr01,Trevor Kidd,29,FLA,NHL,33,,4,16,5,90,857,767,0.895,3.21,1,4,1683,,,,114,-10.94,0,1,1,0
2002,kiprumi01,Miikka Kiprusoff,25,SJS,NHL,20,,7,6,3,43,508,465,0.915,2.49,2,3.6,1037,,,,92,3.86,0,0,0,4
2002,kochadi01,Dieter Kochan,27,TBL,NHL,5,,0,3,1,16,129,113,0.876,4.06,0,0.3,237,,,,,,0,0,0,0
2002,kolziol01,Olaf Kolzig,31,WSH,NHL,71,,31,29,8,192,1977,1785,0.903,2.79,6,11.1,4131,,,,105,-9.62,0,1,1,8
2002,labbeje01,Jean-Francois Labbe,29,CBJ,NHL,3,,1,1,0,6,68,62,0.912,3.07,0,0.5,117,,,,,,0,0,0,0
2002,lajeusi01,Simon Lajeunesse,21,OTT,NHL,1,,0,0,0,0,9,9,1,0,0,0.2,24,,,,,,0,0,0,0
2002,lalimpa01,Patrick Lalime,27,OTT,NHL,61,,27,24,8,148,1521,1373,0.903,2.48,7,8.5,3583,,,,105,-7.69,0,1,1,19
2002,lasakja01,Jan Lasak,22,NSH,NHL,3,,0,3,0,13,104,91,0.875,4.4,0,0.3,177,,,,,,0,0,0,2
2002,legacma01,Manny Legace,28,DET,NHL,20,,10,6,2,45,503,458,0.911,2.42,1,3.3,1117,,,,97,1.4,0,1,1,0
2002,littlne01,Neil Little,30,PHI,NHL,1,,0,1,0,4,29,25,0.862,4,0,0,60,,,,,,0,0,0,10
2002,luongro01,Roberto Luongo,22,FLA,NHL,58,,16,33,4,140,1653,1513,0.915,2.77,4,11.6,3030,,,,92,12.49,0,1,1,2
2002,maracno01,Norm Maracle,27,ATL,NHL,1,,0,1,0,3,20,17,0.85,3,0,0,60,,,,,,0,0,0,0
2002,markkju01,Jussi Markkanen,26,EDM,NHL,14,,6,4,2,24,336,312,0.929,1.88,2,2.9,784,,,,77,7,0,0,0,0
2002,michaol01,Olivier Michaud,18,MTL,NHL,1,,0,0,0,0,14,14,1,0,0,0.2,18,,,,,,0,0,0,0
2002,nabokev01,Evgeni Nabokov,26,SJS,NHL,67,,37,24,5,149,1818,1669,0.918,2.29,7,13.3,3901,,,,89,18.71,1,3,4,14
2002,noronmi01,Mika Noronen,22,BUF,NHL,10,,4,3,1,23,217,194,0.894,2.66,0,1,518,,,,,,0,0,0,2
2002,nurmipa01,Pasi Nurminen,26,ATL,NHL,9,,2,5,0,28,275,247,0.898,3.78,0,1.4,465,,,,,,0,0,0,0
2002,osgooch01,Chris Osgood,29,NYI,NHL,66,,32,25,6,156,1727,1571,0.91,2.5,4,11,3743,,,,98,3.31,0,4,4,10
2002,passmst01,Steve Passmore,29,CHI,NHL,23,,8,5,4,43,446,403,0.904,2.26,0,2.5,1142,,,,105,-1.86,0,1,1,2
2002,potvife01,Felix Potvin,30,LAK,NHL,71,,31,27,8,157,1686,1529,0.907,2.31,6,10.2,4071,,,,101,-1.47,0,1,1,19
2002,prusema01,Martin Prusek,26,OTT,NHL,1,,0,1,0,3,15,12,0.8,2.92,0,-0.1,62,,,,,,0,0,0,0
2002,raycran01,Andrew Raycroft,21,BOS,NHL,1,,0,0,1,3,29,26,0.897,2.77,0,0.1,65,,,,,,0,0,0,0
2002,rhodeda01,Damian Rhodes,32,ATL,NHL,15,,2,10,1,47,439,392,0.893,3.67,0,2,769,,,,116,-6.5,0,0,0,0
2002,richtmi01,Mike Richter,35,NYR,NHL,55,,24,26,4,157,1675,1518,0.906,2.95,2,10,3195,,,,102,-2.48,0,0,0,4
2002,rolosdw01,Dwayne Roloson,32,MIN,NHL,45,,14,20,7,112,1132,1020,0.901,2.68,5,6.1,2506,,,,107,-7.57,0,0,0,8
2002,roypa01,Patrick Roy,36,COL,NHL,63,,32,23,8,122,1629,1507,0.925,1.94,9,13.3,3773,,,,81,28.27,0,3,3,26
2002,saloto01,Tommy Salo,30,EDM,NHL,69,,30,28,10,149,1713,1564,0.913,2.2,6,11.6,4035,,,,94,9.02,0,1,1,2
2002,schwaco01,Corey Schwab,31,TOR,NHL,30,,12,10,5,75,707,632,0.894,2.73,1,3.2,1646,,,,115,-9.78,0,0,0,2
2002,shielst01,Steve Shields,29,MDA,NHL,33,,9,20,2,79,850,771,0.907,2.67,0,5.2,1777,,,,101,-0.59,0,0,0,4
2002,skudrpe01,Peter Skudra,28,VAN,NHL,23,,10,8,2,47,508,461,0.907,2.42,1,3.1,1166,,,,100,-0.14,0,0,0,2
2002,snowga01,Garth Snow,32,NYI,NHL,25,,10,7,2,55,549,494,0.9,2.72,2,2.9,1217,,,,109,-4.36,0,0,0,14
2002,storrja01,Jamie Storr,26,LAK,NHL,19,,9,4,3,28,360,332,0.922,1.9,2,2.8,886,,,,84,5.21,0,0,0,4
2002,theodjo01,Jose Theodore,25,MTL,NHL,67,,30,24,10,136,1972,1836,0.931,2.11,7,17.4,3864,,,,75,45.91,0,2,2,2
2002,thibajo01,Jocelyn Thibault,27,CHI,NHL,67,,33,23,9,159,1626,1467,0.902,2.49,6,9,3838,,,,106,-9,0,0,0,2
2002,toskave01,Vesa Toskala,24,SJS,NHL,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0
2002,tugnuro01,Ron Tugnutt,34,CBJ,NHL,44,,12,27,3,119,1195,1076,0.9,2.85,2,6.4,2502,,,,108,-8.76,0,1,1,0
2002,turcoma01,Marty Turco,26,DAL,NHL,31,,15,6,2,53,670,617,0.921,2.09,2,5.1,1519,,,,86,8.81,0,0,0,10
2002,turekro01,Roman Turek,31,CGY,NHL,69,,30,28,11,172,1839,1667,0.906,2.53,5,11.1,4081,,,,101,-2.35,0,5,5,4
2002,vanbijo01,John Vanbiesbrouck,38,NJD,NHL,5,,2,3,0,10,117,107,0.915,2,0,0.8,300,,,,,,0,0,0,4
2002,vernomi01,Mike Vernon,38,CGY,NHL,18,,2,9,1,38,375,337,0.899,2.76,1,1.9,825,,,,110,-3.41,0,3,3,0
2002,vokouto01,Tomas Vokoun,25,NSH,NHL,29,,5,14,4,66,678,612,0.903,2.69,2,3.8,1471,,,,106,-3.46,0,0,0,2
2002,weekeke01,Kevin Weekes,26,TBL,NHL,19,,3,9,0,40,470,430,0.915,2.89,2,3.3,830,,,,92,3.36,0,0,0,0
2002,weekeke01,Kevin Weekes,26,CAR,NHL,2,,2,0,0,3,41,38,0.927,1.5,0,0.3,120,,,,,,0,0,0,0
2002,whitmka01,Kay Whitmore,34,CGY,NHL,1,,0,1,0,3,21,18,0.857,3.08,0,0,58,,,,,,0,0,0,0
2003,aebisda01,David Aebischer,24,COL,NHL,22,,7,12,0,50,593,543,0.916,2.43,1,4.1,1235,,,,92,4.06,0,0,0,4
2003,andercr01,Craig Anderson,21,CHI,NHL,6,,0,3,2,18,125,107,0.856,4,0,0,270,,,,,,0,0,0,0
2003,aubinje01,Jean-Sebastien Aubin,25,PIT,NHL,21,,6,13,0,59,589,530,0.9,3.13,1,3,1132,,,,110,-5.31,0,1,1,2
2003,auldal01,Alex Auld,22,VAN,NHL,7,,3,3,0,10,165,155,0.939,1.57,1,1.6,382,,,,,,0,0,0,0
2003,barrato01,Tom Barrasso,37,STL,NHL,6,,1,4,0,16,132,116,0.879,3.27,1,0.3,293,,,,,,0,0,0,0
2003,belfoed01,Ed Belfour,37,TOR,NHL,62,,37,20,5,141,1816,1675,0.922,2.26,7,13.9,3738,,,,85,24.55,0,2,2,24
2003,bierkza01,Zac Bierk,26,PHX,NHL,16,,4,9,1,32,471,439,0.932,2.17,1,4.1,884,,,,75,10.94,0,0,0,2
2003,billicr01,Craig Billington,36,WSH,NHL,5,,1,3,1,17,96,79,0.823,4.7,0,-0.4,217,,,,,,0,0,0,0
2003,bironma01,Martin Biron,25,BUF,NHL,54,,17,28,6,135,1468,1333,0.908,2.56,4,8.8,3170,,,,101,-1.17,0,1,1,12
2003,blackda01,Dan Blackburn,19,NYR,NHL,32,,8,16,4,93,842,749,0.89,3.17,1,3.3,1762,,,,121,-16.24,0,0,0,2
2003,bouchbr01,Brian Boucher,26,PHX,NHL,45,,15,20,8,128,1210,1082,0.894,3.02,0,5.3,2544,,,,116,-17.69,0,1,1,0
